,name,bar_code,eco_score,quantity,brand,categories,ingredients_origins,traceability_code,markets,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,nova_score,packaging,labels,manufacturing,allergens,palm_ingredients,generic_name,link,brand_owner,origin_detail,producer_info
201,Mayottes - Praliné aux amandes et noisettes - Réauté Chocolat - 100g,3103560000002,,100 g,['Réauté Chocolat'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat']",,,['Réauté'],['France'],"['Chocolat noir 40% ', 'pâte de cacao', 'beurre pâtissier', 'émulsifiant : lécithine de soja', 'arôme naturel de vanille', 'praliné 36 % ', 'sucre', 'noisettes', 'amandes', 'stabilisant : sorbitol', 'émulsifiant : lécithine de soja', 'brisures de biscuit 12 %', 'sucre', ""farine de blé et de malt d'orge"", 'beurre pâtissier', 'sucre du lait', 'protéines de lait', 'sel', 'poudre à lever : E500ii', 'beurre de cacao', 'poudre de lait entier', ' pâte de cacao', 'émulsifiant : lécithine de soja arôme naturel de vanllle']",['Non végétalien'],34.4 g,en quantité élevée,15.5 g,en quantité élevée,44.1 g,en quantité élevée,0.2 g,en faible quantité,?,,546,+3%,2284 kj(546 kcal),+3%,"34,4",+8%,"15,5",-11%,"49,8",-5%,"44,1",-7%,"6,3",+7%,"0,2",+31%,"0,08",+31%,25,+2%,E,+2%,,,,,,,,"['E322i - Lécithine', 'E420 - Sorbitol', 'E500ii - Carbonate acide de sodium']",4,"['Sachet', 'Plastique']",['Fabriqué en France'],['France'],"['Gluten', 'Lait', 'Fruits à coque', 'Soja']",,"Praliné aux amandes et noisette, feuilleté croustillant, chocolat noir.",,,,
202,Pois cassés - Sabarot - 500g,3111950241003,A,500 g,['Sabarot'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Pois cassés secs']",['France'],,,['France'],['Pois cassés'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",0.8 g,en faible quantité,0.2 g,en faible quantité,2.2 g,en faible quantité,0.01 g,en faible quantité,?,,345,+3%,1443 kj(345 kcal),+3%,"0,8",-47%,"0,2",-12%,53,+9%,"2,2",-38%,"21,7",-3%,"0,01",-56%,"0,004",-56%,-6,,A,,64.4%,0.0%,18.1%,9.3%,5.1%,3.1%,95,,1,"['Boite', 'Carton']","['Végétarien', 'Sans gluten']",['France'],,,,,,,
203,The Lapins Crétins Bonbons - Lutti - 225g,3116740031345,E,225 g,['Lutti'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Bonbons gélifiés']",,,,['France'],"['Sirop de glucose-fructose de blé - sucre - gélatine - acidifiants ', 'acide malique', 'acide citrique', "" - correcteur d'acidité "", 'malate de sodium', ' - arômes - colorants ', 'E120', 'E133', 'E161B']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",0 g,en faible quantité,0 g,en faible quantité,63.9 g,en quantité élevée,0.45 g,en quantité modérée,1420,-2%,334,-3%,1420 kj(334 kcal),-1%,0,-100%,0,-100%,"76,2",-5%,"63,9",+11%,"4,9",+33%,"0,45",+291%,"0,18",+291%,15,+6%,D,+6%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,"['E428 - Gélatine', 'E296 - Acide malique', 'E330 - Acide citrique', 'E350i - Malate de sodium', 'E120 - Acide carminique', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', 'E161b - Lutéine']",4,['sachet plastique'],,,,,Confiserie gélifiée aromatisée,,,,
204,Scoubidou Cola - LUTTI - 200g,3116740032175,E,200g,['LUTTI'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",,,,['France'],[],[],3 g,en quantité modérée,1.5 g,en quantité modérée,52 g,en quantité élevée,0.1 g,en faible quantité,?,,363,+2%,1519 kj(363 kcal),+1%,3,+61%,"1,5",+42%,79,-5%,52,-10%,"3,3",+56%,"0,1",-17%,"0,04",-17%,15,+4%,D,+4%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,,,,,,,,,
205,Aux Saveurs de 4 Agrumes - Schweppes - 100ml,3124480170149,,100 ml,['Schweppes'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons gazeuses', 'Boissons aux fruits', 'Boissons édulcorées', 'Sodas', 'Sodas aux fruits', 'Boissons avec sucre ajouté']",,,"['Magasins U', 'Delhaize']","['Belgique', 'France']","['Eau gazéifiée', 'sucre', ""extraits naturels d'orange"", 'acidifiant : acide citrique', 'conservateur : sorbate de potassium', 'édulcorants : acésulfame K et sucralose', 'amidon modifié', 'antioxydant : acide ascorbique', ""arômes naturels d'agrumes avec autres arômes naturels"", 'stabilisant E445', 'colorant E142']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",0 g,en faible quantité,0 g,en faible quantité,5.7 g,en quantité modérée,0.01 g,en faible quantité,?,,24,-23%,100 kj(24 kcal),-23%,0,-100%,0,-100%,"5,7",-24%,"5,7",-23%,0,-100%,"0,01",-3%,"0,004",-3%,8,-20%,D,-20%,,,,,,,,"['E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E950 - Acésulfame K', 'E955 - Sucralose', 'E14XX - Amidons modifiés', 'E300 - Acide ascorbique', 'E445 - Esters glycériques de résine de bois', 'E142 - Vert acide brillant BS', '', 'Risque modéré de sur-exposition']",4,['Canette'],,,,,"Boisson gazeuse rafraîchissante aux arômes naturels d'agrumes (orange, pamplemousse, citron vert et mandarine) avec autres arômes naturels, avec sucre et édulcorants",,,,
206,Lay's nature lot de 2 x 100 g - 200g,3168930009337,B,200 g,"[""Lay's"", 'Lays']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de pommes de terre']",,,['Noz'],['France'],"['Pommes de terre 65%,huiles végétales ', 'tournesol', 'colza', 'en proportion variable', ',sel']","['Sans huile de palme', 'Végétalien', 'Végétarien']",34 g,en quantité élevée,2.7 g,en quantité modérée,0.3 g,en faible quantité,1.3 g,en quantité modérée,2256,+2%,541,+2%,2256 kj(541 kcal),+2%,34,+4%,"2,7",-13%,52,+1%,"0,3",-79%,"6,1",+2%,"1,3",0%,"0,52",0%,9,-20%,C,-20%,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,,3,"['Sachet', 'Plastique']",['Point Vert'],,,,Chips de pommes de terre,,,,
207,Cacahuètes sans huile ajoutée - Bénenuts - 175g,3168930011118,,175 g,['Bénenuts'],,,,,['France'],"['Cacahuètes Grillées à sec', 'Salées Ingrédients : cacahuètes', 'sel', 'stabilisants ', ""gomme d'acacia"", 'sorbitol']",[],,,,,,,,,?,,588,,2460 kj(588 kcal),,47,,"6,1",,"11,6",,"6,7",,28,,1,,"0,4",,,,,,,,,,,,,"[""E414 - Gomme d'acacia"", 'E420 - Sorbitol']",4,['Sachet'],['Sans huile ajoutée'],,['Arachides'],,,,,,
208,Barres minceur - Milical - 162g (6x 27g),3175681017306,,162 g (6 x 27 g),['Milical'],,,,,['France'],"['Chocolat au lait de couverture 18% ', 'sucre', 'beurre de cacao', 'lait écrémé en poudre', 'lactosérum en poudre', 'pâte de cacao', 'matière grasse de lait', 'émulsifiant:lécithines de soja', 'arôme naturel de vanille', 'Polydextrose', 'Protéines de soja ', 'lécithines de soja', 'Gluten de blé Stabilisant:sorbitols', 'Édulcorant: maltitols', 'Protéines de lait', 'Dextrine de blé', ""Blanc d'oeuf en poudre"", 'Lactosérum en poudre', ""Stabilisant: glycérol d'origine végétale"", 'Huile de colza', 'Minéraux ', 'magnésium', 'fer', 'Arômes', 'Émulsifiant: lécithines de colza', 'Vitamines ', 'C', 'E ', 'lactose', 'protéines de lait', 'B6', 'BI', 'Édulcorant: acésulfame-k', 'Colorant: complexes cuivre-chlorophyllines']",['Non végétalien'],,,,,,,,,?,,344,,1439 kj(344 kcal),,"9,6",,"4,2",,35,,14,,30,,"0,46",,"0,184",,,,,,,,,,,,,"['E322i - Lécithine', 'E1200 - Polydextrose', 'E420 - Sorbitol', 'E965 - Maltitol', 'E1400 - Dextrines', 'E422 - Glycérol', 'E950 - Acésulfame K', 'E141ii - Sels de sodium et de potassium de complexes cupriques de chlorophyllines']",4,,"['Agriculture durable', 'Riche en protéines', 'en:UTZ Certified']",['France'],"['Gluten', 'Lait', 'Soja']",,,https://www.milical.com/gamme-proteinee/40-barres-hyperproteinees.html,,,
209,Noisettes decortiquees - Vahiné,3179142057405,C,,['Vahiné'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noisettes', 'Fruits à coques décortiqués', 'Noisettes décortiquées']",,,['Magasins U'],['France'],['Noisettes'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",62 g,en quantité élevée,4.5 g,en quantité modérée,4.9 g,en faible quantité,0 g,en faible quantité,?,,646,-4%,2703 kj(646 kcal),-4%,62,-1%,"4,5",-8%,"8,2",-11%,"4,9",+22%,15,-1%,0,-100%,0,-100%,-2,-433%,A,-433%,92.4%,1.7%,0.0%,3.6%,2.2%,0.0%,45,,1,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-09']",,['Fruits à coque'],,,,,,
210,Salade tagliatelles et surimi - Stalaven,3181580276171,,,['Stalaven'],,,,,['France'],"['/ tagliatelles cuites39 % ', 'èau', 'semoule ddblé dur', 'Œuf', 'surimi saveur crabe 22 % ', 'eau', 'chair poisson', 'amidons ', 'dont blé', ""blanc d'œuf réhydraté"", 'huile de colza', 'sucre', 'sel', 'arôme naturel ', 'contient poissons', 'crustacés', ' colorant : E160c', 'eau', 'huile de colza', 'poivron', 'crème liquide', ""vinaigre d'alcool"", 'moutarde ', 'eau', ""graines de moutarde,' vinaigre d'alcool"", 'sel', 'jus de citron à base de concentré', 'sel', 'sucre', ""jaune d'œuf"", 'persil„amidoh modifié de pomme de terre', 'conservateur: E202', 'épaississants : E412', 'E415', 'estragon 0,05%', 'poivre', ' Traces éventuelles de soja', 'fruits à coque', 'mollusques', 'céleri', 'graines de sésame']","['Non végétalien', 'Non végétarien']",,,,,,,,,?,,184,,770 kj(184 kcal),,"12,1",,"1,7",,"14,1",,"2,2",,"3,8",,"1,275",,"0,51",,,,,,,,,,,,,"['E160c - Extrait de paprika', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E412 - Gomme de guar', 'E415 - Gomme xanthane']",4,,,,"['Crustacés', 'Œufs', 'Poisson', 'Moutarde']",,,,,,
211,Taboulé à l'huile d'olive - Marius bernard,3183810000488,B,,['Marius bernard'],"['Plats préparés', 'Taboulés', ""Taboulés à l'huile d'olive""]",,,,['France'],"['Pour 3 à 4 personnes', ' ln rédients :Cetétui contient 150gdegraiœdecouscous', 'gluten', ' et 80g de garniture de légumes composée de : Tomate ', 'tomates', ""jus d'olive vierée ex{ra blond "", 'raisgn', 'huile de colza', 'ius de citron concentré', 'paprika']",[],3.6 g,en quantité modérée,0.4 g,en faible quantité,3.6 g,en faible quantité,1.2 g,en quantité modérée,?,,139,-8%,582 kj(139 kcal),-8%,"3,6",-27%,"0,4",-39%,"21,4",+0%,"3,6",-3%,4,-3%,"1,2",+20%,"0,48",+20%,4,+142%,C,+142%,63.1%,7.6%,11.4%,10.7%,5.7%,1.6%,94,,4,,,,['Gluten'],,,,,,
212,Soupe de poissons Pêcheurs des Calanques - Les Pecheurs Des Calanques,3183811010653,E,,['Les Pecheurs Des Calanques'],"['Plats préparés', 'Soupes', 'Soupes à réchauffer', 'Soupes de poissons']",,,,['France'],"['Eau plusieurs variétés de poissons Pavil', 'on France : 35%/ oignons', 'tomates ', 'tomates', 'ilJS de tomates', 'concentré de tomates', 'carottes', 'huile de tournesol', 'poireaux', 'sel', 'ail/ lantes aromatiques ', ""Ecorces d'orange"", 'enouil', 'poivre', 'laurier', 'piment - doux', "" Soupe rête à l'emploi"", ' Versez très chaud sur des croûtons de pain grillés et nappés de la savoureuse touille Pêcheurs des calanques']",[],3.7 g,en quantité modérée,0.7 g,en faible quantité,0.6 g,en faible quantité,1.2 g,en quantité modérée,?,,65,+35%,272 kj(65 kcal),+37%,"3,7",+95%,"0,7",+56%,"1,1",-40%,"0,6",-8%,"6,7",+30%,"1,2",+36%,"0,48",+36%,1,+15%,B,+15%,89.9%,2.6%,1.2%,5.2%,0.8%,0.3%,25,,3,,,,,,,,,,
213,Fromage blanc de campagne - Rians - 1kg,3184670001035,B,1 kg,['Rians'],"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Desserts lactés', 'Fromages blancs']",,"['FR 88.321.001 CE', 'Neufchâteau (Vosges, France)']",,['France'],"['Fromage frais au lait ', 'origine : France', ' et à la crème ', 'origine : France', ' pasteurisés']",['Non végétalien'],6.8 g,en quantité modérée,4.3 g,en quantité modérée,3 g,en faible quantité,0.1 g,en faible quantité,?,,92,+1%,385 kj(92 kcal),+2%,"6,8",+69%,"4,3",+65%,"4,4",-33%,3,-50%,"3,4",-47%,"0,1",-7%,"0,04",-7%,3,+945%,C,+945%,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,,,['Pot'],,,['Lait'],,,,,,
214,Sirop fleur de sureau - Fruiss,3217690044079,,,['Fruiss'],,,,,['France'],"[""Sucre de canne'"", 'eau', 'acidifiant: acide citrique', 'extrait de fleur de sureau', 'arôme na- turel de fleur de sureau avec autres arômes naturels', "" ingrédient issu de l'agriculture biologique""]",[],,,,,,,,,?,,312,,1305 kj(312 kcal),,"0,001",,"0,001",,78,,78,,"0,001",,"0,03",,"0,012",,,,,,,,,,,,,['E330 - Acide citrique'],4,,['Bio'],,,,,,,,
215,Filets d'anchois - La Cuisine Du Poissonnier - 105g,3218371051119,B,105 g,['La Cuisine Du Poissonnier'],"['Produits de la mer', 'Poissons', 'Anchois', 'Filets de poissons', ""Filets d'anchois""]",,,,['France'],[],[],13.1 g,en quantité modérée,2.4 g,en quantité modérée,0.5 g,en faible quantité,1.3 g,en quantité modérée,?,,220,+8%,920 kj(220 kcal),+6%,"13,1",+6%,"2,4",+0%,13,+849%,"0,5",+84%,24,+15%,"1,3",-81%,"0,52",-81%,4,-68%,C,-68%,64.2%,0.0%,6.1%,25.8%,3.1%,0.8%,78,,,,,,,,,,,,
216,Etorki ® (33% MG) - 210g,3222110000825,D,210 g,"['Etorki', 'Savencia']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Frais', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Fromages pasteurisés', 'Fromages de brebis', 'Fromages industriels']",,"['FR 64.371.100 CE', 'Mauléon-Licharre (Pyrénées-Atlantiques, France)', 'EMB 64371A', 'Mauléon-Licharre (Pyrénées-Atlantiques, France)']",['Carrefour Market'],['France'],"['lait de brebis pasteurisé', 'sel', 'ferments', 'conservateurs E235', 'E1105 ', ""extrait de blanc d'oeuf""]","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",33 g,en quantité élevée,23 g,en quantité élevée,0.5 g,en faible quantité,1.5 g,en quantité modérée,?,,393,+26%,1644 kj(393 kcal),+27%,33,+27%,23,+28%,?,,"0,5",-55%,24,+37%,"1,5",+9%,"0,6",+9%,15,+6%,D,+6%,87.8%,4.4%,3.0%,3.1%,1.4%,0.4%,44,"['E235 - Natamycine', 'E1105 - Lysozyme']",3,"['Frais', 'Barquette', 'Plastique', 'Barquette refermable', 'Sous atmosphère protectrice']","['Point Vert', 'Eco-Emballages', 'Pur Brebis']","['Fromageries des Chaumes (Filiale Bongrain)', '64130 Mauléon-Licharre', 'Pyrénées-Atlantiques', 'Aquitaine', 'France']",['Œufs'],,"Fromage industriel de France, à pâte pressée non cuite, au lait pasteurisé de brebis",http://www.quiveutdufromage.com/fromages-regions/fromages/etorki-42.html,,,
217,Knacks de Volaille - Casino - 210g,3222471703588,E,210 g,['Casino'],"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses de volaille']",,,['Casino'],['France'],"['Viande de dinde et de poulet 63% - eau - gras ', 'gras de volaille - peau de volaille', ' - sel - dextrose - arômes - plante aromatique - antioxydant : ascorbate de sodium - colorants : extrait de paprika', 'carmins - conservateur : nitrite de sodium', 'traces de lait', 'de blé et de soja']","['Non végétalien', 'Non végétarien']",22 g,en quantité élevée,5.9 g,en quantité élevée,0 g,en faible quantité,1.5 g,en quantité modérée,1091,+24%,263,+46%,1091 kj(263 kcal),+43%,22,+86%,"5,9",+63%,"2,3",+84%,0,-100%,14,-15%,"1,5",-16%,"0,6",-16%,14,+43%,D,+43%,88.4%,6.6%,1.6%,0.9%,0.5%,2.0%,17,"['E301 - Ascorbate de sodium', 'E160c - Extrait de paprika', 'E120 - Acide carminique', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",4,['sous  vide'],,,,,Saucisses de volaille cuites et fumées au bois de hêtre sans polyphosphates,,,,
218,Barres de Céréales Chocolat Noir - Casino - 125g,3222471973462,C,125 g,['Casino'],"['Snacks', 'Snacks sucrés', 'Barres', 'Barres de céréales', 'Barres de céréales au chocolat']",,,['Casino'],['France'],"['Sirop de glucose - farine de blé - morceaux de chocolat noir 12% ', 'pâte de cacao - sucre - beurre de cacao', "" - flocons d'avoine - maïs - granulés de chocolat noir 6% "", 'sucre', 'pâte de cacao', 'beurre de cacao', 'émulsifiant : lécithines de soja', 'vanilline', ' - farine de riz - huile de tournesol - poudre de chocolat noir 4% ', 'pâte de cacao - sucre - cacao maigre en poudre', "" - stabilisant : sorbitols - dextrose - sucre - sel - antioxydant : extrait riche en tocophérols - émulsifiant : lécithines de soja - extrait de malt d'orge - arôme naturel"", ' traces de lait', ""d'arachides et d'autres fruits à coque""]",['Sans huile de palme'],11 g,en quantité modérée,4.9 g,en quantité modérée,29 g,en quantité élevée,0.4 g,en quantité modérée,1723,-13%,409,-8%,1723 kj(409 kcal),-8%,11,-43%,"4,9",-51%,70,+19%,29,-10%,"5,5",-23%,"0,4",+7%,"0,16",+7%,12,-31%,D,-31%,83.7%,9.1%,3.5%,2.1%,1.6%,0.0%,46,"['E322i - Lécithine', 'E420 - Sorbitol', 'E306 - Extrait riche en tocophérols']",4,['Carton'],['en:palm-oil-free'],,"['Gluten', 'Avoine', 'Soja']",,6 barres céréalières formées au chocolat noir,,,,
219,Mozzarella - Casino - 3x 125g,3222472692157,D,3 x 125 g,['Casino'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Frais', 'Fromages de vache', 'Fromages italiens', 'Fromages à pâte filée', 'Mozzarella', 'Fromages pasteurisés', 'Fromages industriels']",['Elaboré en Italie'],['IT 03 1 CE'],"['Géant Casino', 'Casino']",['France'],"['lait pasteurisé de vache ', 'origine ue', "" - sel - enzyme coagulante - correcteur d'acidité : acide citrique""]","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",18 g,en quantité modérée,12 g,en quantité élevée,0.8 g,en faible quantité,0.55 g,en quantité modérée,977,-24%,235,-25%,977 kj(235 kcal),-24%,18,-31%,12,-33%,"1,3",-9%,"0,8",-28%,17,-3%,"0,55",-60%,"0,22",-60%,9,-36%,C,-36%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,['E330 - Acide citrique'],3,"['Frais', 'Sachet plastique', 'Sachets individuels']","['Point Vert', 'Eco-Emballages']","['S.p.A. E. Galbani', '20066 Melzo', 'Milan', 'Lombardie', 'Italie']",['Lait'],,Fromage à pâte filée en saumure au lait pasteurisé de vache,,,,
220,Copeaux de parmigiano Reggiano - Casino Saveurs d'Ailleurs - 80g,3222472856160,D,80 g,"[""Casino Saveurs d'Ailleurs"", 'Casino']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Frais', 'Fromages de vache', 'Fromages italiens', 'Fromages au lait cru', 'Parmigiano Reggiano', 'Fromages AOC', 'Fromages labellisés', 'Produits AOC', 'Produits labellisés']",,['IT 08 039 CE'],['Casino'],['France'],['Lait cru de vache - sel - présure animale'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",30 g,en quantité élevée,20 g,en quantité élevée,0 g,en faible quantité,1.6 g,en quantité élevée,1671,+10%,402,+9%,1671 kj(402 kcal),+9%,30,-1%,20,-0%,0,-100%,0,-100%,32,+37%,"1,6",+3%,"0,64",+3%,16,+7%,D,+7%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,3,"['Barquette', 'Plastique', 'Frais', 'Sous atmosphère protectrice', 'Barquette']","['Point Vert', 'Fabriqué en Italie', 'AOP', 'Eco-Emballages', 'Parmigiano Reggiano']","['Nuova Castelli S.p.A.', '42124 Reggio Emilia', ""Reggio d'Émilie"", 'Émilie-Romagne', 'Italie']",['Lait'],,Parmigiano Reggiano AOP en copeaux - Fomage à pâte dure cuite,,,,
221,Coeur fondant - Au chocolat noir - Casino Délices - 2x 90g,3222473159956,C,2 x 90 g,"['Casino Délices', 'Casino']","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Gâteaux au chocolat', 'Fondants au chocolat']",['France'],"['FR 33.448.002 CE', ""Saint-Médard-d'Eyrans (Gironde, France)""]",['Casino'],['France'],"['œufs - sucre - chocolat noir 18,5% ', 'pâte de cacao - sucre - émulsifiant : lécithines de soja - arôme', ' - farine de blé - beurre - eau - poudre de cacao 2%']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",17 g,en quantité modérée,10 g,en quantité élevée,30 g,en quantité élevée,0.13 g,en faible quantité,1465,-8%,350,-12%,1465 kj(350 kcal),-13%,17,-23%,10,-17%,41,+0%,30,-6%,"6,7",+13%,"0,13",-20%,"0,052",-20%,16,-13%,D,-13%,82.4%,11.4%,2.3%,2.6%,1.2%,0.0%,38,['E322i - Lécithine'],4,"['Pot en métal', 'Carton', 'Frais']",,,"['Œufs', 'Gluten', 'Lait', 'Soja']",,Gâteau au chocolat au coeur fondant,,,,
222,Gnocchi à la Pomme de terre - Casino - 400g,3222474212704,B,400 g,['Casino'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Gnocchi', 'Gnocchi de pommes de terre']",,,"['Géant Casino', 'Casino']",['France'],"['Eau - semoule de blé dur 20% - flocons de pomme de terre déshydratés 14% ', ""pomme de terre - émulsifiant: mono et diglycérides d'acides gras - antioxydant : disulfite de sodium - stabilisant : diphosphates - curcuma - extraits végétaux"", ' - fécule de pomme de terre - sel - arômes naturels', ' enrobage : farine de riz\r traces de soja', ""d'oeuf et de lait""]","[""Pourrait contenir de l'huile de palme""]",0.4 g,en faible quantité,0.2 g,en faible quantité,0 g,en faible quantité,1.5 g,en quantité modérée,676,-10%,159,-5%,676 kj(159 kcal),-4%,"0,4",-71%,"0,2",-46%,35,+6%,0,-100%,3,-29%,"1,5",+33%,"0,6",+33%,6,+68%,C,+68%,46.0%,1.2%,22.2%,18.3%,9.7%,2.6%,97,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition']",4,"['Frais', 'Barquette', 'Plastique', 'Opercule', 'Sous-atmosphere-protectrice']",,"['Correggio', 'Italie']","['Gluten', 'Anhydride sulfureux et sulfites']",,gnocchi à la semoule de blé dur et aux flocons de pomme de terre,,,,
223,Filets de thon au naturel - Casino - 115g,3222474839307,E,115 g,['Casino'],"['Produits de la mer', 'Poissons', 'Thons', 'Filets de poissons', 'Thons au naturel']",,,['Casino'],['France'],['Filets de thon listao - eau - sel'],[],0.9 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,1 g,en quantité modérée,458,-7%,108,-6%,458 kj(108 kcal),-5%,"0,9",-40%,0,-100%,0,-100%,0,-100%,25,-0%,1,-4%,"0,4",-4%,0,-100%,B,-100%,68.8%,7.5%,16.1%,6.6%,0.5%,0.5%,28,,3,,,,['Filets de thon listao'],,Filets de thon listao au naturel,,,,
224,Courgettes en rondelles Agriplus - Casino - 1kg,3222476228406,,1 kg,['Casino'],,,,['Casino'],['France'],['100% courgettes'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,83,,20,,83 kj(20 kcal),,"0,4",,"0,1",,"1,8",,"1,7",,"1,8",,0,,0,,,,,,,,,,,,,,,,['Autres'],,,,Courgettes en rondelles surgelées,,,,
