,name,bar_code,eco_score,quantity,brand,categories,labels,traceability_code,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,packaging,ingredients_origins,manufacturing,link,markets,additives,allergens,nova_score,palm_ingredients,origin_detail,producer_info,brand_owner
441,Horchata de chufa original - Chufi - 1l,8411610004005,,1 l,['Chufi'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Substitut du lait', 'Boissons végétales', 'Boissons végétales de souchet', 'Horchatas de chufa']","['en:gluten-free', 'Point Vert', 'es:Consejo-regulador-de-origen-de-la-chufa-de-valencia']",['ES 29.37/GR CE'],"['France', 'Espagne']","['Eau', 'chufas', 'sucre', 'émulsifiants ', 'E-472c et E-471', 'protéines de lait ', 'lait', ' et arômes']",[],2.3 g,en quantité modérée,0.6 g,en faible quantité,10 g,en quantité élevée,0.1 g,en faible quantité,322,,77,0%,322 kj(77 kcal),+0%,"2,3",-5%,"0,6",+13%,13,0%,10,-7%,"0,6",0%,"0,1",+21%,"0,04",+21%,2,-11%,B,-11%,,,,,,,,Boisson à base de chufa stérilisée - Horchata de Chufa de Valencia,"['Plastique', 'Bouteille']",['Espagne'],['Espagne'],http://www.horchatachufi.es/index.html,"['Carrefour', 'Auchan']",,['Lait'],,,,,
442,"Chorizo - Argal - 200g (Offre Spéciale Lot de 2x 200g, voir 8411814215863)",8411814206885,D,"200 g (Offre Spéciale Lot de 2 x 200 g, voir 8411814215863)",['Argal'],"['Viandes', 'Charcuteries', 'Saucissons', 'Chorizo']","['Point Vert', 'Eco-Emballages']",['ES 10.02234/NA CE'],['France'],"['Viande et lard de porc ', '123 g de viande de porc mise en œuvre pour 100 g de produit fini', 'paprika', 'sel', 'protéine de soja', 'lactose', 'dextrose', 'épices', 'antioxydant ', 'E316', 'conservateurs ', 'E250', 'E252']",['Non végétalien'],45 g,en quantité élevée,18 g,en quantité élevée,2 g,en faible quantité,3.75 g,en quantité élevée,2022,+16%,489,+20%,2022 kj(489 kcal),+18%,45,+32%,18,+40%,3,+3%,2,+12%,18,-21%,"3,75",0%,"1,5",0%,26,+9%,E,+9%,76.1%,16.6%,0.6%,1.8%,1.0%,3.9%,35,Chorizo,"['Sachet plastique', 'Sous atmosphère protectrice']",,"['Industrias Cárnicas Navarras - Carretera de la Foz - s/n - 31440 Lumbier', 'Navarre', 'Espagne']",http://www.argal.net/fr/catalogue/libre-service,['Carrefour'],"['E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']","['Lait', 'Soja']",4,,,,
443,Tortitas de arroz y quinoa sin gluten - diet radisson,8412224040199,B,,['diet radisson'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Galettes de céréales soufflées', 'Galettes de riz soufflé']","['Végétarien', 'Sans gluten', 'Végétalien']",,"['France', 'Espagne']",[],"['Végétalien', 'Végétarien']",4.5 g,en quantité modérée,0.8 g,en faible quantité,0.5 g,en faible quantité,1.22 g,en quantité modérée,?,,390,-10%,1632 kj(390 kcal),-10%,"4,5",-62%,"0,8",-87%,"76,8",+8%,"0,5",-96%,8,+8%,"1,219",+570%,"0,488",+570%,1,-88%,B,-88%,57.0%,19.3%,12.5%,10.4%,0.8%,0.0%,92,,,,,,,,,,,,,
444,Pan Tostado Tradicional Bimbo,8412600050811,,,['Bimbo'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains']",,,"['France', 'Espagne']",[],[],5.2 g,en quantité modérée,0.4 g,en faible quantité,6.6 g,en quantité modérée,1.4 g,en quantité modérée,?,,389,+19%,1628 kj(389 kcal),+18%,"5,2",-15%,"0,4",-66%,"6,6",-88%,"6,6",+68%,12,+26%,"1,4",+9%,"0,56",+9%,11,+116%,D,+116%,,,,,,,,,,,,,,,,,,,,
445,Cacaolat original,8412700111306,D,,['Cacaolat'],"['Boissons', 'Produits laitiers', 'Boissons lactées', 'Laits aromatisés', 'Laits aromatisés au chocolat']",,,"['France', 'Espagne']","['Lait entier', 'lait ecreme en poudre', 'lait ecreme', 'sucre ', 'cacao degraisse ', '1,5%', ' Stabilisateur E-460', 'E-466', 'E-407', ' E-339', 'AROMEs']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",1.5 g,en quantité modérée,1 g,en quantité modérée,12.7 g,en quantité élevée,0.13 g,en faible quantité,?,,80,+10%,335 kj(80 kcal),+8%,"1,5",-12%,1,-10%,"12,9",+17%,"12,7",+22%,"2,7",-17%,"0,13",+2%,"0,052",+2%,19,+53%,E,+53%,68.9%,1.0%,13.8%,9.0%,5.7%,1.6%,49,,,,,,,"['E460 - Cellulose', 'E466 - Carboxyméthylcellulose', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E339 - Phosphates de sodium', '', 'Risque élevé de sur-exposition']",['Lait'],4,,,,
446,Queso fresco original - Burgo de Arias,8413100614411,D,,"['Burgo de Arias', 'Arias', 'Savencia']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte fraîche']",,,"['France', 'Espagne']",[],[],14 g,en quantité modérée,9.6 g,en quantité élevée,3 g,en faible quantité,0.92 g,en quantité modérée,?,,182,+12%,761 kj(182 kcal),+13%,14,+32%,"9,6",+34%,3,-43%,3,-34%,11,+28%,"0,92",+52%,"0,368",+52%,10,+78%,C,+78%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,,
447,Maíz Tostado Mistercorn Bolsa 115 g - Grefusa,8413164002315,,115 g,['Grefusa'],"['Snacks', 'Snacks salés']",['en:palm-oil-free'],,"['France', 'Espagne', 'Suisse']","['maíz ', '75%', 'aceite de girasol ', '20%', 'sal', 'aromas', 'harina de arroz ', '0,8%', 'harina de TRIGO', ""potenciadores del sabor : glutamato de monosodio y 5'ribonucleotidos de disodio"", 'aroma de humo y levadura inactiva']",['Sans huile de palme'],21 g,en quantité élevée,2.6 g,en quantité modérée,0.8 g,en faible quantité,1.5 g,en quantité modérée,?,,482,+4%,2017 kj(482 kcal),+5%,21,-13%,"2,6",-39%,63,+32%,"0,8",-76%,"7,6",-11%,"1,5",-3%,"0,6",-3%,9,-26%,C,-26%,,,,,,,,,['Plastique'],,,,,"['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition']",['Gluten'],4,,,,
448,Tónica schweppes - 25cl,8414100333142,,25cl,['Schweppes'],"['Boissons', 'Boissons gazeuses', 'Sodas', 'Eau tonique']",,,"['France', 'Espagne']",[],[],0 g,en faible quantité,0 g,en faible quantité,7.8 g,en quantité élevée,0 g,en faible quantité,?,,33,+18%,138 kj(33 kcal),+19%,0,-100%,0,-100%,"7,8",+18%,"7,8",+23%,0,-100%,0,-100%,0,-100%,11,+23%,E,+23%,,,,,,,,,,,,,,,,,,,,
449,Blue bebida de zumo sabor a frutas del bosque sin gas - Sunny Delight,8414100334446,,,['Sunny Delight'],['Boissons'],['Sans conservateurs'],,"['France', 'Espagne']","['Agua', 'zumos de frutas a partir de concentrados 5% ', 'naranja', ' mandarina', 'pomelo rojo', 'arándano 0,12%', 'mora 0,10%', 'frambuesa 0,10% y lima', 'azúcar', 'reguladores de la acidez acido citrico', 'ácido málico y citrato sódico', 'estabilizantes: E-452i', 'goma xantana y goma de celulosa', 'aromas naturales', 'vitaminas: B6', 'C', 'D y E edulcorantes: ciclamato sódico y sucralosa', 'colorantes: azul brillante']",[],0 g,en faible quantité,0 g,en faible quantité,2.4 g,en faible quantité,0.08 g,en faible quantité,?,,48,-14%,201 kj(48 kcal),-17%,0,-100%,0,-100%,"2,4",-79%,"2,4",-75%,0,-100%,"0,08",+93%,"0,032",+93%,9,+17%,D,+17%,,,,,,,,,,,,,,"['E452i - Polyphosphate de sodium', 'E415 - Gomme xanthane', 'E466 - Carboxyméthylcellulose', 'E952 - Acide cyclamique et ses sels', 'E955 - Sucralose']",,4,,,,
450,Vegan Protein - Weider - 750g,8414192309025,,750 g,['Weider'],"['Compléments alimentaires', 'Compléments pour le Bodybuilding', 'Protéines en poudre']",['en:gluten-free'],,['France'],"['82% isolat de protéines de pois ', '100% pisane C9', '10% Poudre de Cacao allégée ', 'Theobroma cacao L', '3% Isolat de Protéine de Riz', 'Arôme', '2% Modcarb ', ""son d'avoine "", 'sans gluten', 'quinoa', 'amaranth', 'blé', 'sarrasin ', 'sans gluten', 'millet', 'arôme naturel', '0,1% extrait fruit & greens ', 'paprika', 'gingembre', 'brocoli', 'épinard', 'chou frisé', 'chou', 'thé vert', 'framboise', 'banane', 'kiwi', 'mangue', 'prune', 'citron', 'canneberge', 'ananas', 'orange', 'pamplemousse', 'cerise', 'citron vert', 'chou-fleur', 'herbe de blé vert ', 'sans gluten', 'luzerne', 'spiruline', 'chlorelle', 'maltodextrine', 'gomme arabique', 'fécule de maïs', 'Édulcorant : glycosides de stéviol ', 'Extrait de Stevia', ' ', ' chlorure de sodium']",[],2.2 g,en faible quantité,0.8 g,en faible quantité,0.3 g,en faible quantité,2.63 g,en quantité élevée,?,,355,-5%,1485 kj(355 kcal),-4%,"2,2",-49%,"0,8",-54%,"5,4",-23%,"0,3",-90%,76,+7%,"2,63",+251%,"1,052",+251%,10,+126%,C,+126%,,,,,,,,,,,,,,"[""E414 - Gomme d'acacia"", 'E960 - Glucosides de stéviol', '', 'Risque modéré de sur-exposition']",['Gluten'],4,,,,
451,Trident Fresh,84164452,,,['Trident'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Chewing-gum', 'Chewing-gum sans sucres']",,,"['France', 'Portugal', 'Espagne']","['Edulcorantes ', 'sorbitol', 'isomaltosa', 'maltitoles', 'aspartamo', 'sucralosa', 'acesulfamo K', 'Goma base', 'Aromas', 'Espesante ', 'goma arábiga', 'Humectante ', 'glicerol', 'Emulgente ', 'lecitinas de girasol', 'Agente de recubrimiento ', 'cera carnauba', 'Colorantes ', 'luteina', 'complejos cúpricos de clorofilinas', 'azul brillante FCF']",[],0.4 g,en faible quantité,0.3 g,en faible quantité,9 g,en quantité modérée,0.1 g,en faible quantité,?,,155,-3%,649 kj(155 kcal),-3%,"0,4",+103%,"0,3",+159%,"11,3",-82%,9,+15364%,"0,4",+210%,"0,1",+367%,"0,04",+367%,,,,,,,,,,,,,,,,,,"['E420 - Sorbitol', 'Isomaltose', 'E951 - Aspartame', 'E955 - Sucralose', 'E950 - Acésulfame K', ""E414 - Gomme d'acacia"", 'E422 - Glycérol', 'E903 - Cire de carnauba', 'E161b - Lutéine', 'E141ii - Sels de sodium et de potassium de complexes cupriques de chlorophyllines', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition']",,4,,,,
452,Gazpacho suave (sin pepino) - Alvalle - 1L e,8422174010203,B,1 L e,['Alvalle'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Réfrigérés', 'Soupes de légumes', 'Soupes froides', 'Plats préparés réfrigérés', 'Gaspacho', 'Soupes réfrigérées']","['en:FSC', 'Point Vert', 'Fabriqué en Espagne', 'en:fsc-c081801']",['FSC-C081801'],"['Belgique', 'France', 'Espagne', 'Suisse']","['Teneur en légumes : 74 % : tomate ', '64 %', 'Espagne', ' eau', 'oignon ', '7,1 %', 'poivron', ""huile d'olive extra vierge "", '1,8 %', 'sel', 'vinaigre de vin', 'ail']",[],1.9 g,en faible quantité,0.3 g,en faible quantité,2.9 g,en faible quantité,0.7 g,en quantité modérée,?,,34,-17%,142 kj(34 kcal),-20%,"1,9",-6%,"0,3",-56%,3,-32%,"2,9",+51%,"0,7",-36%,"0,7",+15%,"0,28",+15%,1,-1%,B,-1%,8.9%,40.5%,20.0%,12.5%,12.7%,5.4%,98,El Gazpacho Suave sin Pepino,"['Frais', 'Plastique', 'Carton']",['Espagne'],['Espagne'],,,,,3,,,,
453,Leche de Almendras - Monsoy - 1l,8423352204278,E,1 l,['Monsoy'],"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Boissons à base de végétaux', 'Substitut du lait', 'Boissons végétales', 'Boissons végétales de fruits à coque', ""Laits d'amande""]","['Bio', 'Sans lactose']",,"['France', 'Espagne']","['Water', 'cane sugar', 'l', 'almonds', 'l', ' ', '4%', 'emulsifier: soybean lecithin', 'sea salt']",[],2.2 g,en quantité modérée,0.2 g,en faible quantité,4.5 g,en quantité modérée,0.04 g,en faible quantité,?,,43,+13%,180 kj(43 kcal),+13%,"2,2",+3%,"0,2",-19%,"4,8",+29%,"4,5",+63%,"0,8",-7%,"0,04",-54%,"0,016",-54%,0,-100%,B,-100%,82.5%,2.9%,5.0%,5.8%,2.9%,0.8%,27,,,,,,,['E322i - Lécithine'],['Fruits à coque'],4,,,,
454,Tomate frito light 340 gr. - Hida - 340g,8424523030269,B,340g,['Hida'],"['Epicerie', 'Sauces', 'Sauces tomate', 'Sauces tomates frites']","['Végétarien', 'Sans gluten', 'Sans sucre ajouté']",,"['France', 'Espagne']","['Tomate', 'huile d olive extra vierge ', '3', '8%', ' sel et édulcorant: sucralose']",['Végétarien'],3 g,en quantité modérée,0.4 g,en faible quantité,4.6 g,en faible quantité,0.5 g,en quantité modérée,252,-32%,60,-31%,252 kj(60 kcal),-29%,3,-25%,"0,4",-18%,"7,6",-17%,"4,6",-34%,"1,2",-6%,"0,5",-55%,"0,2",-55%,-3,-157%,A,-157%,48.3%,19.8%,11.8%,11.5%,5.0%,3.5%,91,Tomate frito 0% azúcares añadidos con Edulcorante,['Lata'],,['Murcia'],https://www.hida.es/productos/sofritos-caseros/tomate-frito-light/,,['E955 - Sucralose'],,4,,,,
455,Soft Figs - villacruz - 500g,8425511819668,,500 g,['Villacruz'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs']","['Bio', 'en:gluten-free']",,"['France', 'Espagne', 'Suisse']",['Figues sèches et farine de riz'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",0.69 g,en faible quantité,0.29 g,en faible quantité,57.1 g,en quantité élevée,0.05 g,en faible quantité,?,,267,-21%,1117 kj(267 kcal),-21%,"0,69",-90%,"0,29",-87%,"60,2",+4%,"57,1",+32%,"6,13",+49%,"0,05",-43%,"0,02",-43%,5,+4%,C,+4%,,,,,,,,,['Plastico'],['Espagne'],['Villar de Rena'],,['Volg'],,,1,,,,
456,Choco guay galletas tostadas rellenas de chocolate - Cuétara,8434165466395,D,,['Cuétara'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits fourrés']",,,"['France', 'Portugal', 'Espagne']","['Harina de trigo 45%', 'azúcar', 'aceite de girasol alto oleico', 'grasa vegetal ', 'palma', 'cacao desgrasado en polvo', 'suero de leche en polvo', 'leche en polvo', 'jarabe de glucosa y fructosa', 'lactosa', 'gasificantes ', 'carbonatos de sodio y de amonio', 'emulgentes: lecitina de soja', 'lecitina de girasol ', 'contiene trigo', 'sal', 'colorante: E150d ', 'contiene sulfitos', 'aromas ', 'contiene leche', 'vitaminas ', 'A', 'tiamina ', 'B1', 'riboflavina ', 'B2', 'niacina ', 'B3', 'B6', 'D', 'sales minerales ', 'hierro elemental y carbonato de calcio', 'agente de tratamiento de la harina ', 'metabisulfito sódico']","['Huile de palme', 'Non végétalien']",20 g,en quantité modérée,9 g,en quantité élevée,31 g,en quantité élevée,0.49 g,en quantité modérée,2008,+1%,488,+4%,2008 kj(488 kcal),+2%,20,+4%,9,+6%,70,+5%,31,-6%,"5,9",+2%,"0,49",-12%,"0,196",-12%,19,-4%,E,-4%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,,,"[""E150d - Caramel au sulfite d'ammonium"", 'E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition']","['Œufs', 'Gluten', 'Lait', 'Anhydride sulfureux et sulfites']",4,,,,
457,Canónigos lavados - Hacendado - 125g,8437004621139,B,125 g,['Hacendado'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Frais', 'Aliments à base de plantes frais', 'Légumes-feuilles', 'Légumes frais', 'Mâches']",['Point Vert'],,"['France', 'Espagne']",['Canónigo'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",0.4 g,en faible quantité,0 g,en faible quantité,0.3 g,en faible quantité,0.01 g,en faible quantité,57,-35%,14,-30%,57 kj(14 kcal),-32%,"0,4",+2%,0,-100%,"0,7",-61%,"0,3",-32%,"1,8",-7%,"0,01",-72%,"0,004",-72%,-7,,A,,59.4%,0.0%,0.0%,13.2%,18.9%,8.4%,95,Ensalada lavada y lista para consumir,,,"['Navarra', 'España']",,['Mercadona'],,,1,,,,
458,Guacamole - Frudel - 200g (neto),8437007150070,C,200g (neto),['Frudel'],"['Epicerie', 'Sauces', 'Guacamoles']","['Végétarien', 'Végétalien']","['ES 26.08961/MA C CE', 'FABRICANTE Y ENVASADOR:', 'FRUMACO S.L.']","['France', 'Espagne']","['Avocat 95%', 'oignon', 'poivron rouge', 'poivron vert', 'sel', 'ail', 'sucre', 'coriandre', 'piment', 'antioxydants ', 'acide citrique', 'acide ascorbique', 'stabilisant: gomme xanthane']","['Sans huile de palme', 'Végétalien', 'Végétarien']",9.9 g,en quantité modérée,1.1 g,en faible quantité,0.9 g,en faible quantité,1.01 g,en quantité modérée,518,-13%,124,-23%,518 kj(124 kcal),-22%,"9,9",-20%,"1,1",-58%,"7,3",+20%,"0,9",-56%,"1,4",-20%,"1,01",-8%,"0,404",-8%,0,-100%,B,-100%,75.9%,9.1%,4.3%,8.3%,1.9%,0.5%,56,Guacamole fresco sabor picante,"['Plastique', 'surgelé']",,"['Vélez-Málaga', 'Málaga (provincia)', 'Andalucía', 'España']",,['El Corte Inglés'],"['E330 - Acide citrique', 'E300 - Acide ascorbique', 'E415 - Gomme xanthane']",,4,,,,
459,Pan De Molde Multicereales - Dia - 500g,8480017007155,B,500 g,['Dia'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains de mie', 'Pains complets']",,,"['France', 'Espagne']","['harina de trigo', '53%', 'agua', 'levadura', 'salvado de trigo', 'aceite de girasol', 'sémola de maíz ', '0,9%', 'azúcar', 'vinagre', 'copos de avena ', '0,7%', 'copos de trigo ', '0,7% ', 'harina de centeno ', '0,7%', 'harina de malta ', 'cebada', ' ', '0,7%', ',semillas de girasol ', '0,5%', 'semillas de sésamo ', '0,5%', 'semillas de lino ', '0,5%', 'emulgentes ', 'E472e', 'E471', 'E481', 'dextrosa', 'harina de soja', 'conservadores ', 'E282', 'E200', 'harina de malta tostada ', 'cebada', ' ', '0,15%', 'salvado de soja', 'corrector de acidez ', 'E341', 'antioxidante ', 'E300', ' agente de tratamiénto de la harina ', 'E920']","[""Pourrait contenir de l'huile de palme"", 'Peut-être végétalien', 'Peut-être végétarien']",5.2 g,en quantité modérée,0.9 g,en faible quantité,3.4 g,en faible quantité,1 g,en quantité modérée,?,,263,+5%,1100 kj(263 kcal),+5%,"5,2",+51%,"0,9",+68%,"42,5",-0%,"3,4",-7%,"9,5",+8%,1,-15%,"0,4",-15%,2,+201%,B,+201%,64.5%,20.4%,9.9%,4.5%,0.7%,0.0%,88,,,,,,['Dia'],"[""E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras"", ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E481 - Stéaroyl-2-lactylate de sodium', '', 'Risque élevé de sur-exposition', 'E282 - Propionate de calcium', 'E200 - Acide sorbique', '', 'Risque élevé de sur-exposition', 'E341 - Phosphates de calcium', '', 'Risque élevé de sur-exposition', 'E300 - Acide ascorbique', 'E920 - L-Cystéine et ses chlorhydrates']","['Gluten', 'Graines de sésame']",4,,,,
460,Croissants - Dia,8480017100573,B,,['Dia'],"['Snacks', 'Snacks sucrés', 'Petit-déjeuners', 'Biscuits et gâteaux', 'Gâteaux', 'Viennoiseries', 'Croissants']",,,"['France', 'Espagne']","['Farine de blé', 'graisse de palme', 'huiles végétales ', 'palme', 'tournesol', 'soja', ' en proportion variable', 'sucre', 'dextrose', ' lactoérum en poudre', 'oeuf liquide', 'levure', 'émulsifiants ', 'E471 et E472e', 'sel', 'protéines de lait', 'conservateurs ', 'E282 et E202', ' arômes', 'gluten de blé', 'stabilisant ', 'E412', 'agent de traitement de la farine ', 'E300', ' et colorant ', 'E160a', ' Peut contenir des traces fruits à coque', 'des graines de sésame et soja']","['Huile de palme', 'Non végétalien']",28 g,en quantité élevée,14 g,en quantité élevée,12 g,en quantité modérée,0.68 g,en quantité modérée,?,,470,+22%,1966 kj(470 kcal),+21%,28,+29%,14,+5%,47,+11%,12,+52%,"6,9",-7%,"0,68",-29%,"0,272",-29%,20,+8%,E,+8%,69.2%,17.2%,8.1%,4.9%,0.6%,0.0%,86,,,,,,['Dia'],"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras"", 'E282 - Propionate de calcium', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E412 - Gomme de guar', 'E300 - Acide ascorbique', 'E160a - Carotènes mélangés']","['Gluten', 'Lait', 'Fruits à coque', 'Soja']",4,['Huile de palme'],,,
461,Lays stax sour cream & onion - Lay's - 170g,8710398502957,B,170 g,"[""Lay's""]","['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Tuiles salées']",,,"['France', 'Maroc']","['Pommes de terre déshydratées ', 'dont sulfites', ' ', '47 %', 'huile de tournesol ', '24 %', 'amidons ', 'blé et pomme de terre', 'sirop de glucose', 'base aromatisante crème acidulée et oignon [arômes naturels ', ""dont poudre d'oignon"", ""poudre d'ail"", 'poudre de crème acidulée ', 'dont lait', 'sucre', 'dextrose', 'arômes', 'acidifiant ', 'acide citrique', 'poudre de petit-lait]', 'sel', 'émulsifiant ', ""mono - et diglycérides d'acides gras"", 'huile de colza']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",26 g,en quantité élevée,2.4 g,en quantité modérée,5.5 g,en quantité modérée,1.6 g,en quantité élevée,?,,508,-0%,2125 kj(508 kcal),-0%,26,-12%,"2,4",-29%,63,+14%,"5,5",+59%,"4,4",-0%,"1,6",+7%,"0,64",+7%,12,-10%,D,-10%,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,Tuiles à base de pommes de terre saveur crème acidulée et oignons,['Carton'],,,,['Magasins U'],"['E330 - Acide citrique', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]","['Gluten', 'Lait', 'Anhydride sulfureux et sulfites']",4,,,,
462,Peanut Paste - PCD - 500g,8710411045263,,500 g,['PCD'],"['Matières grasses', 'en:Paste']",['Sans sucre ajouté'],,"['France', 'Allemagne', 'Hongrie', 'Espagne']",['roasted peanuts 100%'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",53 g,en quantité élevée,9.5 g,en quantité élevée,6 g,en quantité modérée,0 g,en faible quantité,?,,639,-21%,2674 kj(639 kcal),-20%,53,-40%,"9,5",-58%,10,+4364%,6,+3604%,27,+15154%,0,-100%,0,-100%,0,-100%,B,-100%,,,,,,,,,['Jar'],,['Rotterdam'],,,,['Arachides'],2,,,,
463,Gaufrettes fourrées au chocolat noir - Helwa - 150g ℮,8710476805543,E,150 g ℮,['Helwa'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Gaufrettes', 'Gaufrettes fourrées', 'Gaufrettes fourrées au chocolat']",,,['France'],"['Chocolat noir 38% ', 'pâte de cacao', 'sucre', 'beurre de cacao', 'matières grasses  laitières', 'émulsifiant: lécithine de colza', ' arôme naturel de vanille', 'sucre', 'farine de blé', 'huile de palme', 'cacao maigre en poudre', 'poudre de lait entier', 'huile de coco', 'émulsifiant: lécithine de soja', ' sel', 'poudre à lever: carbonate de sodium', 'améliorant de la farine: acide ascorbique ', 'E300']","['Huile de palme', 'Non végétalien', 'Végétarien']",33 g,en quantité élevée,19 g,en quantité élevée,36 g,en quantité élevée,0.16 g,en faible quantité,2225,+3%,530,+3%,2225 kj(530 kcal),+3%,33,+20%,19,+9%,53,-11%,36,+2%,"5,1",-17%,"0,16",-40%,"0,064",-40%,19,-16%,E,-16%,82.4%,11.3%,2.3%,2.5%,1.4%,0.0%,41,Gaufrettes Fourrées au Chocolat Noir,"['plastique', 'Pensez au tri!', 'Triman', 'Point vert', 'Tidyman wastebasket', 'PP 05', 'Barquette et film plastique à jeter', 'Barquette en plastique', 'Film en plastique']",,"['Helwa Wafelbakkerij bv', '9074 ZL', 'Hallum', 'Pays-Bas']",,['Magasins U'],"['E322i - Lécithine', 'E500i - Carbonate de sodium']","['Gluten', 'Lait', 'Soja']",4,['Huile de palme'],,,
