,name,bar_code,eco_score,quantity,categories,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,labels,traceability_code,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,packaging,manufacturing,markets,additives,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,generic_name,palm_ingredients,ingredients_origins,link,brand_owner,producer_info,origin_detail
936,Mélange apéritif - Franprix - 100g,3263851866813,,100 g,,['France'],[],[],?,,508,,33,,36,,13,,,,,,,,,['Franprix'],"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']","['EMB 81163', 'Mazamet (Tarn, France)']",2125 kj(508 kcal),"3,8",34,"0,02","0,008",,,['Franprix'],,,,,,,,,,,,,,,,,,,,,,,,,,,
937,Porridge - Verival,9004617067181,,,,['France'],[],"['Végétalien', 'Végétarien']",?,,372,,"7,6",,61,,10,,,,,,,,,['Verival'],"['Bio', 'Végétarien', 'Bio européen', 'Sans gluten', 'Végétalien', 'Sans sucre ajouté']",,1556 kj(372 kcal),1,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,thé matcha -,4995638067920,,,,['France'],['THE VERT EN POUDRE'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,['Conserve'],,,,,,,,,,,,,,,,,,,,,,,,,['Japon'],,,,
939,Classico - Auchan - 200g e,3245678172117,,200 g e,,['France'],['café soluble aggloméré'],[],?,,?,,?,,?,,?,,,,,,,,,['Auchan'],,,,,,,,['Verre'],,['Auchan'],,,,,,,,,,,,,,,,,,,,,Café soluble aggloméré. Intensité 8,,,,,,
940,"Mandarine orri, calibre 2/3 catégorie 1 - U - 1,5kg",3256223377949,,"1,5 kg","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Agrumes', 'Fruits frais', 'Mandarines', 'Mandarines fraîches']",['France'],[],[],191,,45,+67%,"0,2",+192%,"9,2",+1%,"0,8",+49%,,,,,,,,['U'],['DEMARCHE FLEG METIERS'],,191 kj(45 kcal),0,"9,2",0,0,['Filet'],,['Magasins U'],,,,0.2 g,en faible quantité,0 g,en faible quantité,9.2 g,en quantité modérée,0 g,en faible quantité,+66%,,+29%,-100%,-100%,-4,,A,,,,['Espagne'],,,,
941,Raisin de France - Auchan - 1L,3596710469765,D,1 L,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Boissons sans alcool', 'Jus de raisin', 'Jus de fruits pur jus', 'Jus de raisin pur jus']",['France'],['Jus de raisin'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,,75,+12%,"< 0,5",+135%,17,+5%,"< 0,5",+40%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,['Auchan'],,,314 kj(75 kcal),"< 0,1",15,"0,01","0,004",,,['Auchan'],,,1,0.5 g,en faible quantité,0.1 g,en faible quantité,15 g,en quantité élevée,0.01 g,en faible quantité,+11%,+192%,-5%,+56%,+56%,10,+1%,E,+1%,,,,,,,
942,croq soja blé légumes x 2 - Le gaulois - 200g,3230890893605,,200 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Plats préparés', 'Frais', 'Plats préparés frais', 'Substituts de viande', ""Plats préparés d'origine végétale"", 'Plats préparés à réchauffer au micro-ondes']",['France'],"['Ingrédient ', ' à la mise en œuvre ', ' :Préparation de protéines de SOJA et de BLÉ : 44% ', 'protéines de SOJA réhydratées : 23% ', 'dont eau', 'huile de colza', 'protéines de BLÉ réhydratées :13% ', 'dont eau', 'eau', ""blanc d'OEUF en poudre"", 'flocons de pomme de terre', 'arômes naturels', 'sel', 'panure : 26% ', 'eau', 'farine de BLÉ', 'sel', 'levure', 'épices', 'sauce tomate cuisinée : 20% ', 'purée de tomate', 'tomate et jus de tomate : 8', '8%', 'eau', 'oignon', 'courgette', 'gélifiants : pectine et carraghénanes', 'ail', 'BOULGOUR ', 'BLÉ', 'poivron rouge', 'aubergine', 'olive noire', ""huile d'olive vierge extra"", 'basilic', 'sucre', 'huile de tournesol', 'sel', 'poivre blanc', 'conservateur : sorbate de potassium', 'FROMAGE fondu : 10%', 'FROMAGE : 5', '3%', 'eau', 'poudre de LAIT écrémé', 'protéine de LAIT', 'sels de fonte : citrate de sodium', 'BEURRE', ' Huile de tournesol', 'Peut contenir des traces de céleri', 'moutarde']","['Non végétalien', 'Végétarien']",939,+54%,225,+38%,12,+88%,17,+9%,11,+77%,,,,,,,,"['Le gaulois', 'Le Gaulois végétal']","['Végétarien', 'Riche en protéines', 'Fabriqué en France', 'Sans OGM', 'Pauvre en graisses saturées']","['EMB 85233', 'Saint-Jean-de-Beugné (Vendée, France)']",939 kj(225 kcal),"1,5","5,1","1,3","0,52","['Frais', 'boîte carton']",['France'],,"['E440 - Pectines', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E331 - Citrates de sodium']","['Œufs', 'Gluten', 'Lait', 'Soja']",4,12 g,en quantité modérée,1.5 g,en quantité modérée,5.1 g,en quantité modérée,1.3 g,en quantité modérée,+41%,+50%,+110%,+43%,+43%,2,+751%,B,+751%,"Préparation à base de protéines réhydratées de soja et blé, sauce tomate cuisinée et fromage fondu panée et cuite",,,https://www.legaulois.fr/volailles/le-vegetal/produits/croques-soja-ble-aux-legumes-du-soleil-1,,ARRIVE SAINT-HERMINE - Avenue des Frenes - 85210 Saint-Hermine,
943,Snack Chocolate protein - Fitvia,4260515893764,,,,['France'],[],[],?,,479,,28,,32,,30,,,,,,,,,['Fitvia'],,,2004 kj(479 kcal),17,"7,2","0,51","0,204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,Granulés au Cacao - Cora - 800g,3257980440150,,800 g,,['France'],[],[],?,,375,,"2,2",,81,,0,,,,,,,,,['Cora'],,,1569 kj(375 kcal),"1,4",79,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,Abricots au sirop léger - Sans marque - 680g (400g égoutté),3580282297000,A,680 g (400 g égoutté),"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Desserts', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Fruits et produits dérivés', 'Fruits en conserve', 'Fruits au sirop', 'Abricots au sirop']",['France'],"['abricot', 'eau', 'sucre', 'antioxydant : acide ascorbique']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,,60,-15%,"0,5",+96%,14,-5%,"0,5",+10%,29.9%,36.7%,16.9%,8.5%,8.0%,0.0%,96,"['Sans marque', 'Agidra']",,,251 kj(60 kcal),0,13,"0,04","0,016","['Bocal', 'Verre']",,,['E300 - Acide ascorbique'],,3,0.5 g,en faible quantité,0 g,en faible quantité,13 g,en quantité élevée,0.04 g,en faible quantité,-15%,-100%,-6%,-5%,-5%,-3,,A,,,,['Grèce'],,,,
946,Anacardos - Gutbio,24086158,D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou']","['France', 'Espagne']",[],[],?,,612,+2%,47,+2%,21,-18%,22,+18%,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,['Gutbio'],"['Bio', 'Bio européen', 'AT-BIO-402']",,2561 kj(612 kcal),"8,8","7,5","0,03","0,012",,,,,,,47 g,en quantité élevée,8.8 g,en quantité élevée,7.5 g,en quantité modérée,0.03 g,en faible quantité,+2%,+4%,+16%,-95%,-95%,6,-21%,C,-21%,,,,,,,
947,Kefir - Yaranza,8435143300205,,,"['Boissons', 'Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Boissons lactées', 'Boissons fermentées', 'Boissons lactées fermentées', 'Kéfir']","['France', 'Espagne']",['Ingredientes: leche pasterizada de cabra y fermentos lácticos del kéfir'],[],301,+44%,72,+31%,"4,5",+97%,4,-22%,"3,8",+18%,,,,,,,,['Yaranza'],,,301 kj(72 kcal),"3,6","3,9",0,0,,,,,,,4.5 g,en quantité modérée,3.6 g,en quantité élevée,3.9 g,en quantité modérée,0 g,en faible quantité,+27%,+157%,-14%,-100%,-100%,16,+40%,E,+40%,,,,,,,
948,Bananen Geschmack - Kaba - 400g,3664346307635,,400g,,"['France', 'Allemagne']","['Traubenzucker ', '66 %', 'Zucker', 'Maltodextrin', 'Bananenaroma', 'Farbstoffe ', 'Beta-Carotin', 'Riboflavin', ' Niacin', 'Vitamin B6', 'Vitamin B1', 'Vitamin B12', 'Folsäure']","[""Pourrait contenir de l'huile de palme""]",1580,,370,,0,,93,,0,,,,,,,,,['Kaba'],,,1580 kj(370 kcal),0,89,0,0,,,,['E160ai - Bêta-carotène'],,4,,,,,,,,,,,,,,,,,,,,,,,,
949,Légumes au pesto rosso - 375.0g,3017800238165,,375.0 g,,"['France', 'États-Unis']",[],[],?,,67,,"2,5",,"7,3",,"2,4",,,,,,,,,,,,280 kj(67 kcal),"0,5","4,9","0,71","0,284",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,Oreo brownie - Milka,7622210953421,D,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat']","['France', 'Espagne']",[],[],?,,552,+12%,35,+50%,51,-18%,"6,7",+2%,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,['Milka'],,,2310 kj(552 kcal),20,44,"0,48","0,192",,,,,,,35 g,en quantité élevée,20 g,en quantité élevée,44 g,en quantité élevée,0.48 g,en quantité modérée,+12%,+69%,+35%,-13%,-13%,27,+26%,E,+26%,,,,,,,
951,Sparkling mit Kohlensäure ice tea - Lipton - 330ml,4060800302182,B,330 ml,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Boissons au thé', 'Boissons avec sucre ajouté', 'de:Eistee']","['France', 'Allemagne']","['Wasser', 'Zucker', 'Kohlensäure', 'Fruktose', 'Schwarztee-Extrakt ', '0,3%', 'Säuerungsmittel Citronensäure', 'Säureregukstor Trinatriumdtrat', 'Zitronensaft aus Zitronensaftkonzentrat ', '0,1%', 'Apfelsäure', 'Aroma', 'Antioxidationsmittel Ascorbinsäure', 'Süßungsmittel Steviolglycoside Rainforest All']",[],84,,20,-5%,"0,5",+103%,"4,6",-10%,"0,5",+118%,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,['Lipton'],['Rainforest Alliance'],,84 kj(20 kcal),0,"4,5","0,11","0,044",['Can'],,,"['E290 - Dioxyde de carbone', 'E330 - Acide citrique', 'E296 - Acide malique', 'E300 - Acide ascorbique']",,4,,,,,,,,,-6%,-100%,-11%,+255%,+255%,6,+231%,D,+231%,,,,,,,
952,Longaniza Clásica - Hacendado,8480000551252,,,"['Viandes', 'Charcuteries']","['France', 'Espagne']","['Paleta', 'panceta', 'magro de cerdo', 'sal', 'lactosa', 'leche en polvo', 'dextrosa', 'especias', 'antioxidante ', 'E-316', 'conservador', 'E-252']","['Non végétalien', 'Non végétarien']",?,,449,+72%,"36,5",+89%,"2,7",+84%,"27,5",+47%,,,,,,,,['Hacendado'],,,1879 kj(449 kcal),"14,1","2,7","3,8","1,52",['Producto'],,,"['E316 - Érythorbate de sodium', 'E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']",['Lait'],4,36.5 g,en quantité élevée,14.1 g,en quantité élevée,2.7 g,en faible quantité,3.8 g,en quantité élevée,+74%,+94%,+240%,+60%,+60%,25,+56%,E,+56%,,,,,,,
953,Mermelada Extra de Fresa. Diet - Auchan - 280g,8410095506387,D,280 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de fraises']","['France', 'Espagne']",[],[],108,-88%,26,-88%,0,-100%,"7,3",-86%,"0,5",+13%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,['Auchan'],['Point Vert'],,108 kj(26 kcal),0,"2,1",0,0,['Tarro'],,['Auchan'],,,,0 g,en faible quantité,0 g,en faible quantité,2.1 g,en faible quantité,0 g,en faible quantité,-88%,-100%,-96%,-100%,-100%,-2,-123%,A,-123%,,,,,,,
954,Salvado de avena - Carrefour,8431876240795,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Son', 'Flocons', 'Sons de céréales', 'Flocons de céréales', 'Flocons laminés', ""Flocons d'avoine"", ""Sons d'avoine""]","['France', 'Espagne']","['Salvado de avena', ' Contiene gluten']","['Sans huile de palme', 'Végétalien', 'Végétarien']",1574,,376,+6%,11,+57%,49,-3%,13,-11%,67.3%,0.9%,10.6%,9.2%,12.0%,0.0%,95,['Carrefour'],,,1574 kj(376 kcal),"1,8","1,4","0,14","0,056",,,['Carrefour'],,"['Gluten', 'Fruits à coque', 'Graines de sésame', 'Soja']",1,11 g,en quantité modérée,1.8 g,en quantité modérée,1.4 g,en faible quantité,0.14 g,en faible quantité,+6%,+44%,-25%,+379%,+379%,-5,,A,,,,,,,,
955,Pommes de terre rissolées - U - 600g,3256227096310,A,600 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Surgelés', 'Pommes de terre', 'Pommes de terre rissolées', 'Pommes de terre préfrites surgelées', 'Pommes de terre rissolées surgelées', 'Pommes rissolées surgelées cuites', 'en:frozen-pre-fried-potato-cubes']",['France'],"['Pomme de terre* ', 'France', ' 95%', 'huile de tournesol*', ""dextrose* * produit issu de l'agriculture biologique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",659,+16%,157,+9%,"4,7",+7%,26,+17%,"1,4",-41%,17.7%,0.0%,18.6%,14.9%,21.9%,26.9%,93,"['U', 'U Bio']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Récolté en France', 'Transformé en France']",,659 kj(157 kcal),"0,5","0,5","0,02","0,008","['Sachet', 'Surgelés']",,"['Magasins U', 'Super U']",,,4,4.7 g,en quantité modérée,0.5 g,en faible quantité,0.5 g,en faible quantité,0.02 g,en faible quantité,+10%,-18%,-3%,-80%,-80%,0,,B,,,,,,,,
956,Old Amsterdam - Westland kaasspecialiteiten - 170g,8710243954986,C,170 g,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages des Pays-Bas']","['Belgique', 'France']","['Melk ', 'gepasteuriseerd', 'zout', 'zuursel ', 'melk', 'stremsel', 'conserveermiddel ', 'E251', 'kleurstof ', 'carotenen', 'Op natuurlijke wijze lactose-vrij ', ',lt,0,01%', 'Lait ', 'pasteurisé', 'sel', 'ferments lactiques ', 'lait', 'présure', 'conservateur ', 'E251', 'colorant ', 'caroténoïdes', 'Naturellement sans lactose ', ',lt,0,01%', ',Milch ', 'pasteurisiert', 'Salz', 'Starterkulturen ', 'Milch', 'Lab', 'Konservier - ungsstoffe ', 'E251', 'Farbstoff ', 'Carotin', 'Von Natur aus Laktosefrei ', ',lt,0,01%', ',']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",1788,+22%,431,+18%,35,+19%,0,-100%,29,+19%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,['Westland kaasspecialiteiten'],['Sans lactose'],,1788 kj(431 kcal),"23,3",0,"2,3","0,92",['Plastic'],['Netherlands'],['Delhaize'],"['E251 - Nitrate de sodium', '', 'Risque élevé de sur-exposition', 'E160a - Carotènes mélangés']",['Lait'],4,35 g,en quantité élevée,23.3 g,en quantité élevée,0 g,en faible quantité,2.3 g,en quantité élevée,+18%,+18%,-100%,+26%,+26%,20,+22%,E,+22%,,,['Pays-Bas'],,,,
957,Sauce frites - Remia,8710448583561,,,"['Epicerie', 'Sauces']","['France', 'Allemagne', 'Pays-Bas']","['® Sauce de pommes frites', ' Ingrédients: eau', 'huile de colza 24%', 'd de glucose-fructose', 'vinaigre', 'amidon de maïs', 'moutarde eagrains de moutarde', 'vinaigre', 'épices', 'sucre', ""jaune d'oeuf des poules de plein air"", 'sel', 'amidon modifié de mais', 'épaississant: gomme guar', 'acidifiant:acide citrique', 'conservateur:sorbate de potassium', 'arôme', 'antioxygènes: calcium disodique EDTA', 'colorant: bêtacarotène', ' Tenir au frais']","[""Pourrait contenir de l'huile de palme""]",?,,297,+25%,26,+44%,14,+41%,"0,6",-78%,,,,,,,,['Remia'],['Sans gluten'],,1243 kj(297 kcal),2,10,"1,7","0,68",['Flasche'],,,"['E14XX - Amidons modifiés', 'E412 - Gomme de guar', 'E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,4,26 g,en quantité élevée,2 g,en quantité modérée,10 g,en quantité modérée,1.7 g,en quantité élevée,+26%,-7%,+55%,-30%,-30%,13,+12%,D,+12%,,,,,,,
958,Goûts fruits acidulés sans arômes artificiels - Confiseries rondes à mâcher - SWEET CORNER - 174g,20134846,E,174g,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Bonbons gélifiés', 'Bonbons acidulés gélifiés']",['France'],"['sucre', 'sirop de glucose', 'eau', 'graisse de palmiste', 'stabilisant : gomme arabique', ' acidifiant: acide citrique', ' maltodextrine', 'amidon de tapioca', '0,33% jus de fruits concentrés ', 'pomme', 'orange', 'fraises', 'amidon modifié de mais', ""agents d'enrobage: cire de candelilla"", 'cire de carnauba', ' colorants: dioxyde de titane', 'complexes cuivriques de chlorophylles et de chlorophyllines', 'caroténoides', 'riboflavines', 'rouge de betterave', 'curcumine', ' aromes', ""émulsifiants: mono - et diglycérides d'acides gras"", 'op op Se lécithines ', 'tournesol', ' antioxydant : alpha-tocophérol', ' Traces éventuelles de lait']",['Huile de palme'],?,,377,+9%,"3,3",+580%,"84,7",+5%,0,-100%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,"['SWEET CORNER', 'PEARLS']",['Sans arômes artificiels'],,1577 kj(377 kcal),"3,3","74,2","0,01","0,004",,,['Lidl'],"[""E414 - Gomme d'acacia"", 'E330 - Acide citrique', 'E14XX - Amidons modifiés', 'E902 - Cire de Candelilla', 'E903 - Cire de carnauba', 'E171 - Oxyde de titane', 'E141 - Complexe cuivrique des chlorophylles et des chlorophyllines', 'E160 - Caroténoïdes', 'E101i - Riboflavine', 'E162 - Rouge de betterave', 'E100 - Curcumine', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E307 - Alphatocophérol']",,4,3.3 g,en quantité modérée,3.3 g,en quantité modérée,74.2 g,en quantité élevée,0.01 g,en faible quantité,+9%,+1275%,+23%,-95%,-95%,17,+17%,D,+17%,,['Huile de palme'],,,,,
959,Gelée cassis extra - Côteaux Nantais,3301596000533,D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Gelées de fruits', 'Gelées de cassis']",['France'],"['cassis*', 'sucre roux issu du commerce équitable', "" Ingrédient issu de l'agriculture biologique"", ' Préparée avec 65g de fruits pour 100g Teneur totale en sucre: 60g pour 100g']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,,270,+8%,0,-100%,"66,6",+9%,0,-100%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,['Côteaux Nantais'],['Bio'],,1130 kj(270 kcal),0,"62,5",0,0,,,,,,3,0 g,en faible quantité,0 g,en faible quantité,62.5 g,en quantité élevée,0 g,en faible quantité,+8%,-100%,+6%,-100%,-100%,11,-4%,D,-4%,,,,,,,
960,Nocciolata bianca - Rigoni Di Asiago - 270g,8001505002485,D,270 g,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner aux noisettes', 'Pâtes à tartiner au chocolat', 'Pâtes à tartiner aux noisettes et au cacao']","['Belgique', 'France']","['pâte de noisettes 30%', 'sucre de canne', 'lait écrémé en poudre', 'huile de tournesol', 'inuline', 'beurre de cacao', 'émulsifiant : lécithine de soja ', ' extrait de vanille']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,,535,-3%,32,-6%,46,-11%,13,+90%,82.7%,11.5%,2.8%,2.4%,0.6%,0.0%,40,['Rigoni Di Asiago'],,,2238 kj(535 kcal),5,34,"0,19","0,076","['Pot en verre', 'Couvercle en métal']",,,['E322i - Lécithine'],,4,32 g,en quantité élevée,5 g,en quantité modérée,34 g,en quantité élevée,0.19 g,en faible quantité,-3%,-35%,-29%,+84%,+84%,13,-37%,D,-37%,,,,,,,
961,Sorbet fou de poire - Picard - 650g,3270160841011,C,650 g,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Sorbets', 'Sorbets à la poire']",['France'],"['Purée de poire Williams 45% ', 'purée de poire', 'acidifiant: acide citrique', 'eau', 'sucre', 'sirop de glucose de blé', 'arôme naturel de poire 0,5%', 'jus concentré de citron', 'gélifiants ', 'pectines', 'gomme Tara', 'protéine de pois hydrolysée', ' Produit élaboré dans un atelier qui utilise: gluten', 'oeuf', 'soja', 'arachide', 'lait', 'fruits à coque']",[],?,,119,-6%,"0,5",+115%,29,-3%,"0,5",+62%,79.1%,7.1%,4.2%,4.2%,3.4%,2.0%,56,['Picard'],,,498 kj(119 kcal),"0,5",21,0,0,,,['Picard'],"['E330 - Acide citrique', 'E440 - Pectines', 'E417 - Gomme tara']",,4,0.5 g,en faible quantité,0.5 g,en faible quantité,21 g,en quantité élevée,0 g,en faible quantité,-5%,+842%,-18%,-100%,-100%,4,-18%,C,-18%,,,,,,,
962,Le liégeois caramel - Danette - 4x 100g,3033491377136,C,4 x 100 g,"['Produits laitiers', 'Desserts', 'Desserts lactés', 'Crèmes dessert', 'Crèmes dessert caramel', 'Liégeois']",['France'],"['lait entier', 'crème ', 'lait', 'sucre', 'caramel ', '5%', ' ', 'Sucre', 'sirop de glucose-fructose', 'eau', 'sel', 'lait écrémé concentre ou en poudre', 'épaississants ', 'amidon transforme', 'carraghénanes', 'perméat de petit lait ', 'lactosérum', ' en poudre', 'amidon', 'gélatine ', 'non porcine', 'stabilisant ', 'phosphate dipotassique', 'arômes', 'émulsifiant ', ""esters lactiques des mono-et diglycérides d'acides gras"", 'sucre cuit', 'sel', ' Contient: lait', ' \r Peut contenir :céréales contenant du gluten ', 'blé', 'œufs', 'fruits à coque ', 'noix', 'noisette', 'amande', ' Lait Origine France:']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",?,,147,-8%,"7,1",-0%,"17,7",-4%,3,+11%,72.9%,16.3%,3.6%,4.6%,2.0%,0.5%,58,"['Danette', 'Danone']",,"['FR 38.408.002 CE', 'Saint-Just-Chaleyssin (Isère, France)']",615 kj(147 kcal),"4,9","15,8","0,18","0,072","['Pots', 'Plastique']",,,"['E14XX - Amidons modifiés', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E428 - Gélatine', 'E340ii - Phosphate dipotassique', ""E472b - Ester diacétyl-lactique de mono- et diglycérides d'acides gras""]",['Lait'],4,7.1 g,en quantité modérée,4.9 g,en quantité modérée,15.8 g,en quantité élevée,0.18 g,en faible quantité,-5%,+3%,-3%,+29%,+29%,7,-11%,C,-11%,,,,,,,
963,Filets d'anchois marinés,20190132,B,,"['Produits de la mer', 'Poissons', 'Anchois', 'Filets de poissons', ""Filets d'anchois"", ""Filets d'anchois marinés"", ""Filets d'anchois marinés à l'huile végétale""]",['France'],[],[],?,,150,-26%,"6,9",-45%,"0,8",-44%,"21,2",+2%,57.5%,14.4%,6.7%,17.0%,3.4%,0.9%,81,,,['MSC-C-56501'],628 kj(150 kcal),"1,6",0,"3,1","1,24",,,,,,,6.9 g,en quantité modérée,1.6 g,en quantité modérée,0 g,en faible quantité,3.1 g,en quantité élevée,-28%,-34%,-100%,-54%,-54%,12,-4%,D,-4%,,,,,,,
