,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,eco_score,categories,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,packaging,brand,ingredients_origins,manufacturing,markets,additives,nova_score,generic_name,allergens,link,palm_ingredients
97,Gateau au miel noix et caramel,3770004400225,['France'],[],[],?,373,1561 kj(373 kcal),10,"1,4",62,46,7,"0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Escalopes milanaises - Père Dodu,0227080025253,['France'],[],[],?,131,548 kj(131 kcal),"1,8","0,6","8,1","1,1",20,"1,1","0,44",,D,"['Viandes', 'Volailles', 'Volailles cuites', 'Dindes', 'Escalopes de dinde', 'Escalopes de dinde à la milanaise', 'Escalopes panées']","['Nutriscore', 'Nutriscore A']",1.8 g,en faible quantité,0.6 g,en faible quantité,1.1 g,en faible quantité,1.1 g,en quantité modérée,,-2%,-1%,-4%,-3%,+11%,-35%,-4%,+18%,+18%,-1,-261%,A,-261%,78.1%,11.6%,2.2%,2.7%,1.1%,4.2%,37,,,['Père Dodu'],,,,,,,,,
99,Vinaigre de cidre 25CL,3339331700448,['France'],[],[],?,24,100 kj(24 kcal),0,0,"0,7","0,2","0,4",,,,B,"['Vinaigres', 'Vinaigres de cidre']",,0 g,en faible quantité,0 g,en faible quantité,0.2 g,en faible quantité,,,,+60%,+67%,-100%,-100%,-53%,-73%,+172%,,,,,,,35.5%,6.3%,42.6%,12.0%,3.6%,0.0%,96,,,,,,,,,,,,
100,Gnocchi di patate,28162001,['France'],[],[],?,205,858 kj(205 kcal),"1,5","0,7",45,"2,4","2,4","1,6","0,64",,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Gnocchi', 'Gnocchi de pommes de terre']",,1.5 g,en faible quantité,0.7 g,en faible quantité,2.4 g,en faible quantité,1.6 g,en quantité élevée,,+23%,+22%,+9%,+88%,+36%,+100%,-43%,+42%,+42%,8,+124%,C,+124%,46.0%,1.2%,22.2%,18.3%,9.7%,2.6%,97,,,,,,,,,,,,
101,Caramelle ricotta et basilic,8055731980253,['France'],[],[],?,227,950 kj(227 kcal),6,"3,1","31,9","1,1","11,4","0,48","0,192",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Creme de foie,0209089008796,['France'],[],[],?,817,3418 kj(817 kcal),"28,2","10,8","3,9","1,7","11,8","1,79","0,716",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 56.246.008 CE', 'Sourn (Morbihan, France)']",['Barquette en plastique'],,,,,,,,,,
103,Tremoço/lupin - Continente,5601312218241,['France'],[],[],?,84,351 kj(84 kcal),"0,6","0,2","0,6",0,12,"3,5","1,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Continente'],,,,,,,,,
104,Ice tea - San Benedetto,8001620018019,['France'],[],[],?,29,121 kj(29 kcal),0,0,"6,4","6,4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['San Benedetto'],,,,,,,,,
105,Galettes bretonnes de batz,3280920004099,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Bière triple bio,3760269940000,['France'],[],[],?,?,,?,,?,,?,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Jus de pomme bio,3760150044992,['France'],[],[],?,?,,?,,?,,?,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Poulet cuit fumé traité en salaison,2209620006456,['France'],[],[],?,191,799 kj(191 kcal),12,"3,4","0,7","0,7",20,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Barquette', 'Film en plastique']",,,,,,,,,,
109,Lima haricots verts,3760284350105,['France'],[],[],?,22,92 kj(22 kcal),"0,3","0,1","1,8","0,7","1,3","0,7","0,28",,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Coco riz Drink - Zonnatura,8711812419516,['France'],[],[],?,60,251 kj(60 kcal),"0,8","0,6",13,"6,5","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Zonnatura'],,,,,,,,,
111,2 pavés marinés,0210734025785,['France'],[],[],?,116,485 kj(116 kcal),"3,6",1,"0,5","0,5",20,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Misksfruit 300G,,['France'],[],[],?,380,1590 kj(380 kcal),"7,5","1,2",65,18,11,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Arachids grille,3760309030241,['France'],[],[],?,585,2448 kj(585 kcal),"49,4","6,5","9,4","2,5","25,6",,,,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,RIBS BARBECUE,2677649056354,['France'],[],[],?,219,916 kj(219 kcal),15,"5,6","0,8","0,5",20,"2,6","1,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Blanche au sureau,3701181900024,['France'],[],[],?,?,,?,0,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Chia seed thai tea,8853095006899,['France'],[],[],?,73,305 kj(73 kcal),"2,1","1,6","12,9","9,1","0,4",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Parmigiano Reggiano di montagna (993),8053853991102,['France'],[],[],?,402,1682 kj(402 kcal),30,20,0,0,32,"0,6","0,24",,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Parmigiano Reggiano']",,30 g,en quantité élevée,20 g,en quantité élevée,0 g,en faible quantité,0.6 g,en quantité modérée,,+0%,+1%,+1%,+1%,-100%,,-1%,-62%,-62%,12,-28%,D,-28%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,
118,Pâtes aux oeufs,3264963020124,['France'],[],[],?,355,1485 kj(355 kcal),3,"0,8",67,3,"13,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Palets - La Trinitaine,3260260046959,['France'],[],[],?,488,2042 kj(488 kcal),24,16,60,25,"7,2","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Barquette', 'Film en plastique']",['La Trinitaine'],,,,,,,,,
120,Vinaigre a la cerise,3123020010631,['France'],[],[],?,89,372 kj(89 kcal),"0,5",0,22,16,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Parmentier de thon Albacore,3760000753449,['France'],[],[],?,0,0 kj(0 kcal),"2,2","0,7","11,4","4,3","9,1","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Pain surprise campagne x32 sandwiches SURGELE,3251516394009,['France'],[],[],?,?,,?,,?,,?,,,,,"['Sandwichs', 'Pains surprise']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Longanisse piquante a cuire,2626363020998,['France'],[],[],?,438,1833 kj(438 kcal),40,14,"5,8","1,3",13,"2,9","1,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 66.172.001 CE', 'Saint-Estève (Pyrénées-Orientales, France)']",,,,,,,,,,,
124,Yahourt fermier de montagne,3770002906026,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Jus de raisin,3563930000450,['France'],[],[],?,68,285 kj(68 kcal),"0,1","0,1",18,18,"0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Poulet fermier rôti,0211214093676,['France'],[],[],?,80,335 kj(80 kcal),24,13,1,0,32,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Le petit vosgien saucisse cuite,2863102029069,['France'],[],[],?,308,1289 kj(308 kcal),"26,6","9,6",13,"0,7","15,8","2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Vinaigre,3760212720031,['France'],[],[],?,68,285 kj(68 kcal),0,0,12,11,"0,5","0,56","0,224",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Il patè di carciofo,8033829910160,['France'],[],[],?,83,347 kj(83 kcal),1,1,3,3,"2,9","0,35","0,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Jambon cru italien,2874252025191,['France'],[],[],?,242,1013 kj(242 kcal),14,"5,1",0,0,29,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Andouille de Vire Morceau,2417247034633,['France'],[],[],?,231,967 kj(231 kcal),18,11,"0,5","0,5",17,"3,1","1,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Petit pain cereales,0254014019354,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Purée de pommes poires,3493370000140,['France'],[],[],?,53,222 kj(53 kcal),"0,2","0,1","11,6",11,"0,4",,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Chateau Carbonnieux 2010,3330251122105,['France'],[],[],?,0,0 kj(0 kcal),?,0,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,pesto,8003979004927,['France'],[],[],?,573.09997558594,2398 kj(573 kcal),10,10,54,"1,5",41,"2,8","1,12",,C,"['Epicerie', 'Sauces', 'Sauces Pesto', 'Pestos au basilic']",,10 g,en quantité modérée,10 g,en quantité élevée,1.5 g,en faible quantité,2.8 g,en quantité élevée,,+28%,+28%,-77%,+53%,+815%,-34%,+765%,+13%,+13%,26,+33%,E,+33%,77.0%,10.9%,4.6%,4.2%,2.0%,1.4%,56,,,,,,,,,,,,
136,Grand murol,2327010006722,['France'],[],[],?,306,1280 kj(306 kcal),26,18,2,1,23,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Mélange Tonus,2600285023886,['France'],[],[],?,0,0 kj(0 kcal),28,"2,5",26,24,25,"0,33","0,132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Chocolat noir artisanal - La Fèverie,3760312260000,['France'],[],[],?,576,2410 kj(576 kcal),"41,25","25,5",43,25,9,0,0,,E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",,41.2 g,en quantité élevée,25.5 g,en quantité élevée,25 g,en quantité élevée,0 g,en faible quantité,,+4%,+4%,+5%,+10%,+11%,-21%,+17%,-100%,-100%,17,-20%,D,-20%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,['La Fèverie'],,,,,,,,,
139,Belgian Butter  Cris (Galettes au beurre),5410471140603,['France'],[],[],?,415,1736 kj(415 kcal),15,"9,1",65,36,"5,1","0,41","0,164",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Moulé à la louche - chèvre frais fermier,3760059291510,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 37.184.032 CE', 'Petit-Pressigny (Indre-et-Loire, France)']",,,,,,,,,,,
141,Haribo MaxiiiEdition Sunny Days,3103220047651,['France'],[],[],?,344,1439 kj(344 kcal),"0,5","0,1",79,49,"5,9",,,,E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",,0.5 g,en faible quantité,0.1 g,en faible quantité,49 g,en quantité élevée,,,,-3%,-4%,-73%,-91%,-5%,-16%,+178%,,,,,,,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,['Haribo'],,,,,,,,,
142,Gobelet,8032532733608,['France'],[],[],?,1000,4184 kj(1000 kcal),42,25,42,42,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Cônes framboise-pistache - Bofrost,0771869160500,['France'],[],[],?,253,1059 kj(253 kcal),"9,3","6,6","38,9",27,"2,7","0,13","0,052",,,,['Nutriscore'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bofrost'],,,,,,,,,
144,The happy Donut,8717185472110,['France'],[],[],?,494,2067 kj(494 kcal),"25,4","14,1",59,32,"6,3","0,52","0,208",,B,"['Biscuits et gâteaux', 'Gâteaux', 'Donuts']",,25.4 g,en quantité élevée,14.1 g,en quantité élevée,32 g,en quantité élevée,0.52 g,en quantité modérée,,+21%,+21%,+11%,+33%,+32%,+90%,+6%,-45%,-45%,25,+28%,E,+28%,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,,,,,,,,,,,
145,Moutarde au moût de raisin,3760218932018,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Le Dréan,3552085008817,['France'],[],[],?,460,1925 kj(460 kcal),16,"1,3",68,61,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Confiture figue noire,3352902500001,['France'],[],[],?,167,699 kj(167 kcal),"0,2",0,42,42,"0,7","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Hummus,8033331623046,['France'],[],[],?,289,1209 kj(289 kcal),"21,1",2,"12,3","0,7","10,6","0,69","0,276",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,glace menthe chocolat,3257987039524,['France'],[],[],?,201,841 kj(201 kcal),"7,9","5,1",30,22,"2,1","0,12","0,048",,,,"['Nutriscore', 'Nutriscore D']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Kéfir - Riviera,0064912087306,['France'],[],[],?,151,632 kj(151 kcal),7,6,19,16,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Riviera'],,,,,,,,,
151,Jambon sec superieur de savoie VPF 9 mois,3700118308339,['France'],[],[],?,274,1146 kj(274 kcal),18,"7,4",1,1,27,"5,7","2,28",,E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus', 'Jambons secs']",,18 g,en quantité modérée,7.4 g,en quantité élevée,1 g,en faible quantité,5.7 g,en quantité élevée,,+17%,+17%,+41%,+52%,+70%,+167%,-7%,+14%,+14%,20,+20%,E,+20%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,,,,,,,,,,
152,Guéri man,3770011341016,['France'],[],[],?,100,418 kj(100 kcal),"0,1","0,1",19,"17,6","0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Chouquette,0248658012468,['France'],[],[],?,240,1004 kj(240 kcal),12,"7,6",28,14,"5,4","0,56","0,224",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Olives entières à la persillade,03553398,['France'],[],[],?,227,950 kj(227 kcal),23,3,"3,2","0,1","1,2","4,4","1,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Yūgen,5407005240083,['France'],[],[],?,15,63 kj(15 kcal),0,0,"3,8","3,8",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,La Berthe de Joux,3363170001312,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,Trust cruch cookies cream,6009544917106,['France'],[],[],?,595,2489 kj(595 kcal),"23,333","7,667","46,667","2,833","33,333","0,833","0,333",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,Vin d'Alsace,3760085280069,['France'],[],[],?,?,,?,,?,,?,,,,C,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', ""Vin d'Alsace""]",,,,,,,,,,,,,,,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,['France'],,,,,,,,
159,Compote pommes/poires William,3297760019084,['France'],[],[],?,58,243 kj(58 kcal),"0,5","0,1",13,11,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,Pommes de terres,3283322509513,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Verdiales partidas - Eroski,8480010192292,['France'],[],[],?,125,523 kj(125 kcal),12,"3,1","0,7",0,"1,3","3,5","1,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Eroski'],,,,,,,,,
162,Halls mini mints,7622210837554,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,Puree pomme abricot,9907550000003,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,Vin rose,3662312016512,['France'],[],[],?,?,,?,0,?,,?,,,,D,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rosés']",,,,,,,,,,,,,,-100%,,,,,,,,,,46.7%,3.7%,29.6%,13.4%,5.1%,1.4%,45,,,,,,,,,,,,
165,Prune rouge,2712770011350,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,Poivre noir,3250390108931,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,Briquet,4260452384226,['France'],[],[],?,5,21 kj(5 kcal),18,"2,4",18,"2,4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,Tortilla Chips Nacho Cheese,9010158012351,['France'],[],[],?,472,1975 kj(472 kcal),21,"2,3",59,"3,8","7,9",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Émincé de poulet rotis - Fleury Michon,3302740028922,['France'],[],[],?,167,699 kj(167 kcal),"8,4",2,"0,8","0,8",2,3,"1,2",,,,"['Nutriscore', 'Nutriscore D']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 85.140.001 CE', 'Meilleraie-Tillay (Vendée, France)']","['Film en plastique', 'Barquette']",['Fleury Michon'],,,,,,,,,
170,Creme glacée rhum raisin,8717729582374,['France'],[],[],?,228,954 kj(228 kcal),"12,5","6,9","22,5","18,9","4,7","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,Confiture de figue du gard,3760124232738,['France'],[],[],?,233,975 kj(233 kcal),"0,16","0,03","57,1","56,5","0,74","2,26","0,904",,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de figues']",,0.16 g,en faible quantité,0.03 g,en faible quantité,56.5 g,en quantité élevée,2.26 g,en quantité élevée,,+0%,+0%,-65%,-55%,+3%,+6%,+1%,+12051%,+12051%,21,+122%,E,+122%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,,,
172,The nero pesca,8000500347874,['France'],[],[],?,30,126 kj(30 kcal),0,0,"7,5","7,5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,vinaigre façon mojito - Le Comptoir de Mathilde,3700961305738,['France'],[],[],?,15,63 kj(15 kcal),"0,5","0,1","3,5","1,7","0,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Le Comptoir de Mathilde'],,,,,,,,,
174,Fromage à tartiner ail et fines herbes,3770014846211,['France'],[],[],?,?,,?,,?,,?,,,,D,"['Produits laitiers', 'Produits fermentés', 'Produits à tartiner', 'Produits laitiers fermentés', 'Produits à tartiner salés', 'Fromages', 'Fromages à tartiner']",,,,,,,,,,,,,,,,,,,,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,
175,Bonbons Toffe,5200314322095,['France'],[],[],?,284,1188 kj(284 kcal),9,"7,7",6,"0,2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,Le poulet du rotisseur,0215231057994,['France'],[],[],?,167,699 kj(167 kcal),"8,3","2,3",0,0,23,"0,87","0,348",,,,"['Nutriscore', 'Nutriscore B']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,Jambon cuit italien,3700656405323,['France'],[],[],?,187,782 kj(187 kcal),12,"4,5","2,7","0,5",17,"2,4","0,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,Mélange exotique,2600129012205,['France'],[],[],?,387,1619 kj(387 kcal),11,"10,1","69,8","57,2","1,9","0,21","0,084",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,Musli,5907437366585,['France'],[],[],?,333,1393 kj(333 kcal),"4,6","1,2","59,5","19,4","8,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Mélange Mexicain,2600692012336,['France'],[],[],?,533,2230 kj(533 kcal),34,"5,5",37,"4,2",17,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,Allumettes porc breton nature,3375220202280,['France'],[],[],?,521,2180 kj(521 kcal),15,15,3,"2,5",31,"4,3","1,72",,,,['Sans colorants'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,Rhum,8009366980416,['France'],[],[],?,?,,?,0,?,,?,,,,C,"['Boissons', 'Boissons alcoolisées', 'Alcools forts', 'Eaux-de-vie', 'Rhums']",,,,,,,,,,,,,,-100%,,,,,,,,,,0.0%,41.3%,42.0%,11.2%,3.5%,2.0%,57,,,,,,,,,,,,
183,Huile dolive extra vierge -,8029002014008,['France'],[],[],3404,828,3404 kj(828 kcal),92,14,?,0,0,0,0,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,92 g,en quantité élevée,14 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,-4%,-3%,-5%,-4%,0%,,,,-100%,-100%,6,-2%,C,-2%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,,
184,Tarte poireaux lardons,3760246800174,['France'],[],[],?,212,887 kj(212 kcal),"10,1","1,7","24,4","2,1","5,3","0,66","0,264",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,Escalopes de dinde,0287556026047,['France'],[],[],?,?,,?,,?,,?,,,,D,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,,,,,,,,,,,,,,,,,,,,,,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,,,,,
186,Ananas en tranche,2600125013718,['France'],[],[],?,376,1573 kj(376 kcal),0,0,93,77,0,"0,73","0,292",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,Terrine d'agneau de prés salés aux salicornes,3770003802013,['France'],[],[],?,100,418 kj(100 kcal),27,10,"1,6","0,5",13,"0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,Minceur elimination,3760265302086,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,Dried Konyaku,5060448720088,['France'],[],[],?,38,159 kj(38 kcal),0,0,"0,66",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,lupins,3565307170001,['France'],[],[],?,104,435 kj(104 kcal),2,"0,2","10,5","0,6","9,6","4,25","1,7",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Pickles', ""Pickles d'origine végétale"", 'Légumineuses en conserve', 'Pickles de légumineuses', 'Tramousses']",,2 g,en faible quantité,0.2 g,en faible quantité,0.6 g,en faible quantité,4.25 g,en quantité élevée,,-3%,-4%,-26%,-51%,+165%,+101%,-19%,+30%,+30%,11,+61%,D,+61%,,,,,,,,,,,,,,,,,,,
191,pimentón dulce,8410721424474,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,Saucisson sec de savoie,0206245016077,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,Galette beurre bio aux pepites de chocolat,3328079000064,['France'],[],[],?,490,2050 kj(490 kcal),"22,8","15,3","66,2","26,6",6,"0,19","0,076",,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,Capsules Sunissime hâle rapide et sublime,3508240006716,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Dimezell blonde,3770012701109,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,Truite de banka,2452530105027,['France'],[],[],?,124,519 kj(124 kcal),"3,8","0,7",0,0,"22,5","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
