,name,bar_code,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,nutriment_energy_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,ingredients_origins,nutriment_saturated-fat_tr_diff,quantity,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,packaging,traceability_code,generic_name,manufacturing,link,markets,additives,allergens,nova_score,brand_owner,palm_ingredients,producer_info
1154,Crepe au nutella leclerc,0203405016076,,['France'],"['CREPE AU NÜTELLA I ngred I ents Pate a crepe: entier', 'farine t 65 ', 'farine de BLE t GLUTEN de BLE', 'far Ine de malt de BLE', 'amylase t 65', 'OEUF liquide entier sucre semou le', 'nougat Ine 8', '5Z ', 'saccharose', 'sirop de glucose', 'OEUFS', 'far Ine de BLE', 'BEURRE pat Iss Ier', 'sel', 'amande', 'eau', 'sucre', 'an Idon nodifle', 'poudre de LAIT entier', 'poudre de LAIT ecrenep stabl I isants ', 'enulslflants ', 'e472a et e472b', 'slrop de glucose deshydratep aronesp co lorant ', 'e160a', 'fra Isep substances aromat isantes Ident Iques aux naturel les', 'sirop de sucre inverti', 'propy lene glycol', 'conservateur ', 'e211', 'BEURRE doux de LAIT', 'FERMENTS lact Iques>p vani I le I Iqu ide ', 'substances aromat isantes Ident iques aux naturel les', 's Irop de glucose', 'sirop de sucre Inverti', 'eau', 'propy lene g lycolp conservateur se I hul le de palme', 'Nu I sucre,']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,257,9,"4,5",37,"6,3",1075 kj(257 kcal),19,"0,45","0,18",,,,,,,,,,,,,,,['Leclerc'],,,,,,,,,,,,,,,,,,,,,,,,,,"['E1100 - Amylases', ""E472a - Ester diacétyl-acétique d'acides gras"", ""E472b - Ester diacétyl-lactique de mono- et diglycérides d'acides gras"", 'E160a - Carotènes mélangés', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition']","['Œufs', 'Gluten', 'Lait', 'Fruits à coque']",4,,,
1155,Pain  de maïs - Leclerc,0204886008536,,['France'],[],[],?,410,"8,2","0,3",67,15,1715 kj(410 kcal),"1,6","1,9","0,76",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains au maïs']",,+47%,+60%,+42%,+49%,,,,,,,,['Leclerc'],,-45%,,8.2 g,en quantité modérée,0.3 g,en faible quantité,1.6 g,en faible quantité,1.9 g,en quantité élevée,+47%,-30%,+39%,+39%,13,+163%,D,+163%,,,,,,,,,,,,
1156,Galette Frangipane 8 Personnes - Auchan - 740g,0207034029520,,['France'],"['Pâte 58,5 %: Farine de BLÉ ', ' beurre ', 'LAIT', ' 33 %', ' eau ', ' sel Garniture 40', '5 % Sucre ', "" poudre d'AMANDES blanchies 22"", '5 % ', ' beurre ', 'LAIT', ' 22', '5 % ', ' ŒUFS ', ' LAIT entier ', ' farine de BLÉ ', ' amidon ', 'BLÉ', ' ', ' arômes', 'Dorure 1 %: ŒUFS']",['Non végétalien'],?,?,?,,?,?,,,,,D,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Galettes des rois']",,,,,,88.4%,6.6%,2.2%,1.6%,1.2%,0.0%,36,['Auchan'],,,740 g,,,,,,,,,,,,,,,,,"['Plastique', 'boîte']",,,,,['Auchan'],,"['Œufs', 'Gluten', 'Lait', 'Fruits à coque']",4,,,
1157,Pain complet,0207100007223,,['France'],[],[],?,223,"1,2","0,2",41,"8,8",933 kj(223 kcal),"1,2","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,Emmental - Casino Bio,0208655023423,['Bio'],['France'],[],[],?,373,29,21,28,28,1561 kj(373 kcal),10,"0,7","0,28",,,,,,,,,,,,,,,['Casino Bio'],,,,,,,,,,,,,,,,,,,,,"['EMB 68223A', 'Muhlbach-sur-Munster (Haut-Rhin, France)']",,,,,,,,,,
1159,Pain mais - Leclerc - 250g,0209098008534,,['France'],"['Eau', ' farine soleillane mie creme ', 'Farine de BLE tendre T65', 'GLUTEN de blé', 'Malt de BLE torréfié', 'Germe de blé stabilisé', 'Malt de BLE toaste', 'Enzymes ', 'alpha-amylase', 'hémicellulase', 'Anti-oxydant : E300 ', 'acide ascorbique', ' préparation borodino mais ', '33% : Farine de blé', 'farine de mais', 'mais extrudé', 'graines de tournesol', 'GLUTEN de blé', 'sel', 'épaississant E 412', 'huile végétale', 'émulsifiants E 471', 'E 472e', 'dextrose', 'matière grasse végétale', 'lactosérum en poudre', 'épices', 'antioxygene E 300', 'enzymes ', 'alpha-amylase', 'endoxylanase', ' levure liquide stabilisée ', 'Levure de panification', 'sel', 'stabilisant : gomme xanthane']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,251,"5,6","0,7",39,"8,6",1050 kj(251 kcal),"0,8","0,1","0,04",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains au maïs']",,-10%,+9%,-17%,-15%,,,,,,,,['Leclerc'],,+28%,250 g,5.6 g,en quantité modérée,0.7 g,en faible quantité,0.8 g,en faible quantité,0.1 g,en faible quantité,-10%,-65%,-93%,-93%,-2,-140%,A,-140%,,,,,,,"['E1100 - Amylases', 'E300 - Acide ascorbique', 'E412 - Gomme de guar', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras"", 'E415 - Gomme xanthane']",['Gluten'],4,,,
1160,Comté - Itinéraire Des Saveurs - 251g,0209226025525,,['France'],"['I Oit ', 'tu', 'sel', 'ferments Iodiques', 'présure', "" INFORMATIONS : A consornmet de préférence avant lg : voir sur l'étiquette"", ' A conserver entre : et +80 C']",[],?,413,34,22,"0,8",26,1728 kj(413 kcal),"0,5","0,8","0,32",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",,+4%,+4%,+73%,+3%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,['Itinéraire Des Saveurs'],,+1%,251 g,34 g,en quantité élevée,22 g,en quantité élevée,0.5 g,en faible quantité,0.8 g,en quantité modérée,+5%,+80%,-18%,-18%,13,-3%,D,-3%,,,,,,['Intermarché'],,,,,,
1161,Emmental Français - Top Budget,0209970022115,,['France'],[],[],?,369,29,20,"0,5",27,1544 kj(369 kcal),"0,5","0,51","0,204",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages de France', 'Emmentals français']",,-3%,-2%,-18%,-3%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,['Top Budget'],,+1%,,29 g,en quantité élevée,20 g,en quantité élevée,0.5 g,en faible quantité,0.51 g,en quantité modérée,-2%,+6%,-13%,-13%,11,-2%,D,-2%,,,,,,,,,,,,
1162,Emmental - Top Budget,0209970022832,,['France'],[],[],?,377,29,20,1,28,1577 kj(377 kcal),1,"0,71","0,284",,,,,,,,,,,,,,,['Top Budget'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,"Escalope de dinde - Volaé - 0,296kg",0211110022305,['Point Vert'],['France'],"['par Mr ', '71', ' Poids net: R consommer jusqu au:']",[],?,3,3,3,3,3,13 kj(3 kcal),3,3,"1,2",D,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,-98%,+127%,-1%,-87%,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,['Volaé'],,+644%,"0,296 kg",3 g,en quantité modérée,3 g,en quantité modérée,3 g,en faible quantité,3 g,en quantité élevée,-97%,+292%,+442%,+442%,9,,C,,,"['FR 26.088.011 CE', 'Chatuzange-le-Goubet (Drôme, France)']",,,,,,,,,,
1164,Compté au lait cru - Netto,0211944029914,['AOP'],['France'],[],[],?,418,34,24,1,27,1749 kj(418 kcal),"0,5","0,85","0,34",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",,+5%,+4%,+116%,+7%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,['Netto'],,+11%,,34 g,en quantité élevée,24 g,en quantité élevée,0.5 g,en faible quantité,0.85 g,en quantité modérée,+6%,+80%,-13%,-13%,13,-3%,D,-3%,,,,,,,,,,,,
1165,Cuisses de poulet - La Nouvelle Agriculture,0213402012667,,['France'],[],[],?,198,14,"3,5",0,18,828 kj(198 kcal),0,"0,18","0,072",D,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",,+4%,+13%,-100%,-2%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,['La Nouvelle Agriculture'],,+4%,,14 g,en quantité modérée,3.5 g,en quantité modérée,0 g,en faible quantité,0.18 g,en faible quantité,+3%,-100%,-76%,-76%,0,-100%,B,-100%,,,,,,,,,,,,
1166,Cuisse de poulet - La Nouvelle Agriculture,0213402014630,"['Viande Française', 'Volaille-francaise']",['France'],"['2 Valeurs nutritil', 'tws Iles moyennes Entrgie ', 'kJ/kca[', ' fla:ières grasses ', 'g', ' Oort acides gras saturés ', 'g', ' bliCides ', 'g']",[],?,198,14,"3,5",0,18,828 kj(198 kcal),0,"0,18","0,072",D,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",,+4%,+13%,-100%,-2%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,['La Nouvelle Agriculture'],,+4%,,14 g,en quantité modérée,3.5 g,en quantité modérée,0 g,en faible quantité,0.18 g,en faible quantité,+3%,-100%,-76%,-76%,0,-100%,B,-100%,,,,,,,,,,,,
1167,Cuisse de poulet - La Nouvelle Agriculture,0213402015156,,['France'],[],[],?,198,14,"3,5",0,18,828 kj(198 kcal),0,"0,18","0,072",D,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",,+4%,+13%,-100%,-2%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,['La Nouvelle Agriculture'],,+4%,,14 g,en quantité modérée,3.5 g,en quantité modérée,0 g,en faible quantité,0.18 g,en faible quantité,+3%,-100%,-76%,-76%,0,-100%,B,-100%,,,,,,,,,,,,
1168,Saint Nectaire fermier - Boucheries André - 374g,0215157037261,['AOP'],['France'],"['lait de vache cru', 'sel', 'ferments lactiques et flore de surface', 'présure animale', 'chlorure de calcium']","['Non végétalien', 'Non végétarien']",?,?,?,,?,?,,,,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages au lait cru']",,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,['Boucheries André'],,,374 g,,,,,,,,,,,,,,,,,['Plastique'],,Saint Nectaire,,,['Boucheries André'],,['Lait'],3,,,
1169,2 escalopes de dinde à la milanaise - Le Gaulois,0217217021456,,['France'],[],[],?,121,"0,8","0,8","5,8",22,506 kj(121 kcal),"1,9","0,7","0,28",D,"['Viandes', 'Volailles', 'Volailles cuites', 'Dindes', 'Escalopes de dinde', 'Escalopes de dinde à la milanaise']",,-8%,-49%,-15%,+3%,78.1%,11.6%,2.2%,2.7%,1.1%,4.2%,37,['Le Gaulois'],,+50%,,0.8 g,en faible quantité,0.8 g,en faible quantité,1.9 g,en faible quantité,0.7 g,en quantité modérée,-8%,+3%,-22%,-22%,-1,-246%,A,-246%,,,,,,['Escalope de dinde a la milanaise'],,,,,,
1170,Coeur de canard,0217449016466,,['France'],[],[],?,?,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1171,La Belle Escalope de Poulet - Le Gaulois,0217638026115,,['France'],['Poulet'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,99,1,"0,23","0,5",22,414 kj(99 kcal),"0,14",0,0,,,,,,,,,,,,,,,['Le Gaulois'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1172,Escalope dinde marinees a la milanaise tomate origan - Le Gaulois,0217827023222,,['France'],[],[],?,124,1,0,"7,2",23,519 kj(124 kcal),"2,2","1,2","0,48",D,"['Viandes', 'Volailles', 'Volailles cuites', 'Dindes', 'Escalopes de dinde', 'Escalopes de dinde à la milanaise', 'Escalopes', 'Escalopes pânées']",,-7%,-47%,-1%,+10%,78.1%,11.6%,2.2%,2.7%,1.1%,4.2%,37,['Le Gaulois'],,-100%,,1 g,en faible quantité,0 g,en faible quantité,2.2 g,en faible quantité,1.2 g,en quantité modérée,-6%,+29%,+29%,+29%,1,+61%,B,+61%,,,,,,,,,,,,
1173,GRATIN DE COURGETTES - BOUCHERIE ANDRE,0218247037264,,['France'],"['crème', 'courgettes ', '25%', 'lait', 'oeufs', 'emmental : Lait', 'sel', 'amidon de pomme de terre', 'starters culture', 'présure ', ' persil', ' échalotes', 'ail', 'sel', 'épices', 'stabilisant : carraghénanes']",['Non végétalien'],?,145,"12,6","7,5","3,1","4,6",607 kj(145 kcal),"2,6","0,4","0,16",B,"['Plats préparés', 'Gratins', 'Gratins de légumes']",,+33%,+85%,-48%,+18%,71.1%,12.3%,5.4%,6.1%,3.0%,2.1%,76,['BOUCHERIE ANDRE'],,+117%,,12.6 g,en quantité modérée,7.5 g,en quantité élevée,2.6 g,en faible quantité,0.4 g,en quantité modérée,+34%,-11%,-35%,-35%,7,+163%,C,+163%,,,,,,,"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']","['Œufs', 'Lait']",4,,,
1174,Beaufort AOP - Reflets De France,0219751030116,,['France'],"['Lait cru de vache', 'sel', 'présure', 'ferments lactiques', 'Lait', ',']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,393,30,20,20,27,1644 kj(393 kcal),0,"1,3","0,52",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Beaufort']",,-2%,-7%,+2076%,+2%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,['Reflets De France'],,-3%,,30 g,en quantité élevée,20 g,en quantité élevée,0 g,en faible quantité,1.3 g,en quantité modérée,-2%,-100%,+14%,+14%,14,+1%,D,+1%,,,,,,,,['Lait'],3,,,
1175,Pain de seigle - Leclerc,0230081008866,,['France'],[],[],?,50,"0,23","0,03",8,"1,46",209 kj(50 kcal),"0,3","0,3","0,12",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains de seigle']",,-78%,-88%,-81%,-79%,51.1%,24.1%,13.7%,10.1%,1.0%,0.0%,94,['Leclerc'],,-91%,,0.23 g,en faible quantité,0.03 g,en faible quantité,0.3 g,en faible quantité,0.3 g,en quantité modérée,-78%,-90%,-74%,-74%,1,-9%,B,-9%,,,,,,,,,,,,
1176,Boudin Galabart,0237024021784,,['France'],[],[],?,309,24,"9,4","4,4","18,9",1293 kj(309 kcal),"2,3","1,54","0,616",,"['Poissons et viandes et oeufs', 'Abats']",,+40%,+53%,+48%,+33%,,,,,,,,,,+57%,,24 g,en quantité élevée,9.4 g,en quantité élevée,2.3 g,en faible quantité,1.54 g,en quantité élevée,+43%,+58%,+9%,+9%,18,+48%,D,+48%,,,,,,,,,,,,
1177,Jus d’orange - Solevita,02451589,,['France'],[],[],?,44,"0,2","0,1",9,"0,7",184 kj(44 kcal),9,"0,01","0,004",D,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'orange""]",,+2%,+20%,-7%,+12%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,['Solevita'],,+266%,,0.2 g,en faible quantité,0.1 g,en faible quantité,9 g,en quantité élevée,0.01 g,en faible quantité,+1%,-1%,+17%,+17%,3,0%,C,0%,,,,,,,,,,,,
1178,Pain de campagne - Netto - 0.350kg,0260059006495,,['France'],"['Farine de blé', 'eau', 'seigle', 'levure', 'sel', 'gluten de blé', 'seigle désactivé', 'orge malté toasté', 'blé malté', 'agent de traitement de la farine : acide ascorbique']",[],?,?,?,,?,?,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains de campagne']",,,,,,,,,,,,,['Netto'],,,0.350 kg,,,,,,,,,,,,,,,,,"['Sachet', 'Plastique']",,,"['France', 'Anglet']",,['Netto'],['E300 - Acide ascorbique'],['Gluten'],4,,,
1179,Bugnes Bruochées - E.Leclerc,0261041022639,,['France'],"['farine de BLE 45% ', 'GLUTEN', 'OEUFS', '22', '5% BEURRE ', 'LAIT', 'sucre', 'eau', 'jus de citron 2%', 'Levure de boulanger', 'sel', 'rhum negrita 0', '6%', 'poudre a Lever ', 'E450,E341,E500', ' AMIDON de FROMENT ', 'GLUTEN', 'zeste de citron semoule', ""zeste d'orange"", 'semoule', ' arome citron zeste', 'huile de palme', ' \rpeut contenir: SOJA', 'FRUIT à COQUES', 'LUPIN']","['Huile de palme', 'Non végétalien']",?,391,16,"4,4",53,"7,9",1636 kj(391 kcal),"8,6","0,95","0,38",,"['Snacks', 'Snacks sucrés', 'Beignets sucrés']",,+10%,+1%,+17%,+25%,,,,,,,,['E.Leclerc'],,+27%,,16 g,en quantité modérée,4.4 g,en quantité modérée,8.6 g,en quantité modérée,0.95 g,en quantité modérée,+10%,-47%,+29%,+29%,13,+8%,D,+8%,,,,,,,"['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E341 - Phosphates de calcium', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium']","['Œufs', 'Gluten', 'Lupin', 'Lait', 'Soja']",4,,['Huile de palme'],
1180,Pain sportif,0266280012793,,['France'],[],[],?,?,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1181,Escalopes de poulet halal - REGHALAL - 2,0276580031684,"['Halal', ""Contrôle de la mosquée d'Évry-Courcouronnes""]",['France'],['Escalopes de poulet halal'],[],?,?,?,,?,?,,,,,D,"['Viandes', 'Volailles', 'Poulets']",,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,['REGHALAL'],,,2,,,,,,,,,,,,,,,,,,"['FR 61.096.020 CE', ""Chapelle-d'Andaine (Orne, France)""]",,,,,,,,,,
1182,Happy fish - Bofrost,0281569055391,,['France'],[],[],?,197,"9,4","1,3","15,6",12,824 kj(197 kcal),2,"0,9","0,36",,,,,,,,,,,,,,,['Bofrost'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183,Pain graine de campagne,0285401011484,,['France'],[],[],?,317,"8,1","1,4",47,12,1326 kj(317 kcal),"1,3","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1184,2 Pavés Grand Cru - Charal - 274g,0292430046646,"['Viande-francaise', 'Viande-bovine-francaise']",['France'],['Viande bovine'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",465,?,2,,0,23,465 kj(111 kcal),,,,,['Viandes'],-47%,,-86%,-100%,+20%,,,,,,,,['Charal'],['France'],,274 g,2 g,en faible quantité,,,,,,,-50%,,,,,,,,"['Barquette', 'Plastique', 'Frais']","['FR 49.099.002 CE', 'Cholet (Maine-et-Loire, France)', 'FR 57.463.001 CE', 'Metz (Moselle, France)']",Rumsteck viande bovine race Limousine,,,['Hyper U'],,,1,,,
1185,Faux-Filet - Charal,0292452036601,"['Viande Française', 'Viande-bovine-francaise']",['France'],[],[],?,148,"6,7","1,7",0,22,619 kj(148 kcal),0,"0,2","0,08",,,,,,,,,,,,,,,['Charal'],,,,,,,,,,,,,,,,,,,,"['Barquette', 'Film en plastique']","['FR 49.099.002 CE', 'Cholet (Maine-et-Loire, France)']",,,,,,,,,,
1186,Bavettes d'Aloyau - Charal,0292475057409,"['Viande Française', 'Viande-bovine-francaise']",['France'],"[""Bavettes V d'Aloyau""]",[],?,131,"5,7","2,2",0,20,548 kj(131 kcal),0,"0,2","0,08",,"['Viandes', 'Bœuf', ""Bavette d'aloyau de boeuf""]",,0%,0%,-100%,0%,,,,,,,,['Charal'],,0%,,5.7 g,en quantité modérée,2.2 g,en quantité modérée,0 g,en faible quantité,0.2 g,en faible quantité,0%,-100%,+5%,+5%,-2,,A,,,,,,,,,,,,,
1187,Poulpe entier cuit - Grand Frais - 425g,0294585074987,,['France'],"['POULPE CUIT ', 'OCTOPUS VULGARIS', '\rsel', 'amidon de riz', 'PROTÉINE DE LAIT', 'antioxidant:\r', 'ascorbate de sodium et METABISULFITE DE  POTASSIUM', "" Pêché dans L'Atlantique Centre Est""]","['Non végétalien', 'Non végétarien']",?,76,"0,8","0,3","0,8","16,4",318 kj(76 kcal),"0,3",2,"0,8",,,,,,,,,,,,,,,['Grand Frais'],,,425 g,,,,,,,,,,,,,,,,,,['ES 12.10102/LO CE'],,['Spain'],,,"['E301 - Ascorbate de sodium', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition']","['Lait', 'Mollusques', 'Anhydride sulfureux et sulfites']",4,,,
1188,Crêpes,0297925022969,,['France'],[],[],?,211,1,"0,5",44,"5,7",883 kj(211 kcal),18,"0,06","0,024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1189,Hershey's Kisses,03412107,"['en:gluten-free', 'Arômes naturels', 'Pur beurre de cacao']","['France', 'États-Unis']","['MILK CHOCOLATE [SUGAR: MILK', 'CHOCOLATE', 'COCOA BUTTER', 'MILK FAT', 'LECITHIN ', 'SOY', 'NATURAL FLAVOR],']",[],?,488.37209302326,"27,907","18,605","62,791","6,977",2043 kj(488 kcal),"58,14","0,203","0,081",,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées']",,-6%,-8%,+17%,+14%,,,,,,,,"[""Hershey's""]",,+13%,,27.9 g,en quantité élevée,18.6 g,en quantité élevée,58.1 g,en quantité élevée,0.203 g,en faible quantité,-6%,+23%,+4%,+4%,24,-1%,E,-1%,,,,,,,['E322i - Lécithine'],"['Lait', 'Soja']",,Happy Trails Mfg.,,
1190,Sauce soja - Kikkoman - 148ml,04139946,,"['France', 'États-Unis']","['water', 'wheat', 'soybeans', 'salt', 'sodium benzoate: less than 1/10 of 1% as a preservative,']",[],?,67,0,0,"6,67","13,33",280 kj(67 kcal),0,"15,332","6,133",B,"['Epicerie', 'Condiments', 'Sauces', 'Sauces au soja']",,-39%,-100%,-63%,+108%,21.5%,31.6%,20.1%,15.9%,8.6%,2.3%,97,"['Kikkoman', 'Kikkoman Sales Usa  Inc.']",,-100%,148 ml,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,15.3 g,en quantité élevée,-39%,-100%,+28%,+28%,5,-55%,C,-55%,"['Bouteille', 'Verre']",,,,,,"['E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition']","['Gluten', 'Soja']",3,"Kikkoman Sales USA, Inc.",,
1191,Guimauve au miel,0550020028008,,['France'],[],[],?,344,0,0,"81,8","4,2",1439 kj(344 kcal),81,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1192,Spiruline - Domaine Algal,0602561015693,,['France'],[],[],?,348,"6,3",3,"9,1",60,1456 kj(348 kcal),"1,6","3,2","1,28",E,"['Compléments alimentaires', 'Spiruline']",,+39%,+72%,-12%,+21%,53.3%,42.5%,1.8%,1.6%,0.8%,0.0%,25,['Domaine Algal'],,+134%,,6.3 g,en quantité modérée,3 g,en quantité modérée,1.6 g,en faible quantité,3.2 g,en quantité élevée,+37%,+130%,+178%,+178%,16,+227%,D,+227%,,,,,,,,,,,,
1193,Arizona Geogia Peach,0613008722883,,['France'],"['premium brewed green tea using filtered water', 'high fructose corn syrup ', 'glucose - fructose syrup', 'pear juice from concentrate', 'peach juice from concentrate', 'honey', 'natural flavor', 'malic acid', 'citric acid', 'ascorbic acid ', 'vitamin c', 'ginseng root extract']",['Non végétalien'],?,70,0,0,18,0,293 kj(70 kcal),17,"0,025","0,01",,"['Boissons', 'Thés glacés']",,+218%,-100%,+242%,-100%,,,,,,,,['Arizona'],,-100%,,0 g,en faible quantité,0 g,en faible quantité,17 g,en quantité élevée,0.025 g,en faible quantité,+218%,+237%,-11%,-11%,20,+174%,E,+174%,,,,,,,"['E296 - Acide malique', 'E330 - Acide citrique']",,4,,,
1194,Arizona Iced Tea Peach,0613008743482,,['France'],"['Eau', 'sucre', 'antioxydant acide ascorbique', 'acidifiant : acide citrique', 'extrait de thé noir ', '0,14%', 'arôme naturel de pêche ', '0,06%']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,28,0,0,"8,3","0,01",117 kj(28 kcal),8,"0,01","0,004",,"['Boissons', 'Boissons avec sucre ajouté']",,-67%,-100%,-58%,-98%,,,,,,,,['Arizona'],,-100%,,0 g,en faible quantité,0 g,en faible quantité,8 g,en quantité élevée,0.01 g,en faible quantité,-68%,-56%,-73%,-73%,10,-16%,E,-16%,,,,,,,"['E300 - Acide ascorbique', 'E330 - Acide citrique']",,4,,,
1195,Arizona - 500ml,0613008743949,"['Sans arômes artificiels', 'Point Vert', 'Sans colorants artificiels', 'Sans conservateur artificiel']",['France'],"['Eau', 'sucre', 'antioxydant : acide ascorbique', 'acidifiant : acide citrique', 'extrait de thé noir ', '0,14%', 'arôme naturel de pêche ', '0,06%']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",116,21,0,0,"4,9",0,116 kj(21 kcal),"4,8",0,0,C,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons au thé', 'Thés glacés', 'Thés glacés saveur pêche', 'Boissons avec sucre ajouté']",+26%,-9%,-100%,-12%,-100%,45.5%,1.5%,24.0%,16.3%,10.0%,2.7%,68,['AriZona'],,-100%,500 ml,0 g,en faible quantité,0 g,en faible quantité,4.8 g,en quantité modérée,0 g,en faible quantité,+20%,-11%,-100%,-100%,8,+4%,D,+4%,"['Canette', 'métal']",,Boisson au thé noir goût pêche,,,['Leclerc'],"['E300 - Acide ascorbique', 'E330 - Acide citrique']",,4,,,
