,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,quantity,labels,packaging,traceability_code,allergens,nova_score,markets,generic_name,ingredients_origins,manufacturing,additives,brand_owner,link,palm_ingredients
335,La mousse,3760027050682,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,Pains au chocolat,0206324019616,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,Crème fraîche,8436980935636,['France'],[],[],?,291,1218 kj(291 kcal),30,"20,5","2,1","2,1",3,"0,07","0,028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,Almonds,14113230254,['France'],[],[],?,596,2494 kj(596 kcal),50,"3,8","9,1","4,4",21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,Filets de poulet La Nouvelle Agriculture,0253055027557,['France'],[],[],?,104,435 kj(104 kcal),"1,3","0,4",0,0,23,"0,11","0,044",D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,-21%,-55%,-100%,+1%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,['La Nouvelle Agriculture'],1.3 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,0.11 g,en faible quantité,-20%,-46%,-100%,-85%,-85%,-4,,A,,,,,"['FR 79.195.003 CE', 'Nueil-les-Aubiers (Deux-Sèvres, France)']",,,,,,,,,,
340,Jambon blanc - Carrefour,0210000069475,['France'],[],[],?,?,,?,,?,,?,,,E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",,,,,,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,['Carrefour'],,,,,,,
341,Sirop de fleurs de Sureau,63033,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,
342,Canistrelli,3352770061512,['France'],[],[],?,489,2046 kj(489 kcal),24,"4,5",59,2,"8,6","3,6","1,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,Yaourt sucre fraise : mara des bois - 180g,3483130801216,['France'],[],[],?,97,406 kj(97 kcal),"2,8","1,8",15,15,"2,9","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180 g,,,,,,,,,,,,,
344,Comté AOP - 12Mois,2480253057002,['France'],[],[],?,417,1745 kj(417 kcal),34,20,"0,5","0,5",28,"0,8","0,32",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",,-0%,-2%,+8%,+4%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,34 g,en quantité élevée,20 g,en quantité élevée,0.5 g,en faible quantité,0.8 g,en quantité modérée,-0%,-12%,+87%,-5%,-5%,13,0%,D,0%,,,,,,,,,,,,,,
345,CAILLETTE ARDECHOISE GUEZE,3421014887406,['France'],[],[],?,?,,?,,?,,?,,,,['Caillettes'],,,,,,,,,,,,,['Gueze'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,Sirop de bouleau blanc,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,Beignet parf Framboise *4 - Leclerc,0209458026178,['France'],[],[],?,307,1284 kj(307 kcal),15,"3,8",37,17,"6,1","0,56","0,224",,,,,,,,,,,,,,,['Leclerc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,Limonade artisanale Chocolat - Elixia,3760045175091,['France'],[],[],?,42,176 kj(42 kcal),"0,1","0,1","9,9","9,9","0,2","0,002","0,001",,,,,,,,,,,,,,,['Elixia'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,Saucisson cuit à l'ail,2433447015944,['France'],[],[],?,234,979 kj(234 kcal),"17,9","6,71","1,6","0,4","16,6","1,67","0,668",E,"['Viandes', 'Charcuteries', 'Saucissons', ""Saucissons à l'ail""]",,-14%,-20%,+45%,+4%,80.5%,12.7%,2.9%,1.1%,0.6%,2.3%,21,,17.9 g,en quantité modérée,6.71 g,en quantité élevée,0.4 g,en faible quantité,1.67 g,en quantité élevée,-15%,-22%,-44%,-21%,-21%,15,-22%,D,-22%,,"[""Saucisson à l'ail""]",,"['FR 69.259.002 CE', 'Vénissieux (Rhône, France)']",,,,,,,,,,
350,Morue à la biscayenne - Bixente Ibarra,3482970008328,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,['Bixente Ibarra'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,Poulet rôti - Carrefour,0209400050510,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,['Carrefour'],,,,,,,
352,Brechbohnen - REWE Bio,3017800245347,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Surgelés', 'Aliments à base de plantes surgelés', 'Légumineuses surgelées', 'Haricots surgelés']",,,,,,,,,,,,,['REWE Bio'],,,,,,,,,,,,,,,,,,,"['Bio', 'en:EG-Öko-Verordnung', 'en:Naturland']",['Konserve'],,,,,,,,,,,
353,Erbsen sehr fein mit Möhren - Aronde - 800g,3017800245408,"['France', 'Allemagne']",[],[],?,63,264 kj(63 kcal),"0,6",,"8,8","3,7","3,4",,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Légumineuses en conserve', 'Petits pois et carottes en conserve']",,+9%,+21%,+8%,+10%,26.6%,34.8%,16.3%,8.2%,7.5%,6.7%,88,['Aronde'],0.6 g,en faible quantité,,,3.7 g,en faible quantité,,,+10%,,+9%,,,,,,,800g,,['Dose'],,,,,,,,,,,
354,Pain Bun nature - 4x 90g,3511240610098,['France'],[],[],?,335,1402 kj(335 kcal),"7,2","1,3",54,"2,7","9,6","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 x 90 g,['Fabriqué en France'],,,,,,,,,,,,
355,Breizh Bier,3328043363201,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,Bio aloe vera,5213006560033,['France'],[],[],?,48,201 kj(48 kcal),"0,1","0,1",12,"11,1",0,"0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,
357,Jambon,2653869024663,['France'],[],[],?,189,791 kj(189 kcal),11,"3,8","0,5","0,3",22,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,Mimolette extra vieille,0210864037009,['France'],[],[],?,?,,?,,?,,?,,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Mimolettes', 'Mimolettes extra vieilles', 'Fromages-du-nord-pas-de-calais']",,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,Rosette pur porc tranchée sans peau Fourme d'Ambert,47272323,['France'],[],[],?,468,1958 kj(468 kcal),"38,6","15,1","2,8","2,1","27,3","4,6","1,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,Noisettes enrobées de chocolat au lait,3501940872001,['France'],[],[],?,604,2527 kj(604 kcal),45,18,41,36,"8,7","0,14","0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,Spring thon cuit,3701035400496,['France'],[],[],?,162,678 kj(162 kcal),7,"0,3","21,9","2,3","2,1","0,49","0,196",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,Gorgonzola dop,2629500014966,['France'],[],[],?,319,1335 kj(319 kcal),27,16,0,0,19,"1,5","0,6",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte persillée', 'Fromages italiens', 'Gorgonzolas']",,-3%,-3%,-100%,+5%,84.7%,5.9%,3.1%,4.1%,1.8%,0.5%,54,,27 g,en quantité élevée,16 g,en quantité élevée,0 g,en faible quantité,1.5 g,en quantité modérée,-3%,-16%,-100%,0%,0%,14,-3%,D,-3%,,,,,,,,,,,,,,
363,3 andouillettes aux herbes pur porc,2689750026447,['France'],[],[],?,229,958 kj(229 kcal),17,7,1,0,18,"2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 35.152.002 CE', 'Liffré (Ille-et-Vilaine, France)']",,,,,,,,,,
364,Poulet cuit fumé,0285847042974,['France'],[],[],?,199,833 kj(199 kcal),13,"3,8","0,5","0,5",20,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 56.017.001 CE', 'Bignan (Morbihan, France)']",,,,,,,,,,
365,Aperitif figue,3435565601183,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,Picodon,3332300003007,['France'],[],[],?,335,1402 kj(335 kcal),26,19,2,"1,5",20,"1,25","0,5",E,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Fromages de chèvre', 'Fromages à pâte molle à croûte naturelle', 'Picodon']",,+4%,+1%,+40%,+3%,91.6%,3.0%,2.1%,2.1%,0.9%,0.3%,33,,26 g,en quantité élevée,19 g,en quantité élevée,1.5 g,en faible quantité,1.25 g,en quantité modérée,+5%,+6%,+86%,-7%,-7%,14,+4%,D,+4%,,,,,,,,,,,,,,
367,Biere d'hiver,3760174806248,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,Sardines à l'huile d'olive,3760133677711,['France'],[],[],?,300,1255 kj(300 kcal),"24,2",4,0,0,"20,6","1,38","0,552",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,8032715389820,8032715389820,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,4 coquilles St Jacques à la Bretonne pauvres en sel,3448116090015,['France'],[],[],?,148,619 kj(148 kcal),"8,4","5,6","8,3","2,3","7,1","0,27","0,108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,Arôme Vanille,6130114000086,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Arôme vanille'],,,,,,,,,,,
372,Saumon,15869005134,['France'],[],[],?,0,0 kj(0 kcal),"13,04","3,01","0,1","0,1","20,4","0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,8435382815393,8435382815393,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,,,,,
374,Maison Giffaud,2472525032473,['France'],[],[],?,175,732 kj(175 kcal),"9,8","3,4","1,3","0,1","20,6","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,Farce,2676351024019,['France'],[],[],?,174,728 kj(174 kcal),"11,9",5,11,"0,96","15,6","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,Poulet fermier Label Rouge,2209347005619,['France'],[],[],?,147,615 kj(147 kcal),7,2,"0,4","0,4",21,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Label Rouge'],,,,,,,,,,,,
377,Le poulet cuit et fumé,0256828041002,['France'],[],[],?,175,732 kj(175 kcal),"8,3",0,"0,48",0,"24,5","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,Carpaccio boeuf huile olive citron,2434430030319,['France'],[],[],?,202,845 kj(202 kcal),14,"3,3",0,0,19,"0,95","0,38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Viande Française', 'Fabriqué en France', 'Viande-bovine-francaise']",,"['FR 51.649.002 CE', 'Vitry-le-François (Marne, France)']",,,,,,,,,,
379,Le poulet du rotisseur - Maître Coq,0215231059363,['France'],[],[],?,0,0 kj(0 kcal),9,"2,5",1,0,24,1,"0,4",,,,,,,,,,,,,,,['Maître Coq'],,,,,,,,,,,,,,,,,,,['Sans conservateurs'],,"['FR 85.065.001 CE', 'Chavagnes-en-Paillers (Vendée, France)']",,,,,,,,,,
380,Tomates séchées dans l'huile - Zalea,8436549521034,['France'],[],[],?,341,1427 kj(341 kcal),"10,79","1,89","47,59",0,13,"2,3","0,92",,,,,,,,,,,,,,,['Zalea'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,fraise des bois,3576371520081,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,,,,,
382,Noix de cajou crue,2600203042241,['France'],[],[],?,595,2489 kj(595 kcal),"43,9","7,8","30,2","5,9","18,2","0,03","0,012",E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou']",,-1%,-5%,+18%,-3%,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,,43.9 g,en quantité élevée,7.8 g,en quantité élevée,5.9 g,en quantité modérée,0.03 g,en faible quantité,-0%,-8%,-9%,-95%,-95%,5,-34%,C,-34%,,,,,,,,,,,,,,
383,Les encornets farcis,2607908070197,['France'],[],[],?,130,544 kj(130 kcal),"7,4",1,"8,8","1,3","6,6","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,Aceite Virgen de Nuez,8437011502216,['France'],[],[],?,900,3766 kj(900 kcal),100,9,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,Figrolls,5011021403324,['France'],[],[],?,8,33 kj(8 kcal),"9,1","4,2",73,"36,8","4,5","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,Poulet du Grand-Est-Éleveurs Régionaux,2658037028214,['France'],[],[],?,199,833 kj(199 kcal),14,"3,1","0,5","0,5",18,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,8428626010364,8428626010364,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,Pate a tartiner,9185654,['France'],[],[],?,536,2243 kj(536 kcal),"30,7","5,7","57,3","55,3","5,7","0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,Pain nordique - Leclerc,0208362009710,['France'],[],[],?,321,1343 kj(321 kcal),5,1,52,"1,9",14,"0,03","0,012",,,,,,,,,,,,,,,['Leclerc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,Véritable andouille de Guémené,2619002025867,['France'],[],[],?,254,1063 kj(254 kcal),21,11,"0,4",0,16,2,"0,8",,['Fr:Andouille de Guémené'],,+3%,+6%,+29%,-2%,,,,,,,,,21 g,en quantité élevée,11 g,en quantité élevée,0 g,en faible quantité,2 g,en quantité élevée,+3%,+9%,-100%,-20%,-20%,21,-2%,E,-2%,,,,,,,,,,,,,,
391,Rosé pamplemousse,3760196523901,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,Les purs chocolats suisses - Villars - 3x 50g,7610036034011,['France'],[],[],?,570,2385 kj(570 kcal),38,23,50,49,7,"0,36","0,144",,,,,,,,,,,,,,,['Villars'],,,,,,,,,,,,,,,,,,3 x 50 g,['Fabriqué en Suisse'],,,,,,,,,,,,
393,Leclerc,0202187017455,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,['Leclerc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,4260158887038,4260158887038,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,Fancy Cashews,71018022551,['France'],[],[],?,570,2385 kj(570 kcal),47,8,30,5,17,"0,48","0,192",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,Chipolatas persilles,2238521026508,['France'],[],[],?,205,858 kj(205 kcal),15,"5,8","0,6","0,6",17,"1,8","0,72",E,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Chipolatas']",,-14%,-21%,-49%,+10%,86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,,15 g,en quantité modérée,5.8 g,en quantité élevée,0.6 g,en faible quantité,1.8 g,en quantité élevée,-14%,-20%,-5%,0%,0%,14,-16%,D,-16%,,['Sans colorants'],,"['FR 28.027.005 CE', 'Bazoche-Gouet (Eure-et-Loir, France)']",,,,,,,,,,
397,Filets de maquereaux muscadet et aromates - 176g,9451579350057,['France'],[],[],?,135,565 kj(135 kcal),9,3,0,0,14,"1,15","0,46",D,"['Produits de la mer', 'Poissons', 'Filets de poissons', 'Maquereaux', 'Filets de maquereaux']",,-39%,-45%,-100%,-15%,39.4%,14.2%,30.5%,14.0%,0.9%,0.9%,45,,9 g,en quantité modérée,3 g,en quantité modérée,0 g,en faible quantité,1.15 g,en quantité modérée,-39%,-19%,-100%,+4%,+4%,3,-52%,C,-52%,176 g,['Fabriqué en France'],,,,,,,,,,,,
398,Poivre noir,6111242803398,['France'],[],[],?,100,418 kj(100 kcal),15,10,10,5,55,12,"4,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,0628668000127,0628668000127,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,Chips Nature - Lay's,3168930117506,['France'],[],[],?,541,2264 kj(541 kcal),34,"2,7",52,"0,3","6,1","1,3","0,52",,,,,,,,,,,,,,,"[""Lay's""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,0839298000757,0839298000757,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,Jambon a l'ancienne,0253028037262,['France'],[],[],?,673,2816 kj(673 kcal),"7,9","2,9","0,3","0,3","22,1","1,9","0,76",E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', ""Jambons cuits à l'ancienne""]",,+343%,+28%,-40%,-1%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,7.9 g,en quantité modérée,2.9 g,en quantité modérée,0.3 g,en faible quantité,1.9 g,en quantité élevée,+341%,+20%,-38%,-3%,-3%,18,+84%,D,+84%,,,,,,,,,,,,,,
403,Apple and blackcurrant juice,5391521310040,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,Bonbons polar - Halter,7610114030393,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,['Halter'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,Gorgonzola,2850639027484,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,Pietra bière Corsa,2498634100001,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,Princesse Amandine - Priméale,3760032217285,['France'],[],[],?,72,301 kj(72 kcal),"0,22","0,03","15,8","0,51",2,"0,098","0,039",,,,,,,,,,,,,,,['Priméale'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,Haribo dragibus,8744220040195,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,['Haribo'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,Jus de cuisson - Christian Potier,3302767152068,['France'],[],[],?,58,243 kj(58 kcal),3,1,4,1,1,0,0,,,,,,,,,,,,,,,['Christian Potier'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,Filets de poulet blanc FERMIER d'Auvergne,0287457038965,['France'],[],[],?,?,,?,,?,,?,,,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,,,,,,,['Label Rouge'],,"['EMB 03236', 'Saint-Germain-des-Fossés (Allier, France)']",,,,,,,,,,
411,Roasted nuts and sea salt - 480g,0602652258251,['France'],[],[],?,513,2146 kj(513 kcal),38,"5,2",37,12,"15,5","0,86","0,344",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480 g,['en:gluten-free'],,,,,,,,,,,,
412,Perfect fit,4008429092497,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,Thriller,5099750442227,['France'],[],[],?,562,2351 kj(562 kcal),"31,7","5,4","43,2","4,6","24,9","1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,Sohanmohammad,6260860700142,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,Pain aux 2 lins,0200058009844,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,Graine de chia,2218436053004,['France'],[],[],?,?,,?,,?,,?,,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Chia']",,,,,,88.0%,0.0%,4.6%,2.4%,3.1%,1.9%,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,Boudin Galabart,0237024025195,['France'],[],[],?,309,1293 kj(309 kcal),24,"9,4","4,4","2,3","18,9","1,54","0,616",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,U BEL FIURITU,3760025680072,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['FR 2B.346.003 CE'],,,,,,,,,,
419,Pâte à tartiner lait - 300g,3549170003741,['France'],[],[],?,502,2100 kj(502 kcal),"26,1","21,5","60,9","45,4","5,8",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300 g,,,,,,,,,,,,,
420,Herbes de Provence - Oliviers & Co,3547130094310,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,['Oliviers & Co'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,Paris Brest,3276551095858,['France'],[],[],?,334,1397 kj(334 kcal),25,15,21,15,"5,3","0,15","0,06",C,"['Biscuits et gâteaux', 'Pâtisseries', 'Paris-Brest']",,-4%,-1%,-20%,-6%,74.4%,15.8%,4.4%,3.1%,2.3%,0.0%,60,,25 g,en quantité élevée,15 g,en quantité élevée,15 g,en quantité élevée,0.15 g,en faible quantité,-4%,+15%,-5%,-57%,-57%,17,-4%,D,-4%,,,,,,,,,,,,,,
422,Batard nordique,0201371009719,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,Le delice saveur vanille - 2x 120g,3308589890966,['France'],[],[],?,97,406 kj(97 kcal),"2,9","1,9",17,11,"0,6","0,17","0,068",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 x 120 g,,,,,,,,,,,,,
424,Go ahead,5000168214214,['France'],[],[],?,480,2008 kj(480 kcal),"24,4","10,6","50,9","30,6",11,"0,19","0,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,paté de campagne au pineau des charentes,2252488013784,['France'],[],[],?,312,1305 kj(312 kcal),25,"9,8","1,7",1,16,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans colorants'],,,,,,,,,,,,
426,Sultan orange,9120059360250,['France'],[],[],?,29,121 kj(29 kcal),0,0,"9,8","6,5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,Gateau a la broche,0276127024803,['France'],[],[],?,396,1657 kj(396 kcal),"20,04","13,4","41,02","24,48",6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,Asperges blanched miniatures - Rochefontaine,66434054,['France'],[],[],?,15,63 kj(15 kcal),0,0,"1,9","1,7","1,2","0,9","0,36",,,,,,,,,,,,,,,['Rochefontaine'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,2 feuilletés chèvre épinards,3448119006020,['France'],[],[],?,269,1125 kj(269 kcal),18,12,19,1,"5,7",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,Guimauve Tutti-Frutti,3518161003886,['France'],[],[],?,344,1439 kj(344 kcal),0,0,"81,8",81,"4,2","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'en:gluten-free', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Fabriqué en France', 'AB Agriculture Biologique']",,,,,,,,,,,,
431,Mini beignet chocolat ×12 - Leclerc,0206025019359,['France'],[],[],?,455,1904 kj(455 kcal),27,12,44,24,7,"0,57","0,228",,,,,,,,,,,,,,,['Leclerc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
