,name,bar_code,brand,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,categories,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,labels,generic_name,quantity,packaging,markets,fats_lipids_quantity,fats_lipids_comment,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,manufacturing,traceability_code,palm_ingredients,ingredients_origins,link,brand_owner,producer_info,origin_detail
816,olives noires entières,8411578503817,,['France'],[],,,[],,?,132,552 kj(132 kcal),"14,2","2,9","2,9","0,5","1,2","2,4","0,96","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives noires', 'Olives entières', 'Olives noires entières']",2.9 g,en quantité modérée,0.5 g,en faible quantité,2.4 g,en quantité élevée,,-53%,-54%,-49%,-26%,-29%,-15%,-25%,-52%,-52%,,,,,,14.2 g,en quantité modérée,13,-5%,D,-5%,B,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,,,,,,,,
817,Covap,8411585000408,['Covap'],['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,Chufi,8411610004067,['Chufi'],"['France', 'Espagne']",[],,,[],,?,77,322 kj(77 kcal),"2,3","0,6",13,10,"0,6","0,08","0,032","['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Substitut du lait', 'Boissons végétales', 'Boissons végétales de souchet', 'Horchatas de chufa']",0.6 g,en faible quantité,10 g,en quantité élevée,0.08 g,en faible quantité,,0%,+0%,-5%,+13%,0%,-7%,0%,-3%,-3%,,,,,,2.3 g,en quantité modérée,2,-11%,B,-11%,,,,,,,,,,,,,,,,
819,Leche merengada -,8411610004166,,"['France', 'Espagne']",[],,,[],,?,72,301 kj(72 kcal),"1,7","1,2",11,11,3,"0,13","0,052","['Boissons', 'Produits laitiers', 'Boissons lactées']",1.2 g,en quantité modérée,11 g,en quantité élevée,0.13 g,en faible quantité,,+4%,+3%,+6%,+22%,+6%,+13%,+4%,+17%,+17%,,,,,,1.7 g,en quantité modérée,19,+30%,E,+30%,,,,,,,,,,,,,,,,
820,Pâté iberico - Coren - 78g,8411769002327,['Coren'],"['France', 'Espagne']","['PATÉ DE HIGADO DE CERDO IBÉRICO Producto cárnico esterilizado INGREDIENTES: Tocino de cerdo ibérico higado de cerdo ibérico ', '35%', 'agua', 'leche en polvo', 'huevo', 'sal', 'emulgente ', 'E-472c', 'azúcar', 'vino de Jerez', 'especias', 'antioxidante ', 'E-301', ' y conservador ', 'E-250']","[""E472c - Ester citrique des mono et diglycérides d'acides gras alimentaires"", 'E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",['Œufs'],"[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,?,394,1648 kj(394 kcal),39,11,"0,8","0,7","8,6",1,"0,4","['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Pâté', 'Pâtés de porc', 'Pâtés de foie de porc']",11 g,en quantité élevée,0.7 g,en faible quantité,1 g,en quantité modérée,,+27%,+27%,+41%,+5%,-62%,+0%,-24%,-32%,-32%,['es:Iberico'],,78g,['lata aluminio'],,39 g,en quantité élevée,18,-3%,D,-3%,C,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,['España'],['ES 10.01678/PO CE'],,['Espagne'],,,,
821,Miel de fleurs - San Miguel - 1000g,8411770021447,['San Miguel'],['France'],['Miel'],,,"['Sans huile de palme', 'Non végétalien', 'Végétarien']",2,?,325,1360 kj(325 kcal),0,0,"80,8",70,"0,4","0,5","0,2","['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",0 g,en faible quantité,70 g,en quantité élevée,0.5 g,en quantité modérée,,+9%,+9%,-100%,-100%,+4%,+1%,+18%,+2037%,+2037%,,,1000 g,,,0 g,en faible quantité,,,,,B,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,
822,Torrón dur d'Ametlla,8411784150508,,['France'],[],,,[],,?,558,2335 kj(558 kcal),31,"3,3","42,8",37,"13,1","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823,Turrón duro de almendra - Primitivo Picó,8411784666900,['Primitivo Picó'],['France'],"['IIT', ' DUR NOUGAT AMANDES INGRÉDIENTS', ""' Amandes grillées "", '34%', 'sirop de glucose', 'sucre', 'miel', ""blanc d'oeuf et plaquette"", "" Il peut contenir des traces de noix d'autres"", 'arachides', 'lait et soja', 'Consetver dans un endroitfrais etsec']",,"['Œufs', 'Fruits à coque']",['Non végétalien'],4,?,473,1979 kj(473 kcal),21,"1,5",63,62,8,"0,07","0,028","['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Confiseries de Noël', 'Touron', 'Tourons aux amandes', 'Tourons croquants aux amandes']",1.5 g,en quantité modérée,62 g,en quantité élevée,0.07 g,en faible quantité,,-12%,-12%,-37%,-47%,+48%,+65%,-42%,+97%,+97%,['Fabriqué en Espagne'],,,,,21 g,en quantité élevée,16,+12%,D,+12%,E,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,,,,,
824,Chorizo Asador - Argal,8411814207370,['Argal'],['France'],"['Viande de porc ', '132g de viande de porc mise en oeuvre pour 100g de produit fini', 'paprika', 'sel', 'epices', 'ail', 'boyau naturel comestible']",,,"['Non végétalien', 'Non végétarien']",,?,403,1686 kj(403 kcal),35,14,1,1,21,4,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825,Chorizo iberico - Terroirs Espagne,8411814216518,['Terroirs Espagne'],['France'],"['Chorizo ', 'bérico Origine Espagne nutritionnelle moyenne pour 100 9 kJ/']",,,"['Non végétalien', 'Non végétarien']",,?,432,1807 kj(432 kcal),36,14,3,2,24,"4,05","1,62",,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,
826,Marshmallows,8411823510393,,['France'],[],,,[],,?,341,1427 kj(341 kcal),0,0,81,73,"4,2","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,"Turrón duro de almendra - 10,6oz",8411858211012,,['France'],[],,,[],,?,545,2280 kj(545 kcal),38,3,36,"32,5",15,"0,02","0,008","['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Confiseries de Noël', 'Touron']",3 g,en quantité modérée,32.5 g,en quantité élevée,0.02 g,en faible quantité,,+4%,+4%,+21%,-43%,-20%,-15%,+25%,-69%,-69%,['Fabriqué en Espagne'],,"10,6 oz",,,38 g,en quantité élevée,15,-9%,D,-9%,E,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,,,,,
828,Nougat dur aux amandes,8411858217502,,['France'],[],,,[],,?,514,2151 kj(514 kcal),28,"2,5",55,45,10,"0,02","0,008",,,,,,,,,,,,,,,,,,['Fabriqué en Espagne'],,,,,,,,,,,,,,,,,,,,,,,,,,
829,"Turrón Blando de Almendra - Don Gonzalo - 7,05oz",8411858217519,['Don Gonzalo'],['France'],"['Amandes grillées ', '50%', 'sirop de glucose', 'sucre', 'miel', ""blanc d'oeuf et émulsifiant "", 'E-471', "" Il peut contenir des traces d'autres noix"", 'arachides et lait']","[""E471 - Mono- et diglycérides d'acides gras alimentaires""]","['Œufs', 'Fruits à coque']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",4,?,545,2280 kj(545 kcal),38,3,36,"32,5",15,"0,02","0,008","['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Confiseries de Noël', 'Touron']",3 g,en quantité modérée,32.5 g,en quantité élevée,0.02 g,en faible quantité,,+4%,+4%,+21%,-43%,-20%,-15%,+25%,-69%,-69%,,,"7,05 oz",,,38 g,en quantité élevée,11,-33%,D,-33%,E,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,,,,,
830,Match Ball Ketchup - risi,8411859550509,['Risi'],"['France', 'Espagne']",[],,,[],,?,468,1958 kj(468 kcal),"20,9","2,6","64,7","8,2","5,3",2,"0,8","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Viennoiseries', 'Brioches', 'Briochettes']",2.6 g,en quantité modérée,8.2 g,en quantité modérée,2 g,en quantité élevée,,+33%,+31%,+60%,-53%,+30%,-43%,-34%,+113%,+113%,['en:gluten-free'],,,,,20.9 g,en quantité élevée,16,+10%,D,+10%,C,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,,,,,,,
831,Onduladas - Risi,8411859553005,['Risi'],"['France', 'Espagne']",[],,,[],,?,549,2297 kj(549 kcal),"34,5","4,3",53,1,6,"1,2","0,48","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de pommes de terre']",4.3 g,en quantité modérée,1 g,en faible quantité,1.2 g,en quantité modérée,,+3%,+3%,+6%,+39%,+3%,-29%,+1%,-8%,-8%,,,,,,34.5 g,en quantité élevée,15,+33%,D,+33%,B,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,,,,,,,,
832,Gusanitos saveur ketchup - Risi,8411859553258,['Risi'],"['France', 'Espagne']",[],,,[],,?,492,2059 kj(492 kcal),22,"2,8","67,7","5,4","5,9","1,9","0,76","['Snacks', 'Snacks salés']",2.8 g,en quantité modérée,5.4 g,en quantité modérée,1.9 g,en quantité élevée,,+6%,+7%,-9%,-34%,+42%,+65%,-31%,+23%,+23%,,,,,,22 g,en quantité élevée,17,+39%,D,+39%,,,,,,,,,,,,,,,,
833,Risketos Original - Risi - 80g,8411859554606,['Risi'],"['France', 'Espagne']","['Sémola de maíz', 'aceite de girasol alto oleico ', '26,5%', 'aceite de girasol ', '9%', 'aroma de queso [aroma', 'potenciador del sabor ', 'E-621', ' colorante ', 'extracto de pimentón', ']', 'y sal y emulgente ', 'E-471']","['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E160c - Extrait de paprika', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]",['Lait'],"[""Pourrait contenir de l'huile de palme"", 'Peut-être végétalien', 'Peut-être végétarien']",4,?,556,2326 kj(556 kcal),"35,5","3,6","53,5","2,3","5,5","1,2","0,48","['Snacks', 'Snacks salés', 'Apéritif']",3.6 g,en quantité modérée,2.3 g,en faible quantité,1.2 g,en quantité modérée,,+19%,+19%,+47%,-12%,+4%,-26%,-28%,-23%,-23%,['en:gluten-free'],,80 g,,,35.5 g,en quantité élevée,14,+10%,D,+10%,,,,,,,,,,,,,,,,
834,Espanjalainen hunaja - la obrera,8411882000033,['la obrera'],"['France', 'Espagne']",[],,,[],,?,335,1402 kj(335 kcal),0,0,83,73,"0,3","0,003","0,001","['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels']",0 g,en faible quantité,73 g,en quantité élevée,0.003 g,en faible quantité,,+16%,+15%,-100%,-100%,+8%,+5%,-8%,-81%,-81%,,,,,,0 g,en faible quantité,,,,,B,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,
835,Miel De Romero - La Obrera - 500g,8411882000071,['La Obrera'],['France'],['Miel'],,,"['Sans huile de palme', 'Non végétalien', 'Végétarien']",2,?,?,,?,,?,,?,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels liquides', 'Miels de romarin']",,,,,,,,,,,,,,,,,,,500 g,"['Bocal', 'Verre', 'métal']",,,,,,,,B,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,['Espagne'],,,,,,,
836,Miel de chêne - La Obrera,8411882000378,['La Obrera'],['France'],[],,,[],,?,335,1402 kj(335 kcal),0,0,"83,3",70,"0,3",0,0,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de chêne']",0 g,en faible quantité,70 g,en quantité élevée,0 g,en faible quantité,,+16%,+15%,-100%,-100%,+8%,+1%,-8%,-100%,-100%,,,,,,0 g,en faible quantité,,,,,B,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,['ES 23.00741/V CE'],,['Espagne'],,,,
837,Miel de fleurs,8411882004826,,['France'],[],,,[],,?,339,1418 kj(339 kcal),"0,5","0,1",84,73,"0,5","0,01","0,004","['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",0.1 g,en faible quantité,73 g,en quantité élevée,0.01 g,en faible quantité,,+14%,+13%,+355%,+194%,+9%,+5%,+47%,-57%,-57%,,,,,,0.5 g,en faible quantité,,,,,B,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,
838,Bonito del norte en aceite de oliva elaborado a mano frasco 260 g - Arroyabe,8411911225253,['Arroyabe'],['France'],[],,,[],,?,184,770 kj(184 kcal),"7,71","1,58",0,0,"28,7",1,"0,4","['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Thons', 'Thons en conserve', ""Thons à l'huile"", ""Thons à l'huile d'olive"", 'Thons blancs', ""Thon germon à l'huile d'olive""]",1.58 g,en quantité modérée,0 g,en faible quantité,1 g,en quantité modérée,,-19%,-19%,-44%,-43%,-100%,-100%,+19%,+0%,+0%,,,,,,7.71 g,en quantité modérée,2,-61%,B,-61%,E,93.6%,0.0%,1.2%,4.4%,0.6%,0.2%,21,,,,,,,,
839,Esparragos blancos extra - Celorrio,8411916130453,['Celorrio'],['France'],"['Asperges', 'eau', 'sel', 'acidifiant: acide citrique']",['E330 - Acide citrique'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,?,27,113 kj(27 kcal),"0,6",0,"2,5","2,1","2,1","0,71","0,284","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Légumes tiges', 'Asperges', 'Asperges blanches']",0 g,en faible quantité,2.1 g,en faible quantité,0.71 g,en quantité modérée,,+42%,+47%,+141%,-100%,+28%,+79%,+43%,-10%,-10%,,,,,,0.6 g,en faible quantité,-3,,A,,C,63.9%,17.1%,7.8%,4.4%,4.6%,2.3%,58,,,,,,,,
840,Apio Rallado Tarro 350GR - Celorrio,8411916132013,['Celorrio'],['France'],[],,,[],,?,22,92 kj(22 kcal),"0,5",0,"3,18",0,"0,76","0,66","0,264",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,Cornichons - Celorrio,8411916202563,['Celorrio'],['France'],[],,,[],,?,16,67 kj(16 kcal),0,0,0,0,1,"2,4","0,96","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Pickles de concombres', 'Cornichons']",0 g,en faible quantité,0 g,en faible quantité,2.4 g,en quantité élevée,,-41%,-37%,-100%,-100%,-100%,-100%,-1%,+40%,+40%,,,,,,0 g,en faible quantité,5,+130%,C,+130%,,,,,,,,,,,,,,,,
842,Pomme de terre entiers - Celorrio,8411916202884,['Celorrio'],"['France', 'Espagne']",[],,,[],,?,25,105 kj(25 kcal),21,"0,054","13,61","0,5","1,41","0,547","0,219","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Céréales et pommes de terre', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Pommes de terre', 'Pommes de terre en conserve']",0.054 g,en faible quantité,0.5 g,en faible quantité,0.547 g,en quantité modérée,,-57%,-57%,+4640%,-28%,+12%,+1%,-1%,+9%,+9%,,,,,,21 g,en quantité élevée,-3,,A,,B,28.6%,0.0%,23.6%,24.0%,19.8%,4.1%,98,,,,,,,,
843,Gazpacho - Celorrio,8411916300436,['Celorrio'],['France'],[],,,[],,?,28,117 kj(28 kcal),"1,1",0,"3,7","3,1",1,"2,8","1,12","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Soupes de légumes', 'Soupes froides', 'Gaspacho']",0 g,en faible quantité,3.1 g,en faible quantité,2.8 g,en quantité élevée,,-32%,-32%,-55%,-100%,+10%,+22%,+27%,+320%,+320%,,,,,,1.1 g,en faible quantité,10,+740%,C,+740%,B,8.9%,40.5%,20.0%,12.5%,12.7%,5.4%,98,,,,,,,,
844,Haricot blanc - Celorrio,8411916303956,['Celorrio'],['France'],[],,,[],,?,89,372 kj(89 kcal),1,"0,1",15,"0,3","4,3","0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,Asperges Celorrio - Compteur compare S.A - 660,8411916307992,['Compteur compare S.A'],['France'],[],,,[],,?,27,113 kj(27 kcal),"0,65","0,1","2,5","1,1","2,1","0,71","0,284",,,,,,,,,,,,,,,,,,,,660,,,,,,,,,,,,,,,,,,,,,,,,
846,Petits pois moyens - Celorrio,8411916700069,['Celorrio'],"['France', 'Espagne']",[],,,[],,?,103,431 kj(103 kcal),"0,8",0,"15,5","1,8","5,3","1,1","0,44","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Légumineuses en conserve', 'Petits pois', 'Petits pois en conserve']",0 g,en faible quantité,1.8 g,en faible quantité,1.1 g,en quantité modérée,,+36%,+34%,+16%,-100%,+53%,-46%,+10%,+98%,+98%,,,,,,0.8 g,en faible quantité,-3,,A,,B,37.9%,30.3%,14.5%,7.3%,4.0%,5.9%,85,,,,,,,,
847,Calamares En Su Tinta - Miau - 111g,8411916811918,['Miau'],['France'],"['Calmars', 'huile de tournesol', 'tomate', 'oignon', 'encre', 'sel', 'épices et vin blanc', ' Poids Net: I I lg - Poids Égoutté: 72g']",,['Mollusques'],"['Non végétalien', 'Non végétarien']",,?,231,967 kj(231 kcal),"17,2","4,4","8,3","0,5",11,"0,76","0,304",,,,,,,,,,,,,,,,,,,,111 g,,,,,,,,,,,,,,,,,,,,,,,,
848,Calamares en salsa americana - Miau - 111g,8411916811987,['Miau'],"['France', 'Espagne']","['Calmars', 'huile de tournesol', 'tomate', 'oignon', 'sel', 'épices et vin blanc']",,['Mollusques'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,?,196,820 kj(196 kcal),11,"4,6",12,"1,3",11,"0,72","0,288","['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve']",4.6 g,en quantité modérée,1.3 g,en faible quantité,0.72 g,en quantité modérée,,-8%,-7%,-21%,+63%,+1374%,+226%,-45%,-28%,-28%,"['Fabriqué en Espagne', 'Sans conservateurs']",,111 g,,,11 g,en quantité modérée,4,-8%,C,-8%,,,,,,,,,,,,,,,,
849,Coeur d'artichaud - Golden Classic,8411942302022,['Golden Classic'],['France'],"[""Coeurs d'artichaut"", 'eau', 'se/ et acidifiant ', 'Acide Citrique', ',']",['E330 - Acide citrique'],,[],,?,30,126 kj(30 kcal),"0,2",0,5,1,"1,5","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,Crispa,8411949054221,,['France'],[],,,[],,?,468,1958 kj(468 kcal),"19,3","2,55","70,8","1,7","2,7","2,27","0,908",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,Olives anchois,8411968114302,,['France'],[],,,[],,?,139,582 kj(139 kcal),"13,6","2,8",3,"0,5","1,1","2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,Oliva Negre Grega Deshosada 150GR Karina C / 12 - Leader Price,8411968301382,['Leader Price'],['France'],"['Eau', 'purée de fraise 40%', 'sucre', 'jus de cassis à base de concentré', 'acidifiant : jus de citron à base de concentré']",,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",,?,129,540 kj(129 kcal),"13,2","2,2",0,0,"0,5","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,['Leader Price'],,,,,,,,,,,,,,,,"['EMB 26174B', 'Margès (Drôme, France)']",,,,,,
853,Turron De Jijona Aoc - 200g,8411994000310,,['France'],[],,,[],,?,557,2330 kj(557 kcal),34,"2,6",45,34,14,0,0,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Confiseries de Noël', 'Touron', 'Tourons aux amandes', 'Tourons crémeux aux amandes']",2.6 g,en quantité modérée,34 g,en quantité élevée,0 g,en faible quantité,,+2%,+2%,-5%,-10%,+15%,0%,-8%,-100%,-100%,['en:gluten-free'],,200 g,,,34 g,en quantité élevée,15,+9%,D,+9%,E,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,,,,,
854,Turrón de Jijona - 150g,8411994000716,,['France'],[],,,[],,?,525,2197 kj(525 kcal),34,"2,6",37,34,14,"0,01","0,004","['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Confiseries de Noël', 'Touron', 'Tourons aux amandes', 'Tourons crémeux aux amandes']",2.6 g,en quantité modérée,34 g,en quantité élevée,0.01 g,en faible quantité,,-3%,-4%,-5%,-10%,-5%,0%,-8%,-71%,-71%,['en:gluten-free'],,150 g,,,34 g,en quantité élevée,15,+9%,D,+9%,E,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,,,,,
855,Nougat -  - 200g,8412080001303,,['France'],[],,,[],,?,442,1849 kj(442 kcal),13,1,72,62,7,"0,07","0,028","['Snacks', 'Snacks sucrés', 'Confiseries', 'Nougats', 'Nougats blancs']",1 g,en faible quantité,62 g,en quantité élevée,0.07 g,en faible quantité,,0%,-0%,-14%,-29%,+6%,+7%,+3%,-6%,-6%,,,200 g,,,13 g,en quantité modérée,15,-4%,D,-4%,E,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,,,,,
856,Nougat tendre cacahuete cacao,8412080001372,,['France'],[],,,[],,?,405,1695 kj(405 kcal),10,1,70,64,6,"0,08","0,032",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,Soit tendre mix - 900g,8412080002133,,['France'],[],,,[],,?,427,1787 kj(427 kcal),11,"1,2",80,67,6,"0,08","0,032",,,,,,,,,,,,,,,,,,,,900 g,,,,,,,,,,,,,,,,,,,,,,,,
858,Torta turron divers duro de cacahuete - Edelweiss,8412080002775,['Edelweiss'],['France'],[],,,[],,?,538,2251 kj(538 kcal),24,4,46,39,15,0,0,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Confiseries de Noël', 'Touron', 'Tourons aux cacahuètes', 'Tourons croquants aux cacahuètes']",4 g,en quantité modérée,39 g,en quantité élevée,0 g,en faible quantité,,+9%,+9%,+17%,+9%,-10%,-12%,+22%,-100%,-100%,,,,,,24 g,en quantité élevée,17,-1%,D,-1%,E,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,,,,,
859,Nougat - Aitana - 300g,8412080003215,['Aitana'],['France'],"['Sucre', 'sirop de glucose', 'amendes ', '24%', 'miel', ""blanc d'oeuf"", 'pain azyme ', 'fecule de ponme de terre et huile de tournesol', ' et arome de vanille', "" Peut contenir des traces d'autres fruits secs"", 'cacahuètes et sésame']",,"['Œufs', 'Fruits à coque']",['Non végétalien'],4,?,442,1849 kj(442 kcal),13,1,74,62,7,"0,07","0,028","['Snacks', 'Snacks sucrés', 'Confiseries', 'Nougats', 'Nougats blancs']",1 g,en faible quantité,62 g,en quantité élevée,0.07 g,en faible quantité,,0%,-0%,-14%,-29%,+9%,+7%,+3%,-6%,-6%,,,300 g,,,13 g,en quantité modérée,15,-4%,D,-4%,E,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,,,,,
860,Nougat Tropical - Aitana - 300g,8412080003253,['Aitana'],['France'],"['Sucre', 'sirop de glucose', 'fruits tropicaux secs ', 'sucre', 'papaye', 'myrtille', 'ananas', 'raisins secs', 'noix de coco', 'banane', 'graisse végétale', 'acidifiant ', 'acide citrique', 'arômes', 'huile végétale', 'miel et conservateur ', 'E220', ""blanc d'oeuf"", 'pain azyme ', 'fécule de pomme de terre', 'huile de tournesol']","['E330 - Acide citrique', 'E220 - Anhydride sulfureux', '', 'Risque élevé de sur-exposition']",['Œufs'],"[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,?,435,1820 kj(435 kcal),13,1,71,65,8,"0,08","0,032","['Snacks', 'Snacks sucrés', 'Confiseries', 'Confiseries de France', 'Nougats']",1 g,en faible quantité,65 g,en quantité élevée,0.08 g,en faible quantité,,-2%,-3%,-16%,-50%,+5%,+15%,+18%,+61%,+61%,,,300 g,"['Sachet', 'Plastique']",['Noz'],13 g,en quantité modérée,15,-6%,D,-6%,E,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,,,,,
861,Nougat tendre noix de cajou - Aitana - 300g,8412080003260,['Aitana'],['France'],[],,,[],,?,419,1753 kj(419 kcal),10,1,73,65,7,"0,05","0,02","['Snacks', 'Snacks sucrés', 'Confiseries', 'Nougats', 'Nougats blancs']",1 g,en faible quantité,65 g,en quantité élevée,0.05 g,en faible quantité,,-5%,-5%,-34%,-29%,+8%,+13%,+3%,-33%,-33%,,,300 g,,,10 g,en quantité modérée,15,-4%,D,-4%,E,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,,,,,
