,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,allergens,generic_name,eco_score,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,quantity,labels,additives,nova_score,packaging,traceability_code,ingredients_origins,manufacturing,markets,link,palm_ingredients,brand_owner
1161,Fuchs Zimt - 70g,4027900246150,['Fuchs'],"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70g,,,,['Produkt'],,,,,,,
1162,Échalotes hachée - 50g,4027900275051,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50 g,,,,['Sachet'],,,,,,,
1163,Fuchs Zimt - 28g,4027900316150,,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28 g,,,,,,,,,,,
1164,Sauce à l'ail - Fuchs,4027900411107,['Fuchs'],['France'],[],[],?,68,285 kj(68 kcal),"0,1",0,"14,8","9,2","1,3",4,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1165,Fuchs Hot Jalapeno Red Pepper Sauce,4027900411121,['Fuchs'],['France'],"['sauce soja ', 'eau', 'graines de soja', 'farine de blé', 'sel', ' ', 'Traces éventuelles de céleri', 'lait', 'moutarde', 'Œuf', 'sésame']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,60,251 kj(60 kcal),0,0,6,"4,8","8,5",17,"6,8","['Gluten', 'Soja']",,B,"['Epicerie', 'Condiments', 'Sauces', 'Sauces au soja']",,-45%,-100%,-66%,+33%,21.5%,31.6%,20.1%,15.9%,8.6%,2.3%,97,0 g,en faible quantité,0 g,en faible quantité,4.8 g,en faible quantité,17 g,en quantité élevée,-45%,-100%,-62%,+42%,+42%,11,-2%,D,-2%,,,,3,,,,,,,,
1166,WORCESTER SAUCE - Fuchs - 150ml,4027900411343,['Fuchs'],['France'],[],[],?,97,406 kj(97 kcal),"0,1","0,01","20,9","20,6",0,"2,7","1,08",,,,"['Epicerie', 'Sauces', 'Sauces Worcestershire']",,-11%,-75%,-2%,-100%,,,,,,,,0.1 g,en faible quantité,0.01 g,en faible quantité,20.6 g,en quantité élevée,2.7 g,en quantité élevée,-10%,-94%,+10%,-15%,-15%,14,-2%,D,-2%,150 ml,,,,,,,,,,,
1167,Curry - Fuchs,4027900541163,['Fuchs'],['France'],[],[],?,4,17 kj(4 kcal),20,6,5,3,5,3,"1,2",,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Curry']",,-98%,+213%,-75%,-24%,68.8%,0.0%,19.6%,5.2%,6.4%,0.0%,82,20 g,en quantité modérée,6 g,en quantité élevée,3 g,en faible quantité,3 g,en quantité élevée,-98%,+320%,-16%,-15%,-15%,,,,,,,,,,,,,,,,
1168,Mélange 5 baies - Fuchs - 2g,4027900567378,['Fuchs'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 g,,,,,,,,,,,
1169,Persil - Fuchs - 9g,4027900567514,['Fuchs'],['France'],['persil déshydraté'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,,Persil déshydraté,A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Plantes condimentaires', 'Plantes aromatiques', 'Produits déshydratés', 'Herbes aromatiques', 'Aliments à base de plantes séchées', 'Plantes aromatiques sèches moulues', 'Persil', 'Persil séché moulu']",,,,,,63.0%,0.0%,17.1%,8.8%,8.2%,2.9%,94,,,,,,,,,,,,,,,,,,9 g,,,1,"['Pot', 'Verre', 'Couvercle', 'Plastique']",,,,,,,
1170,Basilikum - Fuchs - 8g,4027900591014,['Fuchs'],"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Plantes condimentaires', 'Plantes aromatiques', 'Herbes aromatiques', 'Basilic']",,,,,,63.0%,0.0%,17.1%,8.8%,8.2%,2.9%,94,,,,,,,,,,,,,,,,,,8 g,,,,['Dose'],,,,,,,
1171,Thymian - Fuchs - 17.5g,4027900591168,['Fuchs'],"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.5 g,,,,,,,,,,,
1172,Basilic déshydrate - Fuchs - 16gr,4027900592011,['Fuchs'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16 gr,,,,,,,,,,,
1173,Curry mild,4027900602000,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1174,Basilic - Fuchs,4027900637101,['Fuchs'],['France'],['Ingrédient : basilic'],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175,Salatfix kit salade - Fuchs,4027900854102,['Fuchs'],['France'],[],[],?,489,2046 kj(489 kcal),"30,7","3,9","33,6","22,2",15,"8,7","3,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1176,Salatfix kit salade,4027900854126,,['France'],[],[],?,448,1874 kj(448 kcal),"23,1","5,7","51,2","24,8","6,6","12,2","4,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1177,Original Schulküche Tomatensauce mit Jagdwurst - 800g,4028228015565,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800 g,,,,['Dose'],,,,,,,
1178,4028286871530,4028286871530,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1179,Zaziki - Weissenhorner Molkerei,4028332260110,['Weissenhorner Molkerei'],['France'],"['Yogourt* ', '76 %', ' concombre* ', '20 %', ""huile d'olive* sel de mer"", 'ail* ', '0,5%', 'vinaigre ', ' poivre*', ""amidon de maïs d'origine"", ' épaississant : farine de graine de Caroube']",[],?,150,628 kj(150 kcal),"13,4",7,"4,5","3,5","2,8","0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['E410 - Gomme de caroube'],4,,,,,,,,
1180,Mini Cakes,4028491400433,,['France'],[],[],?,464,1941 kj(464 kcal),24,"3,8",55,31,"5,8","0,33","0,132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1181,Fit4life - Quickbury,4028491403038,['Quickbury'],['France'],"['80 % flocons ', 'avoine', 'orge', 'blé grillé ', 'flocons de blé', 'huile de tournesol', ' ', ' seigle', 'maïs ', 'gruau de mais', 'sucre', 'sel', ""extrait de malt d'orge"", ' 18 % mix raisins et fruits à coque ', 'raisins', 'noisettes', 'amandes', ' flocons de noix de coco', ' Peut contenir des traces de noix', ""d'autres fruits à coques"", 'de lait', 'soja']",[],?,355,1485 kj(355 kcal),"6,3","1,8",61,11,"9,1","0,6","0,24","['Gluten', 'Fruits à coque', 'Avoine']",,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis']",,-15%,-52%,+1%,-8%,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,6.3 g,en quantité modérée,1.8 g,en quantité modérée,11 g,en quantité modérée,0.6 g,en quantité modérée,-15%,-46%,-35%,+245%,+245%,-1,-120%,A,-120%,,,,3,,,,,,,,
1182,FIT4LIFE chocolat noisette - Quickbury,4028491407272,['Quickbury'],['France'],"['Céréales 60 % [farine de blé 42 %', 'farine de blé comgiet 5 0%', 'dV0ine 4,5 0%', 'farine de sarrasin 3,2 %', ""flocon d'orge 2,3 %"", 'farine de seigle 2 %', 'farine dtépeautre 1 édulcorant : majtitol', 'huiles ', 'huile de palme', 'huile de colza', 'Chocolat sans sucre 3 % [édulcorant : maltitol', 'pâte de cacao', 'émulsifiant : lécithine ', 'provenant du soja', 'cacao maigre en poudre', 'arôme]', 'noisettes 2,5 %', 'lait écrémé en poudre', 'sel', ""poudres à lever : carbonate d'ammonium"", 'enrichis en : magnésium', 'vitamine E', 'vitamine B6', 'acide folique', 'vitamine B3', 'fer', 'vitamine BI', ""correcteur d'acidité : acide citrique"", ' Peut contenir : cacahuètes', 'autres fruits à coques', 'graines de sésame et dérivés', 'œuf']","['Huile de palme', 'Non végétalien']",?,478,2000 kj(478 kcal),20,9,66,0,8,"0,4","0,16","['Gluten', 'Fruits à coque']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans conservateurs'],"['E965 - Maltitol', 'E322i - Lécithine', ""E503i - Carbonate d'ammonium"", 'E330 - Acide citrique']",4,,,,,,,['Huile de palme'],
1183,Choco flakes - Rau,4028714050322,['Rau'],['France'],"['sucre', 'beurre du cacao', 'poudre du lait entier', 'masse du cacao', 'mais', 'sel', 'émulgateur : soja-lecithin', 'malt orge']",['Non végétalien'],?,492,2059 kj(492 kcal),"29,63",0,"62,54","29,63","6,52",6,"2,4","['Gluten', 'Lait', 'Soja']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Sans OGM', 'en:Ohne Gentechnik']",,,,,,,,,,
1184,Birnensaft,4028748000089,,['France'],[],[],?,44,184 kj(44 kcal),"0,1","0,002","10,1","9,5","0,6","0,005","0,002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1185,Camaletti Tortellini - 250g,4028856000216,,['France'],[],[],?,?,,?,,?,,?,,,,,,"['Plats préparés', 'Plats à base de pâtes', 'Pâtes farcies', 'Tortellini']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250 g,,,,,,,,,,,
1186,Casa Romantica Pesto Alla Genovese,4028856002081,,['France'],[],[],?,482,2017 kj(482 kcal),48,"5,8","6,5","3,4","5,3","3,2","1,28",,,C,"['Epicerie', 'Sauces', 'Sauces Pesto', 'Pestos au basilic']",,+7%,+9%,+10%,+12%,77.0%,10.9%,4.6%,4.2%,2.0%,1.4%,56,48 g,en quantité élevée,5.8 g,en quantité élevée,3.4 g,en faible quantité,3.2 g,en quantité élevée,+8%,-11%,+48%,+30%,+30%,21,+8%,E,+8%,,,,,,,,,,,,
1187,Piazza Funghi - 365g,4028857001588,,['France'],[],[],?,248,1038 kj(248 kcal),"11,7","3,6","27,3","1,3","7,3","0,45","0,18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365 g,,,,,,,,,,,
1188,"Früchte Der Welt, Cranberry + Granatapfel - Weidegluck",4028900005853,['Weidegluck'],['France'],[],[],?,96,402 kj(96 kcal),"2,8","1,9","14,3",14,"3,4","0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1189,Biobier - Karmeliten - 0.33l,4029261003007,['Karmeliten'],['France'],[],[],?,?,,?,,?,,?,,,,Bière,B,"['Boissons', 'Boissons alcoolisées', 'Bières']",,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,,,,,,,,,,,,,,,0.33l,"['Bio', 'Bio européen', 'IGP', 'DE-ÖKO-003', 'Bayerisches bier']",,,"['Bouteille', 'Verre']",,,,,http://www.karmeliten-brauerei.de/english/products/beers/bio-bier.html,,
1190,Frischkäse Jalapenos Snack - Kaufland,4029401016300,['Kaufland'],['France'],"['Frischkäse-Jalapeio-Snacks: Weizenmehl', 'Frischkäse ', '70% Fett i', 'Tr', ' 33%', 'gewürfelte Jalapefio-Schoten 10% ', 'Jalapefios', 'Trinkwasser', 'Säuerungsmittel: Essigsäure', 'Sahne ', 'Sahne', 'Stabilisator: Carrageen', 'Sonnenblumenöl', 'Maismehl', 'Kartoffelstärke', 'Trinkwasser', 'Hühnervolleipulver', 'Salz', 'modifizierte Stärke', 'Milcheiwei13', 'Hefe', 'Gewürze', 'Gewürzextrakt', 'Säuerungsmittel: Citronensäure', ' Zutaten Red-Pepper-Dip: Zucker', 'Trinkwasser', 'Paprika', 'Chilis 2,5%', 'modifizierte Starke', 'Branntweinessig', 'Apfelsaft', 'Salz', 'Säuerungsmittel: Citronensäure']",['Non végétalien'],?,273,1142 kj(273 kcal),"14,5","7,3","29,5","15,5","5,1","1,35","0,54","['Œufs', 'Lait']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E260 - Acide acétique', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés', 'E330 - Acide citrique']",4,,,,,,,,
1191,Mozzarella Sticks - Sans marque - 250g e (200g + 50g),4029401026514,['Sans marque'],['France'],"['mozzarella 60 %', 'farine de blé', 'huile de tournesol', 'fécule de mais modifiée', 'sel', 'farine de maïs', 'eau', 'épices', 'poudre d’œuf entier', 'protéines de lait', 'levure', 'extrait d’épices', 'poudre à lever : diphosphates', 'fines herbes', '\rSauce au piment rouge : Sucre', 'eau', 'poivrons', 'piments rouges 2,5 %', 'fécule de maïs modifiée', ""vinaigre d'alcool"", 'jus de pommes', 'sel', 'acidifiant : acide citrique']",['Non végétalien'],1341,?,1341 kj(321 kcal),"18,4","8,5","19,9","1,2","17,8","2,05","0,82","['Gluten', 'Lait', 'Poudre d’œuf entier']",,,"['Surgelés', 'Produits panés']",+49%,,+74%,+28%,+40%,,,,,,,,18.4 g,en quantité modérée,8.5 g,en quantité élevée,1.2 g,en faible quantité,2.05 g,en quantité élevée,+50%,+294%,-19%,+81%,+81%,21,+411%,E,+411%,250 g e (200 g + 50 g),['Point Vert'],"['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique']",4,"['Boîte', 'Carton', 'Surgelé']",['DE NW-216 EG'],,,['Lidl'],,,
1192,Hüftgold Gouda Ringe - Frostkrone - 400g,4029401027047,['Frostkrone'],"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400 g,,,,['tüte(n)'],,,,,,,
1193,Power bar energize - Powerbar,4029679012806,['Powerbar'],['France'],"['Jus de pomme concentre* pomme de terre*', 'sirop de riz*', ""flocons d'avoine*"", 'sirop de fructose', 'jus de raisin blanc concentré', 'amidon*', ""puret d: concentrée'"", 'jus de mangue concentré* ', '4%', 'jus de datte concentre?', 'amandes moulues*', 'sucre', ""protéines de soja'"", 'Ic:t se', ""jus d'ananas concentré* "", '0,5%', 'jus de carotte concentré*', 'chlorure de sodium*', 'gélifiant ', 'pectine', 'arômes natutc:: acidifiant ', 'acide citrique', 'graisse de palme', "" *d'origine naturelle""]",['Huile de palme'],?,134,561 kj(134 kcal),"3,1","0,7",67,39,"5,2","0,46","0,184",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E440 - Pectines', 'E330 - Acide citrique']",4,,,,,,,['Huile de palme'],
1194,Energize - Powerbar,4029679012813,['Powerbar'],['France'],[],[],?,339,1418 kj(339 kcal),5,"0,5",66,39,"4,8","0,46","0,184",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195,Energize - Powerbar,4029679320055,['Powerbar'],['France'],[],[],?,367,1536 kj(367 kcal),"4,36",1,"67,27",38,"12,9",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196,Barre Powerbar Natural Energy Céréales 40G,4029679350014,['Powerbar'],['France'],[],[],?,386,1615 kj(386 kcal),10,"3,2",61,15,10,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1197,Energy Fruit Bar - Powerbar,4029679350199,['Powerbar'],['France'],[],"['Végétalien', 'Végétarien']",?,382,1598 kj(382 kcal),11,"1,4",56,50,11,"0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Végétarien', 'Végétalien', 'Sans sucre ajouté']",,,,,,,,,,
1198,Barre Powerbar,4029679380042,['Powerbar'],['France'],"['almonds', 'cocoamass fructose', 'May contain traces ot Other nuts', 'peanuts ar*dsoy', ' Barre pour sportifs avec glucides', ""son d'avoine"", 'sodium et magnésium - goût chocolat', ' ingrédients sirop de fructose-glucose', 'riz soufflé ', 'semoule de riz', 'sucre', 'gluten de blé', 'graisse de palme', ""farine de malt d'orge"", 'sel', 'farine de riz', 'protéines de lait', ""son d'avoine "", '7,6%', ' maltodextrine cacao maigre en poudre ', '4%', ""flocons d'avoine "", '3,9%', 'amandes moulues', 'pâte de cacao ', '2%', 'arôme', 'citrate de sodium', 'fructose', 'humectant ', 'glycérol', 'sel', 'carbonate de magnesium']","['Huile de palme', 'Non végétalien']",?,363,1519 kj(363 kcal),"3,5","0,6",71,42,"10,8","0,95","0,38",['Fruits à coque'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['E422 - Glycérol'],4,,,,,,,['Huile de palme'],
1199,Powerbar Protein Plus,4029679445864,['Powerbar'],['France'],[],[],?,386,1615 kj(386 kcal),13,"4,2",28,28,33,"0,45","0,18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en Allemagne'],,,,,,,,,,
1200,Powerbar Protein Plus,4029679445864,['Powerbar'],['France'],[],[],?,386,1615 kj(386 kcal),13,"4,2",28,28,33,"0,45","0,18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en Allemagne'],,,,,,,,,,
1201,Powerbar Powergel Shots,4029679502109,['Powerbar'],['France'],[],[],?,1490,6234 kj(1490 kcal),"0,5",0,80,60,"6,3","0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1202,PowerBar Protein Plus Hazelnut,4029679580077,['Powerbar'],['France'],[],[],?,423,1770 kj(423 kcal),16,8,"54,2","36,5","16,5","0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1203,Powerbar Energize Ginger Bread,4029679669987,['Powerbar'],"['France', 'Suisse']",[],[],1410,?,1410 kj(337 kcal),5,0,64,35,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en Allemagne'],,,,,,,,,,
1204,Recovery - Powerbar,4029679670051,['Powerbar'],"['France', 'Suisse']",[],[],?,372,1556 kj(372 kcal),"0,8","0,4","70,5",41,"20,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1205,Power Bar Energize - PowerBar,4029679670068,['PowerBar'],['France'],[],[],?,344,1439 kj(344 kcal),6,"1,2",63,37,"6,9","0,91","0,364",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206,Powerbar Energize C2max,4029679670099,['Powerbar'],['France'],[],[],?,339,1418 kj(339 kcal),5,"0,5",66,39,"4,8","0,46","0,184",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en Allemagne'],,,,,,,,,,
1207,Weider Powerbar Energize Muffin Power Mix 3 Beutel a 133G Merken,4029679670181,['Powerbar'],['France'],[],[],?,257,1075 kj(257 kcal),"1,2","0,3",56,29,"4,7","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208,Vanilla Cassis 52% Protein Plus - Powerbar,4029679670235,['Powerbar'],['France'],[],[],?,343,1435 kj(343 kcal),"8,5","4,1",23,"0,4",52,"0,48","0,192",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209,Powerbar Recovery 2.0 26,4029679670402,,['France'],[],[],?,371,1552 kj(371 kcal),"2,1","0,8",64,24,23,"0,72","0,288",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1210,Powerbar Powergel Shots Orange,4029679670426,['Powerbar'],['France'],[],[],?,153,640 kj(153 kcal),0,0,37,19,0,"0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en Allemagne'],,,,,,,,,,
1211,"Powerbar Gel, Grüner Apfel-koffein, 6 X - 41g",4029679670525,['PowerBar'],['France'],"['Maltodextrine', 'eau', 'fructose', 'jus de fruit concentré ', '15%', ' ', 'pomme', 'grenade', 'framboise', 'chlorure de sodium', 'citrate de sodium', 'arômes naturels', 'acidifiant ', 'acide citrique']",['Sans huile de palme'],?,248,1038 kj(248 kcal),1,1,62,26,0,"1,255","0,502",,,,"['Compléments alimentaires', 'Gel-energetique']",,-15%,-84%,+225%,-100%,,,,,,,,1 g,en faible quantité,1 g,en faible quantité,26 g,en quantité élevée,1.25 g,en quantité modérée,-14%,-60%,+265%,+126%,+126%,13,+98%,D,+98%,41g,"['Fabriqué en Allemagne', 'Sans conservateurs', 'Cologne-list']","['E330 - Acide citrique', 'E331 - Citrates de sodium']",4,,,,"['Allemagne', 'Germany', 'Thailand']",['Décathlon'],http://www.powerbar.com,,
1212,"Powerbar Gel, Tropical Fruit, 6 X",4029679670648,['Powerbar'],['France'],[],[],?,102,427 kj(102 kcal),0,0,82,25,0,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1213,"Powerbar Gel, Schwarze Johannisbeere-koffein, 6 X",4029679670679,['Powerbar'],['France'],[],[],?,248,1038 kj(248 kcal),0,0,62,26,0,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans conservateurs'],,,,,,,,,,
1214,Élite 100% whey,4029679671065,,['France'],[],[],?,378,1582 kj(378 kcal),"8,6","5,4","4,4","3,4",70,"0,85","0,34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,,,
1215,Elite 100% whey,4029679671201,,['France'],[],[],?,131,548 kj(131 kcal),"2,9","1,8","1,8","1,2",25,"0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['en:gluten-free', 'Fabriqué en Belgique']",,,,,,,,,,
1216,Super Mass Gainer - Dymatize,4029679671683,['Dymatize'],['France'],"['Maltodextrine', 'protéines de lait ', '20%', ' ', 'protéines de lait', 'concentré de protéines de lactosérum ', 'lait', 'isolat de protéines de lactosérum hydrolysat de protéines ', 'lait', 'caséine micellaire ', 'lait', 'huile de tournesol', 'arôme', 'monohydrate de créatine ', '1%', 'émulsifiants [lécithines ', 'contient soja', 'mono - et diglycerides d’acides gras', 'épaississant', 'gomme cellulosique', 'gomme xanthanet carraghénanes', 'exhausteur de goût ', 'chlorure de potassium', 'édulcorants ', 'acesulfate-K', 'sucralose', 'anti agglomérant ', 'dioxyde de silicium', 'acide ascorbique ', 'vitamine C', 'nicotinamide ', 'niacine', 'D-pantothénate de calcium ', 'acide pantothénique', 'chlorhydrates de pyridoxine ', 'vitamine B6', 'acide folique']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,382,1598 kj(382 kcal),"2,4","0,7",74,4,16,"0,13","0,052","['Lait', 'Soja']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:gluten-free'],"['E322 - Lécithines', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E466 - Carboxyméthylcellulose', 'E508 - Chlorure de potassium', '', 'Risque modéré de sur-exposition', 'E955 - Sucralose', 'E551 - Dioxyde de silicium']",4,,,,,,,,
1217,Protein Plus 52% Bar 50 g Chocolat - PowerBar,4029679698291,['PowerBar'],['France'],"['nut fiavour', ' Best before end: see back', ' Excesstve consomptm ', 'soy Ia:tthln', ' May contain traces of nuts', 'peanuts and gluten', ' t', 'rerejld effect hebben', ' ln aanvulling op een gevarieerde en evenwichtige voedlng en bevrhtigingsmiddel ', 'glycerol', 'collageen hydrolisaat ', ' 15%', 'calciumcaseînaat ', 'van mA', ' ', '1516', ""noten pinda's en gluten bevatten"", '@Prodotto per Barretta con proteine con copertun ai ai {ara', 'tan eduicorafita', "" prodotto va utilizzato nell'ambito di una dieta variata ed equilibrata e lino stile di vita sano"", ' Ingreïtentl - li di tccertura ', 'Zz* soial atomil umidificante ', 'glicerolo', 'idrolizzato di collagene ', '15%', 'caseinato di calcio ', 'ptoteine del latte', ' englsionante ', 'lecitine di soja', ' Può contenere tracte di frutta a guscio', 'arachidi e Ende siehe Rückseite', ' Kann bei übermàssigem Verzehr abführend wirken', ' Zusàtzjich zu einer F', 'rnàhr»']",[],?,336,1406 kj(336 kcal),"6,8","3,6",23,"1,3",53,"0,88","0,352",,Protein Plus 52% Bar 50 g Chocolat,,"['Compléments alimentaires', 'Compléments pour le Bodybuilding', 'Barres protéinées']",,-9%,-48%,-30%,+81%,,,,,,,,6.8 g,en quantité modérée,3.6 g,en quantité modérée,1.3 g,en faible quantité,0.88 g,en quantité modérée,-9%,-39%,-90%,+80%,+80%,5,-51%,C,-51%,50 g,,['E422 - Glycérol'],4,['Plastique'],,,,,,,
1218,Powerbar Isoactive 1320GR Red Fruits,4029679800120,['Powerbar'],['France'],[],[],?,309,1293 kj(309 kcal),"0,5","0,5",88,63,"0,5","3,2","1,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1219,Powerbar Isoactive 600GR Lemon,4029679800137,['Powerbar'],['France'],[],[],?,118,494 kj(118 kcal),"0,5","0,5",29,20,0,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220,Powerbar Isoactive 600 GR,4029679800144,['Powerbar'],['France'],[],[],?,359,1502 kj(359 kcal),"0,5","0,5",88,63,"0,5","3,2","1,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221,Powerbar - 600g,4029679800151,['Powerbar'],['France'],[],[],?,359,1502 kj(359 kcal),"0,5","0,5",88,63,"0,5","3,2","1,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600g,,,,,,,,,,,
1222,Power Gel - Powerbar,4029679853256,['Powerbar'],['France'],[],[],?,260,1088 kj(260 kcal),0,0,65,24,"0,9","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1223,powergel - powerbar - 4,4029679854420,['Powerbar'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,
