,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,packaging,ingredients_origins,markets,labels,manufacturing,traceability_code,link,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,additives,nova_score,allergens,generic_name,brand_owner,palm_ingredients
1144,Ruffles Potato Chips Reduced Fat,0028400072526,,['France'],[],[],?,140,7,18,2,586 kj(140 kcal),1,1,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de pommes de terre']",,-74%,-79%,-65%,-66%,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,,,,,,,,,7 g,en quantité modérée,1 g,en faible quantité,1 g,en faible quantité,,,-74%,-68%,-29%,,,,,,,,,,,,
1145,Cheetos Crunchy Dangerously Cheese,0028400074094,,['France'],[],[],?,150,16,13,2,628 kj(150 kcal),"1,5",1,"2,5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,Mini Sandwich Cremes - Fritolay,0028400079570,['Fritolay'],"['France', 'États-Unis']","['Enriched Flour ', 'Bleached Wheat Flour', 'Niacin', 'Reduced Iron', 'Thiamin Mononitrate', 'Riboflavin', 'Folic Acid', 'Sugar', 'Vegetable Shortening ', 'Palm and Canola Oil [with TBHQ to Preserve Freshness]', 'Skim Milk', 'and Less Than 2% of the Following: High Fructose Corn Syrup', 'Corn Syrup', 'Eggs', 'Whey', 'Leavening ', 'Baking Soda', 'Salt', 'Soy Lecithin', 'Modified Corn Starch', 'Caramel Color', 'Citric Acid', 'and Natural and Artificial Flavors ', 'Including Natural and Artificial Vanilla Flavor', ' CONTAINS WHEAT', 'MILK', 'EGG', 'AND SOY INGREDIENTS', ' Allergy Information: This product is made on equipment that processes peanuts and tree nuts']","['Huile de palme', 'Non végétalien']",?,484,"22,58","70,97","6,45",2025 kj(484 kcal),"8,06","29,03","0,765","0,306",D,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,+2%,+9%,+11%,-1%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,,,,,22.6 g,en quantité élevée,8.06 g,en quantité élevée,29 g,en quantité élevée,0.765 g,en quantité modérée,+2%,-20%,-2%,+30%,+30%,20,+1%,E,+1%,"['E500ii - Carbonate acide de sodium', 'E322i - Lécithine', 'E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition', 'E330 - Acide citrique']",4,"['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Soja']",,Frito Lay,
1147,Stacy's Simply Naked Nothing But Sea Salt Pita Chips,0028400096508,"[""Stacy's""]","['France', 'Espagne']","['Farine de BLE ', 'contient niacine', 'fer', 'thiamine', 'riboflavine', 'acide folique', 'huile de tournesol', 'sel marin', 'farine de BLÉ complet', 'sucre', 'levure', ""fibre d'AVOINE"", ""farine de mait d'ORGE"", 'huile de colza', 'antioxydant ', 'extrait de romarin', 'acidifiant ', 'acide citrique', 'antioxydant ', 'acide ascorbique']",[],?,445,"18,1","58,5","11,9",1862 kj(445 kcal),"1,7","3,2","2,4","0,96",,"['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips']",,-13%,-39%,+8%,+108%,,,,,,,,,,,,,,,,18.1 g,en quantité modérée,1.7 g,en quantité modérée,3.2 g,en faible quantité,2.4 g,en quantité élevée,-13%,-45%,+36%,+80%,+80%,16,+37%,D,+37%,"['E392 - Extrait de romarin', 'E330 - Acide citrique', 'E300 - Acide ascorbique']",3,"['Gluten', 'Avoine']",,,
1148,Cracker Jack,0028400099714,,"['France', 'États-Unis']","['Sugar', 'Corn Syrup', 'Popcorn', 'Peanuts', 'Molasses', 'Salt', 'Corn and/or Soybean Oil', 'and Soy Lecithin']",[],?,429,"7,14","82,14","7,14",1795 kj(429 kcal),0,"53,57","0,625","0,25",,['Snacks'],,-5%,-66%,+46%,+14%,,,,,,,,,,,,,,,,7.14 g,en quantité modérée,0 g,en faible quantité,53.6 g,en quantité élevée,0.625 g,en quantité modérée,-5%,-100%,+77%,+19%,+19%,14,-22%,D,-22%,['E322i - Lécithine'],3,"['Arachides', 'Soja']",,Frito-Lay,
1149,Sunchips Garden Salsa 100% Whole Grain Snacks 7 Ounce Plastic Bag -,0028400147408,,"['France', 'États-Unis']","['whole corn', 'sunflower and/or canola oil', 'whole wheat', 'brown rice flour', 'whole oat flour', 'sugar', 'tomato powder', 'salt', 'natural flavors', 'maltodextrin ', 'made from corn', 'cheddar cheese ', 'milk', 'cheese cultures', 'salt', 'enzymes', 'dextrose', 'buttermilk', 'onion powder', 'whey', 'yeast extract', 'romano cheese ', ""part-skim cow's milk"", 'cheese cultures', 'salt', 'enzymes', 'whey protein concentrate', 'corn oil', 'spices ', 'including jalapeã‘o pepper', 'citric acid', 'paprika extracts', 'and lactic acid', 'contains wheat and milk ingredients,']",['Non végétalien'],?,500,"21,43","67,86","7,14",2092 kj(500 kcal),"1,79","7,14","1,25","0,5",,['Snacks'],,+11%,+3%,+21%,+14%,,,,,,,,,,,,,,,,21.4 g,en quantité élevée,1.79 g,en quantité modérée,7.14 g,en quantité modérée,1.25 g,en quantité modérée,+11%,-80%,-76%,+138%,+138%,8,-55%,C,-55%,"['E330 - Acide citrique', 'E160c - Extrait de paprika', 'E270 - Acide lactique']",4,"['Gluten', 'Lait']",,Frito Lay,
1150,Cheetos Crunchy Party Size!,0028400337298,['Cheetos'],"['France', 'États-Unis']",[],[],?,640,37,57,6,2678 kj(640 kcal),6,4,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,Cheetos Crunchy Flamin' Hot Limn,0028400434157,['Cheetos'],"['France', 'États-Unis']","['Enriched Corn Meal ', 'Corn Meal', 'Ferrous Sulfate', 'Niacin', 'Thiamin Mononitrate', 'Riboflavin', 'and Folic Acid', 'Vegetable Oil ', 'Corn', 'Canola', 'and/or Sunflower Oil', ""Flamin' Hot Limon Seasoning "", 'Salt', 'Sugar', 'Monosodium Glutamate', 'Yeast Extract', 'Citric Acid', 'Artificial Color [Red 40 Lake', 'Yellow 6 Lake', 'Yellow 6', 'Yellow 5]', 'Corn Syrup Solids', 'Hydrolyzed Corn Protein', 'Cheddar Cheese [Milk', 'Cheese Cultures', 'Salt', 'Enzymes]', 'Sunflower Oil', 'Onion Powder', 'Whey', 'Lime Juice', 'Maltodextrin [Made from Corn]', 'Whey Protein Concentrate', 'Garlic Powder', 'Natural Flavor', 'Buttermilk', 'Sodium Diacetate', 'Disodium Inosinate', 'and Disodium Guanylate', ' CONTAINS MILK INGREDIENTS']",['Non végétalien'],?,607,"39,29","53,57","3,57",2540 kj(607 kcal),"5,36",0,"2,322","0,929",,['Snacks'],,+35%,+88%,-5%,-43%,,,,,,,,,,,,,,,,39.3 g,en quantité élevée,5.36 g,en quantité élevée,0 g,en faible quantité,2.32 g,en quantité élevée,+35%,-41%,-100%,+342%,+342%,19,+6%,E,+6%,"['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E129 - Rouge allura AC', 'E110 - Jaune orangé S', 'E102 - Tartrazine', 'E262ii - Diacétate de sodium', 'E631 - Inosinate disodique', 'E627 - Guanylate disodique']",4,['Lait'],,,
1152,Simply - Fritolay,0028400589239,['Fritolay'],['France'],"['organic blue corn', 'organic expeller-pressed sunflower oil', 'and sea salt', ' frito-lay', 'inc', ' plano', 'tx 75024-4099 otcu certified organiç by:']",[],?,140,6,1,2,586 kj(140 kcal),3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1153,CAJUN SEASONING,0028618014059,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154,Dark Chocolate Bridge Mix,0028744800908,,['France'],[],[],?,700,35,60,5,2929 kj(700 kcal),28,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1155,Pain rond blé entier,0028751010468,,['France'],[],[],?,300,3,60,12,1255 kj(300 kcal),"0,6",0,"0,32","0,128",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156,0028811000071,0028811000071,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1157,0028945770123,0028945770123,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,['HACCP'],,,,,,,,,,,,,,,,,,,,,,,,,,
1158,Morning Star Farms Veggie Burgers Grillers Prime - 4 CT,0028989100849,['Morning Star'],"['France', 'États-Unis']","['Textured vegetable protein ', 'Wheat gluten', 'soy protein concentrate', 'soy protein isolate', 'water for hydration', 'corn oil', 'sunflower oil', 'egg whites', 'contains two percent or lest of cornstarcht natural flavors from non-meat sources', 'soy protein isolate', 'autolyzed yeast extract', 'salt', 'caramel color', 'onion powder', 'spices', 'hydrolyzed vegetable protein ', 'corn', 'wheat', 'and soy', 'garlic powder', 'potato starch', 'maltodextrin', 'disodium guanylate', 'disodium inosinate', 'succinic acid', 'sugar', 'nonfat dry milk', 'soybean oil', 'Wheat fiber', ' CONTAiNS WHEAT', 'soy', 'EGG AND INGREDIENTS']",['Non végétalien'],?,211,"11,27","8,45","22,54",883 kj(211 kcal),"1,41","1,41","1,252","0,501",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Viandes', 'Surgelés', 'Aliments à base de plantes surgelés', 'Viandes surgelées', ""Mélanges d'aliments à base de plantes surgelés"", 'Substituts de viande', 'Steaks végétaux']",,+193%,+374%,+11%,+897%,,,,,,,,,,,,,,,,11.3 g,en quantité modérée,1.41 g,en faible quantité,1.41 g,en faible quantité,1.25 g,en quantité modérée,+193%,+171%,-43%,+341%,+341%,-1,,A,,"['E461 - Méthylcellulose', 'E415 - Gomme xanthane']",4,"['Œufs', 'Gluten', 'Lait', 'Soja']",,Worthington Foods Inc.,
1159,Planters Deluxe Whole Cashews,0029000016132,['Planters'],"['France', 'États-Unis']","['Cashews', 'sea salt', 'peanut oil']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,571,"46,43","32,14","17,86",2389 kj(571 kcal),"8,93","7,14","0,892","0,357",,['Snacks'],,+27%,+122%,-43%,+184%,,,,,,,,,,,,,,,,46.4 g,en quantité élevée,8.93 g,en quantité élevée,7.14 g,en quantité modérée,0.892 g,en quantité modérée,+27%,-1%,-76%,+70%,+70%,16,-11%,D,-11%,,3,['Fruits à coque'],,Nabisco Food Company,
1160,Mélange Salé - PLANTERS - 292g,0029000016651,['PLANTERS'],"['France', 'États-Unis']","['Cacahuètes', 'noix de cajou', 'amandes', 'noix de cajou', 'amandes', 'noix de brésil', 'avelines', 'noix de pécan', 'huile végétales', 'sel']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,607,"53,57","17,86","21,43",2540 kj(607 kcal),"7,14","3,57","0,76","0,304",D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Snacks', 'Légumineuses', 'Fruits à coques et dérivés', 'Fruits à coques', 'Cacahuètes']",,+2%,+15%,+14%,-12%,91.0%,1.7%,3.2%,2.0%,2.2%,0.0%,45,292 g,,,,,,,,53.6 g,en quantité élevée,7.14 g,en quantité élevée,3.57 g,en faible quantité,0.76 g,en quantité modérée,+2%,-2%,-38%,-20%,-20%,2,-67%,B,-67%,,3,"['Fruits à coque', 'Arachides']",,Nabisco Food Company,
1161,Planters Honey Peanuts,0029000017948,['Planters'],['France'],"['peanuts', 'sugar', 'peanut oil', 'honey', 'corn syrup', 'sea salt', 'fructose', 'cornstarch', 'xanthan gum']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,560,46,24,24,2343 kj(560 kcal),6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['E415 - Gomme xanthane'],4,['Arachides'],,,
1162,Planters Peanuts Salted Caramel,0029000019454,['Planters'],"['France', 'États-Unis']","['PEANUTS', 'SUGAR', 'BROWN SUGAR', 'HONEY', 'CORN SYRUP', 'PEANUT OIL', 'SEA', 'SALT', 'GUM ARABIC', 'DRIED MOLASSES', 'NATURAL FLAVIR CINNAMON XANTHAN GUM']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,571,"42,86","32,14","21,43",2389 kj(571 kcal),"5,36","17,86","0,848","0,339",,['Snacks'],,+27%,+105%,-43%,+241%,,,,,,,,,,,,,,,,42.9 g,en quantité élevée,5.36 g,en quantité élevée,17.9 g,en quantité élevée,0.848 g,en quantité modérée,+27%,-41%,-41%,+61%,+61%,13,-27%,D,-27%,"[""E414 - Gomme d'acacia"", 'E415 - Gomme xanthane']",4,['Arachides'],,Nabisco Food Company,
1163,Planters Smoked Peanuts,0029000019614,,"['France', 'États-Unis']","['Peanuts', 'sea salt', 'cornstarch', 'peanut oil', 'yeast', 'modified cornstarch', 'yeast extract', 'dried garlic', 'dried onions', 'spice', 'caramel color', 'natural flavor ', 'includes hickory smoke', 'sugar', 'paprika extract']",[],?,571,50,"17,86",25,2389 kj(571 kcal),"7,14","3,57","1,785","0,714",,['Snacks'],,+27%,+139%,-68%,+297%,,,,,,,,,,,,,,,,50 g,en quantité élevée,7.14 g,en quantité élevée,3.57 g,en faible quantité,1.78 g,en quantité élevée,+27%,-21%,-88%,+239%,+239%,16,-11%,D,-11%,"['E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition', 'E160c - Extrait de paprika']",4,['Arachides'],,Nabisco Food Company,
1164,Sour Power - 1strip,0029126130774,['sour power'],"['Salvador', 'France']",[],[],?,375,1,98,1,1569 kj(375 kcal),1,98,"0,1","0,04",,,,,,,,,,,,,,,1 strip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1165,Pain Belge au fromage,0029145009044,,['France'],[],[],?,280,7,44,12,1172 kj(280 kcal),4,0,"0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1166,"Premiere Moisson Bread Organic, Sprouted Grains",0029145081064,['Premiere Moisson'],['France'],"['Farine de blé* ', 'farine de blé*', 'farine de blé dur tamisée*', 'eau', 'mélange de grains germés ', 'tournesol*', 'lin brun*', 'blé tendre*', 'avoine*', 'millet*', 'sésame*', 'trèfle rouge*', 'luzerne}', 'graines de sésame entières*', 'levure', 'sel de mer', 'graines de tournesol grlllées*', ' ', '*biologique']",[],?,280,6,48,10,1172 kj(280 kcal),1,1,1,"0,4",,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,"['Gluten', 'Avoine', 'Graines de sésame']",,,
1167,Lychee Fruit Candy,0029173095583,,['France'],[],[],?,400,0,80,0,1674 kj(400 kcal),0,50,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1168,Mad dog 357,0029255600001,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1169,Pure de papas instantaneo - Idahoan - 2.26kg,0029700002039,['Idahoan'],"['France', 'Allemagne']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,2.26kg,['Tetra Brik'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1170,Creamy Mash,0029700112011,,['France'],[],[],?,351,"3,5","68,2",8,1469 kj(351 kcal),2,"1,2","3,15","1,26",,,,,,,,,,,,,,,,,,,['Sans conservateurs'],,,,,,,,,,,,,,,,,,,,,,,,,,
1171,Biscuit selection - Belgian Butters,0029801097040,['Belgian Butters'],['France'],"['FR Biscuits au beurre', 'Biscuits au beurre et aux amandes et Cro uantes -autféttéS INGHEDIENTS: farine de froment', 'sucre', 'beurre 18% ', 'lait', 'œufs entier', 'amandes 2%', 'amidon de blé', 'sel', ""sirop de candie poudres à lever: bicarbonate d'ammonium"", 'bicarbonate de sodium', 'carbonate de sodium', 'arôme: vanille', "" Ce produit peut contenir des traces d'autres fruits à coque et de soja"", ' A conserver au frais et au sec', ' Conditionné sous atmosphère protectrice']",['Non végétalien'],?,487,"20,8","67,7","6,4",2038 kj(487 kcal),"12,8","34,7","0,84","0,336",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""E503ii - Carbonate acide d'ammonium"", 'E500ii - Carbonate acide de sodium', 'E500i - Carbonate de sodium']",4,"['Lait', 'Fruits à coque']",,,
1172,Panettone - Valentino,0029981002407,['Valentino'],['France'],"['Farine de blé', 'Oeufs', 'Chocolat noir 20% ', 'Sucre', 'Pâte de cacao', 'Beurre de cacao', 'Émulsifiant: Lécithine de soja', 'Arôme', 'Sucre', 'Beurre', 'Levure naturelle ', 'gluten', 'Lait écrémé en poudre', 'Émulsifiants: Mono et diglycérides des acides gras', 'Lécithine de soja', 'Sel', 'Arômes', 'Agent de conservation: Sorbate de potassium']",['Non végétalien'],?,383,"16,3",52,8,1602 kj(383 kcal),11,24,1,"0,4",C,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Panettone']",,+2%,+9%,+1%,+17%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,,,,['Pur beurre de cacao'],,,,16.3 g,en quantité modérée,11 g,en quantité élevée,24 g,en quantité élevée,1 g,en quantité modérée,+3%,+22%,-7%,+127%,+127%,20,+8%,E,+8%,"['E322i - Lécithine', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",4,"['Œufs', 'Gluten', 'Lait', 'Soja']",,,
1173,Allons biscuits,0029981002841,,['France'],[],[],?,150,5,23,3,628 kj(150 kcal),"1,5",12,"0,9","0,36",C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,-68%,-76%,-64%,-54%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,,,,,5 g,en quantité modérée,1.5 g,en quantité modérée,12 g,en quantité modérée,0.9 g,en quantité modérée,-68%,-85%,-59%,+53%,+53%,6,-70%,C,-70%,,,,,,
1174,Panettone - Da Vingi,0029981003213,['Da Vingi'],['France'],[],[],?,361,"13,3","54,2",6,1510 kj(361 kcal),10,10,"0,3","0,12",C,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Panettone']",,-3%,-11%,+5%,-12%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,"['Carton', 'boîte', 'Plastique']",,,,,,,13.3 g,en quantité modérée,10 g,en quantité élevée,10 g,en quantité modérée,0.3 g,en quantité modérée,-3%,+11%,-61%,-32%,-32%,16,-14%,D,-14%,,,,,,
1175,Nougat Torrone,0029981003589,,['France'],[],[],?,552,"36,1","46,1","10,8",2310 kj(552 kcal),"3,5","37,9","0,2","0,08",E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Nougats']",,+23%,+119%,-30%,+51%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,,,,,,36.1 g,en quantité élevée,3.5 g,en quantité modérée,37.9 g,en quantité élevée,0.2 g,en faible quantité,+24%,+77%,-30%,+166%,+166%,17,+6%,D,+6%,,,,,,
1176,PANDORO - Valentino,0029981004586,['Valentino'],['France'],[],[],?,327,30,41,6,1368 kj(327 kcal),8,11,"0,85","0,34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1177,Panettone - Valentino,0029981004807,['Valentino'],['France'],"['Farine de blé', 'Oeufs', 'Gouttes de chocolat 20% ', 'Sucre', 'Pâte de cacao', 'Beurre de  cacao', 'Émulsifiant: Lécithine de soja', 'Arôme ', 'Sucre', 'Beurre', 'Levure naturelle ', 'gluten', 'Lait  écrémé en poudre', ""Émulsifiants: Mono et diglycérides d'acides gras"", 'Lécithine de soja', 'Sel', 'Arômes', 'Conservateur: Sorbate de potassium']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",1606,?,"16,3","51,4","7,6",1606 kj(384 kcal),"10,6",24,"0,3","0,12",C,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Panettone']",+4%,,+9%,-0%,+11%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,,,,,,,,16.3 g,en quantité modérée,10.6 g,en quantité élevée,24 g,en quantité élevée,0.3 g,en faible quantité,+3%,+18%,-7%,-32%,-32%,20,+8%,E,+8%,"['E322i - Lécithine', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",4,"['Œufs', 'Gluten', 'Lait', 'Soja']",,,
1178,Duo pomme raisin,0029981004968,,['France'],[],[],?,55,0,"13,4","0,3",230 kj(55 kcal),0,"10,9","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1179,Biscotti,0029981005279,,['France'],[],[],?,150,1,23,3,628 kj(150 kcal),0,12,"0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1180,Panettone,0029981006863,,['France'],[],[],?,383,"16,3","51,4","7,6",1602 kj(383 kcal),"10,6",24,"0,2","0,08",C,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Panettone']",,+2%,+9%,-0%,+11%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,,,,,,,,16.3 g,en quantité modérée,10.6 g,en quantité élevée,24 g,en quantité élevée,0.2 g,en faible quantité,+3%,+18%,-7%,-55%,-55%,19,+2%,E,+2%,,,,,,
1181,Panettone - De Conti,0029981008140,['De Conti'],['France'],"['F', ' PATISSERIE AU LEVAIN NATUREL REMPLIS DE CRÈME AU GIANDUIA REVERTEMENT DE CACAO', ' INGREDIEN S: Farine de blé Oeufs', 'SUAÇUeurxe Margarine entiérement végétale ', 'Graisses et Huiles végéta es depa set-i0ygÔI', ""EauyEm'!fiffàÂÈkiSfono et diglycérides"", 'Lécithine de soja', ""d'orange confites "", ""Écorces d'orange en cub naturelle "", 'gluten', 'Ecorces üŒV,ZfiiitÎs• a ts+Mono_et digtycérides des acides gras', 'Acidifiant: Acide citrique', 'Lait éc Lécithine de sojanSeWArômese ent de conservation: Sor te Ingredients de farce ', '2004', 'KÉcharose', 'Lait en poudre', 'Sirop d lucose•Noisettcs ', '8%', ""Jaunes d'oeuf"", 'Eau', 'Cacao maigre', 'Conservateur: Sorbate de potassium', 'Stabilisant: Pectine', ' Ingredients de la coverture ', '14%', ': Sucre', 'Graisse végétale', 'Cacao en poudre 16% ', 'environ 1% sur produit fini', 'Emulsifiant: Lécithine de soja', 'Arômes', ' Contient farine', 'Œufs', 'soja', 'lait et noisettes', "" Peut contenir traces d'autres fruitssecs à coques"", ' Conserver le produit dans son emballage et dans un endroit frais']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,398,"16,9","55,4",6,1665 kj(398 kcal),"10,6",24,"0,3","0,12",C,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Panettone']",,+6%,+13%,+8%,-12%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,,,,,,,,16.9 g,en quantité modérée,10.6 g,en quantité élevée,24 g,en quantité élevée,0.3 g,en quantité modérée,+7%,+18%,-7%,-32%,-32%,20,+8%,E,+8%,"['E322i - Lécithine', 'E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E440 - Pectines']",4,"['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Soja']",,,
1182,"Valentino Cake Italian Specialty, Panettone",0029981009055,['Valentino'],['France'],"['Farine de froment', 'Œufs', 'Raisins', 'Sucre', 'Beurre', 'Levure naturelle ', 'gluten', ""Écorces d'orange confites "", ""Écorces d'orange en cubes"", 'Glucose', 'Sucre', 'Agent de conservation: Sorbate de potassium', 'Acidifiant: Acide citrique', 'Lait écrémé en poudre', ""Émulsifiants: Mono et diglycerides d'acides gras"", 'Lécithine de soja', 'Sel', 'Arômes', 'Agent de conservateur: Sorbate de potassium', ' Contient farine de froment', 'œufs', 'soja et lait', ' Peut contenir traces de fruits à coques']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",?,380,"16,4","50,9","7,2",1590 kj(380 kcal),"9,6","21,6","0,3","0,12",C,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Panettone']",,+2%,+9%,-1%,+5%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,,,,,,,,16.4 g,en quantité modérée,9.6 g,en quantité élevée,21.6 g,en quantité élevée,0.3 g,en quantité modérée,+2%,+7%,-17%,-32%,-32%,18,-3%,D,-3%,"['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E322i - Lécithine']",4,"['Œufs', 'Gluten', 'Lait', 'Soja']",,,
1183,Sunshine fruit salad - By Sainsbury's,00200578,"[""By Sainsbury's""]","['France', 'Royaume-Uni']",[],[],?,59,"0,5",12,"0,9",247 kj(59 kcal),"0,1","11,8","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1184,Salade de poulet rôti,00202053,,['France'],[],[],?,95,"3,8","7,5","6,4",397 kj(95 kcal),"0,5","0,7","0,48","0,192",D,"['Plats préparés', 'Produits à la viande', 'Salades', 'Plats préparés à la viande', 'Salades composées', 'Plats à la volaille', 'Plats au poulet', 'Salades de légumes']",,-29%,-42%,-18%,-11%,78.2%,13.6%,2.4%,3.4%,1.4%,1.0%,44,,,,,,,,,3.8 g,en quantité modérée,0.5 g,en faible quantité,0.7 g,en faible quantité,0.48 g,en quantité modérée,-28%,-50%,-69%,-39%,-39%,0,,B,,,,,,,
1185,Chocolate Twists,00202138,,['France'],[],[],?,390,"22,3","41,1","4,4",1632 kj(390 kcal),"13,4","10,5","0,78","0,312",,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,
